Location,District,District_PriceCode,Area,Area_PriceCode,Land Area,Bedrooms,Facing,Facing_PriceCode,Road Access,Price
"Hepali Height, K'",K,33377333.82,Hepali Height,36051111.34,4.1,5,S,32245048.02,12,34000000
"Naxal, K'",K,33377333.82,Naxal,41298333.64,4,6,SE,33504792.57,15,38000000
"Budhanilkantha, K'",K,33377333.82,Budhanilkantha,39650175.48,5.5,7,S,32245048.02,12,45000000
"Hepali Height, K'",K,33377333.82,Hepali Height,36051111.34,4,1,E,32747439.5,15,32000000
"Pasikot, K'",K,33377333.82,Pasikot,31132444.61,5,4,E,32747439.5,13,55000000
"Budhanilkantha, K'",K,33377333.82,Budhanilkantha,39650175.48,7.8,7,E,32747439.5,12,70000000
"Budhanilkantha, K'",K,33377333.82,Budhanilkantha,39650175.48,7,10,N,30729924.74,15,57000000
"Nakhu, L'",L,31597883.37,Nakhu,31374118.07,4.1,5,N,30729924.74,30,25000000
"Kupandole, L'",L,31597883.37,Kupandole,34844525.67,4,5,E,32747439.5,15,25000000
"Hattiban, L'",L,31597883.37,Hattiban,35023601.02,3,6,E,32747439.5,20,35000000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,4.3,4,W,31258615.52,10,25000000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,3.5,6,N,30729924.74,10,24500000
"Nakhipot, L'",L,31597883.37,Nakhipot,33737087.32,3.1,4,W,31258615.52,13,21500000
"Sorhakhutte, K'",K,33377333.82,Sorhakhutte,36884889.21,5,4,N,30729924.74,10,37000000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,6.5,4,NW,34218387,13,37500000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,4,3,W,31258615.52,13,27500000
"Hattiban, L'",L,31597883.37,Hattiban,35023601.02,3,5,N,30729924.74,22,28000000
"Kalanki, K'",K,33377333.82,Kalanki,29237407.68,4.2,4,E,32747439.5,10,18000000
"Basundhara, K'",K,33377333.82,Basundhara,33996041.82,4,6,W,31258615.52,10,37000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3.3,6,N,30729924.74,12,21500000
"Budhanilkantha, K'",K,33377333.82,Budhanilkantha,39650175.48,6,5,E,32747439.5,20,77000000
"Gokarneswhor, K'",K,33377333.82,Gokarneswhor,31126667.01,4,8,W,31258615.52,11,27000000
"Kusunti, L'",L,31597883.37,Kusunti,31340991.25,5.2,4,SW,37155594.23,15,42500000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,4,5,E,32747439.5,10,22000000
"Balambu, K'",K,33377333.82,Balambu,30521026.01,4,4,E,32747439.5,13,22500000
"Rai Chowk, K'",K,33377333.82,Rai Chowk,33377333.82,3.7,6,E,32747439.5,12,25000000
"Sainbu, L'",L,31597883.37,Sainbu,35731922.25,4.7,4,SW,37155594.23,13,35000000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,3.7,6,NE,35380083.03,10,30000000
"Ramkot, K'",K,33377333.82,Ramkot,29382807.27,3.2,6,W,31258615.52,16,26000000
"Swayambhu, K'",K,33377333.82,Swayambhu,29874920.87,4.5,6,NE,35380083.03,13,38000000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,2.5,6,W,31258615.52,13,22000000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,2.5,4,W,31258615.52,10,20000000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,4.5,6,S,32245048.02,12,27500000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,3.8,4,W,31258615.52,14,35000000
"Thankot, K'",K,33377333.82,Thankot,20753333.46,3,8,E,32747439.5,13,22000000
"Thankot, K'",K,33377333.82,Thankot,20753333.46,3,4,W,31258615.52,12,16500000
"Thankot, K'",K,33377333.82,Thankot,20753333.46,4.5,8,E,32747439.5,13,18500000
"Thankot, K'",K,33377333.82,Thankot,20753333.46,3.1,3,E,32747439.5,13,11500000
"Thankot, K'",K,33377333.82,Thankot,20753333.46,3.5,7,E,32747439.5,13,17000000
"Dhungedhara, K'",K,33377333.82,Dhungedhara,29226296.57,3,5,N,30729924.74,13,33000000
"Sano bharyang, K'",K,33377333.82,Sano Bharyang,33485287.52,3.5,6,E,32747439.5,12,31000000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,3.1,5,SE,33504792.57,14,23500000
"Bafal, K'",K,33377333.82,Bafal,37063333.51,3.2,6,S,32245048.02,13,45000000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,3,4,W,31258615.52,16,30000000
"Baniyatar, K'",K,33377333.82,Baniyatar,30735833.64,6,6,SE,33504792.57,12,60000000
"Kimdol, K'",K,33377333.82,Kimdol,35933939.84,5.3,5,SW,37155594.23,13,61500000
"Dallu, K'",K,33377333.82,Dallu,36074902.25,5.3,5,SW,37155594.23,13,50000000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,5.3,5,SW,37155594.23,16,38500000
"Sano bharyang, K'",K,33377333.82,Sano Bharyang,33485287.52,3.2,9,S,32245048.02,20,36000000
"Bafal, K'",K,33377333.82,Bafal,37063333.51,4,6,NW,34218387,13,28500000
"Chamati, K'",K,33377333.82,Chamati,32290256.78,3.1,7,N,30729924.74,20,35500000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,6,7,SW,37155594.23,18,55000000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,7,6,W,31258615.52,13,42500000
"Swayambhu, K'",K,33377333.82,Swayambhu,29874920.87,6,4,S,32245048.02,20,26700000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,2.2,3,S,32245048.02,10,22500000
"Ramkot, K'",K,33377333.82,Ramkot,29382807.27,4,6,S,32245048.02,12,28500000
"Kalimati, K'",K,33377333.82,Kalimati,34174872.17,5.3,4,S,32245048.02,13,38000000
"Ramkot, K'",K,33377333.82,Ramkot,29382807.27,7.2,9,E,32747439.5,16,42000000
"Gongabu, K'",K,33377333.82,Gongabu,35322539.91,2.2,6,N,30729924.74,12,24500000
"Sangam Basti, L'",L,31597883.37,Sangam Basti,34907166.7,6,5,N,30729924.74,13,68000000
"Bansbari, K'",K,33377333.82,Bansbari,37830175.69,4,7,SE,33504792.57,13,45000000
"Nagarjun, K'",K,33377333.82,Nagarjun,30424927.75,3.1,7,N,30729924.74,12,29900000
"Nagarjun, K'",K,33377333.82,Nagarjun,30424927.75,4,8,NW,34218387,13,37500000
"Dallu, K'",K,33377333.82,Dallu,36074902.25,3.2,4,SW,37155594.23,20,28500000
"Nagarjun, K'",K,33377333.82,Nagarjun,30424927.75,10.2,6,NW,34218387,14,60000000
"Thulo Bharayang, K'",K,33377333.82,Thulo Bharayang,30892083.64,4.2,7,NE,35380083.03,13,41500000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,8,8,E,32747439.5,13,42000000
"Nagarjun, K'",K,33377333.82,Nagarjun,30424927.75,3,6,N,30729924.74,13,31500000
"Radha Krishna, K'",K,33377333.82,Radha Krishna,32752121.65,3,5,S,32245048.02,13,26500000
"Sano bharyang, K'",K,33377333.82,Sano Bharyang,33485287.52,5.5,6,SW,37155594.23,13,37500000
"Buddha Chowk, K'",K,33377333.82,Buddha Chowk,33174872.17,3,6,NW,34218387,12,22500000
"Sano bharyang, K'",K,33377333.82,Sano Bharyang,33485287.52,3.1,5,W,31258615.52,13,26000000
"Chamati, K'",K,33377333.82,Chamati,32290256.78,2.5,8,E,32747439.5,20,29500000
"Swayambhu, K'",K,33377333.82,Swayambhu,29874920.87,4,4,N,30729924.74,16,33500000
"Nagarjun, K'",K,33377333.82,Nagarjun,30424927.75,4,4,E,32747439.5,13,30000000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,6.7,9,W,31258615.52,10,38500000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3,5,E,32747439.5,13,27500000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3,6,N,30729924.74,13,27500000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,5,7,E,32747439.5,13,34500000
"Sano bharyang, K'",K,33377333.82,Sano Bharyang,33485287.52,4.2,5,SE,33504792.57,20,49000000
"Chamati, K'",K,33377333.82,Chamati,32290256.78,2.5,5,S,32245048.02,20,27000000
"Sorhakhutte, K'",K,33377333.82,Sorhakhutte,36884889.21,2.3,12,E,32747439.5,7,25000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3.5,6,E,32747439.5,13,27500000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,5,7,SW,37155594.23,13,38000000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,4.5,8,S,32245048.02,13,39000000
"Baneshwor, K'",K,33377333.82,Baneshwor,34728718.32,5.3,3,S,32245048.02,8,33000000
"Budhanilkantha, K'",K,33377333.82,Budhanilkantha,39650175.48,2.2,3,S,32245048.02,13,14500000
"Hattiban, L'",L,31597883.37,Hattiban,35023601.02,3,5,S,32245048.02,13,21500000
"Sorhakhutte, K'",K,33377333.82,Sorhakhutte,36884889.21,7,9,SE,33504792.57,8,65000000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,3.5,4,SE,33504792.57,14,28500000
"Bafal, K'",K,33377333.82,Bafal,37063333.51,4,4,S,32245048.02,14,41000000
"Nagarjun, K'",K,33377333.82,Nagarjun,30424927.75,2.7,4,N,30729924.74,13,25500000
"Nagarjun, K'",K,33377333.82,Nagarjun,30424927.75,3,6,E,32747439.5,13,32000000
"Chandragiri, K'",K,33377333.82,Chandragiri,28210833.64,4,6,E,32747439.5,13,26500000
"Chandragiri, K'",K,33377333.82,Chandragiri,28210833.64,5,6,E,32747439.5,13,23500000
"Chamati, K'",K,33377333.82,Chamati,32290256.78,2.3,7,E,32747439.5,16,26500000
"Sano bharyang, K'",K,33377333.82,Sano Bharyang,33485287.52,5,6,W,31258615.52,13,39800000
"Hattiban, L'",L,31597883.37,Hattiban,35023601.02,5.5,5,E,32747439.5,13,34000000
"Kaushaltar, B'",B,30105180.59,Kaushaltar,29467986.13,4,5,N,30729924.74,10,32000000
"Syuchatar, K'",K,33377333.82,Syuchatar,27880494.01,4,5,NE,35380083.03,13,39500000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,3.7,6,NW,34218387,13,28500000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,3,6,SW,37155594.23,13,26000000
"Sano bharyang, K'",K,33377333.82,Sano Bharyang,33485287.52,2.3,5,E,32747439.5,14,30000000
"Satungal, K'",K,33377333.82,Satungal,29184889.21,3,5,NE,35380083.03,10,19500000
"Satungal, K'",K,33377333.82,Satungal,29184889.21,2.3,5,NE,35380083.03,10,18500000
"Naikap, K'",K,33377333.82,Naikap,29692549.31,8,11,NE,35380083.03,13,46500000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,3.1,5,NE,35380083.03,13,29000000
"Gokarneswhor, K'",K,33377333.82,Gokarneswhor,31126667.01,4.5,11,SE,33504792.57,12,35000000
"Hattiban, L'",L,31597883.37,Hattiban,35023601.02,2.3,4,S,32245048.02,13,21500000
"Godamchaur, L'",L,31597883.37,Godamchaur,31597883.37,3.2,6,S,32245048.02,13,29000000
"Sano bharyang, K'",K,33377333.82,Sano Bharyang,33485287.52,3,4,N,30729924.74,13,22500000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,3.2,5,W,31258615.52,13,28500000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,9,5,N,30729924.74,16,55000000
"Bafal, K'",K,33377333.82,Bafal,37063333.51,4.2,4,N,30729924.74,20,40000000
"Kuleshwor, K'",K,33377333.82,Kuleshwor,33377333.82,7,7,N,30729924.74,22,75000000
"Chandragiri, K'",K,33377333.82,Chandragiri,28210833.64,5.1,6,N,30729924.74,13,27000000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,8,6,NE,35380083.03,10,60000000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,3.3,4,SW,37155594.23,14,37500000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3.1,5,SE,33504792.57,13,28500000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,8,5,S,32245048.02,16,60000000
"Nagarjun, K'",K,33377333.82,Nagarjun,30424927.75,3,8,E,32747439.5,13,31000000
"Nagarjun, K'",K,33377333.82,Nagarjun,30424927.75,2.2,4,E,32747439.5,13,27500000
"Bafal, K'",K,33377333.82,Bafal,37063333.51,3,5,W,31258615.52,12,28500000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,3,6,N,30729924.74,16,22000000
"Bafal, K'",K,33377333.82,Bafal,37063333.51,4,7,N,30729924.74,13,28500000
"Nagarjun, K'",K,33377333.82,Nagarjun,30424927.75,3,6,N,30729924.74,13,20500000
"Nagarjun, K'",K,33377333.82,Nagarjun,30424927.75,2.2,4,S,32245048.02,16,18000000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,3.5,4,SE,33504792.57,13,35000000
"Nagarjun, K'",K,33377333.82,Nagarjun,30424927.75,3.8,4,SE,33504792.57,13,24000000
"Nakhu, L'",L,31597883.37,Nakhu,31374118.07,5.2,4,NE,35380083.03,13,39000000
"Nagarjun, K'",K,33377333.82,Nagarjun,30424927.75,6,9,E,32747439.5,13,47000000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,7.2,5,NE,35380083.03,16,50000000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,5,4,SE,33504792.57,16,37500000
"Ramkot, K'",K,33377333.82,Ramkot,29382807.27,3.3,4,SW,37155594.23,13,24000000
"Dallu, K'",K,33377333.82,Dallu,36074902.25,3,4,N,30729924.74,13,29500000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,4.5,6,NE,35380083.03,22,33500000
"Raniban, K'",K,33377333.82,Raniban,35515185.46,4.2,6,SW,37155594.23,20,42500000
"Raniban, K'",K,33377333.82,Raniban,35515185.46,4.3,3,E,32747439.5,20,42500000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,3.5,5,E,32747439.5,13,29000000
"Bafal, K'",K,33377333.82,Bafal,37063333.51,4,5,SW,37155594.23,13,28500000
"Lolang, K'",K,33377333.82,Lolang,26742083.64,4.1,6,SW,37155594.23,10,18500000
"Thulo Bharayang, K'",K,33377333.82,Thulo Bharayang,30892083.64,3,4,E,32747439.5,13,28000000
"Thulo Bharayang, K'",K,33377333.82,Thulo Bharayang,30892083.64,3.2,5,S,32245048.02,10,32500000
"Ramkot, K'",K,33377333.82,Ramkot,29382807.27,4,6,NE,35380083.03,26,30500000
"Tarakeshwar, K'",K,33377333.82,Tarakeshwar,28718222.55,3.2,6,NW,34218387,20,36000000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,3,4,E,32747439.5,13,26000000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,4,5,E,32747439.5,15,26500000
"Sano bharyang, K'",K,33377333.82,Sano Bharyang,33485287.52,5,8,SW,37155594.23,16,43000000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,4,6,W,31258615.52,16,30500000
"Golfutar, K'",K,33377333.82,Golfutar,37927521.49,8,7,N,30729924.74,14,77500000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,3.2,7,E,32747439.5,13,23500000
"Dallu, K'",K,33377333.82,Dallu,36074902.25,4,7,S,32245048.02,13,46500000
"Syuchatar, K'",K,33377333.82,Syuchatar,27880494.01,4.5,7,S,32245048.02,10,22000000
"Dallu, K'",K,33377333.82,Dallu,36074902.25,4,6,S,32245048.02,13,40000000
"Banglamukhi, K'",K,33377333.82,Banglamukhi,32979394.38,3.2,7,E,32747439.5,16,29000000
"Sano bharyang, K'",K,33377333.82,Sano Bharyang,33485287.52,3.2,4,SE,33504792.57,14,27500000
"Nagarjun, K'",K,33377333.82,Nagarjun,30424927.75,3,4,E,32747439.5,12,20000000
"Raniban, K'",K,33377333.82,Raniban,35515185.46,5.5,5,N,30729924.74,18,62000000
"Magargaun, L'",L,31597883.37,Magargaun,31452621.24,3.3,4,W,31258615.52,13,30000000
"Raniban, K'",K,33377333.82,Raniban,35515185.46,3,3,W,31258615.52,13,30000000
"Raniban, K'",K,33377333.82,Raniban,35515185.46,5,5,S,32245048.02,22,47500000
"Hattigauda, K'",K,33377333.82,Hattigauda,40129495.1,7,7,SE,33504792.57,22,30000000
"Hattiban, L'",L,31597883.37,Hattiban,35023601.02,5,4,E,32747439.5,22,26000000
"Chandragiri, K'",K,33377333.82,Chandragiri,28210833.64,4,4,NE,35380083.03,13,25500000
"Syuchatar, K'",K,33377333.82,Syuchatar,27880494.01,4,5,N,30729924.74,14,22000000
"Budhanilkantha, K'",K,33377333.82,Budhanilkantha,39650175.48,5,5,S,32245048.02,13,37500000
"Ramkot, K'",K,33377333.82,Ramkot,29382807.27,3,5,N,30729924.74,12,18500000
"Swayambhu, K'",K,33377333.82,Swayambhu,29874920.87,2.7,6,N,30729924.74,12,25000000
"Sano bharyang, K'",K,33377333.82,Sano Bharyang,33485287.52,3.1,6,S,32245048.02,13,25000000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,3.1,6,S,32245048.02,20,35000000
"Nakhipot, L'",L,31597883.37,Nakhipot,33737087.32,3.7,4,W,31258615.52,18,28500000
"Gairgaun, K'",K,33377333.82,Gairgaun,33521026.01,4.5,8,W,31258615.52,13,23500000
"Tokha, K'",K,33377333.82,Tokha,28346274.65,3,3,SE,33504792.57,16,22500000
"Tokha, K'",K,33377333.82,Tokha,28346274.65,4,6,NW,34218387,13,27000000
"Grande Hospital, K'",K,33377333.82,Grande Hospital,33809123.06,3.3,4,SW,37155594.23,16,37000000
"Khumaltar, L'",L,31597883.37,Khumaltar,35811618.07,4,6,E,32747439.5,13,35000000
"Khumaltar, L'",L,31597883.37,Khumaltar,35811618.07,3.5,6,S,32245048.02,16,25000000
"Jharuwarasi, L'",L,31597883.37,Jharuwarasi,28748236.14,6,4,E,32747439.5,20,16000000
"Bafal, K'",K,33377333.82,Bafal,37063333.51,3,6,N,30729924.74,12,35000000
"changu Narayan, K'",K,33377333.82,Changu Narayan,31626667.01,3.1,5,SE,33504792.57,12,27500000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,4,6,W,31258615.52,10,33000000
"Kapan, K'",K,33377333.82,Kapan,25155878.88,4.6,5,SW,37155594.23,15,47500000
"Tarakeshwar, K'",K,33377333.82,Tarakeshwar,28718222.55,5,7,SE,33504792.57,18,23000000
"Sano bharyang, K'",K,33377333.82,Sano Bharyang,33485287.52,10,8,W,31258615.52,14,50000000
"Nepaltar, K'",K,33377333.82,Nepaltar,31112381.3,5.3,6,W,31258615.52,13,36500000
"Dahachowk, K'",K,33377333.82,Dahachowk,30856111.52,4,4,E,32747439.5,13,18500000
"Budhanilkantha, K'",K,33377333.82,Budhanilkantha,39650175.48,7.5,5,NE,35380083.03,13,55000000
"Sano bharyang, K'",K,33377333.82,Sano Bharyang,33485287.52,4.5,6,SW,37155594.23,13,31500000
"Sano bharyang, K'",K,33377333.82,Sano Bharyang,33485287.52,3.3,4,NE,35380083.03,13,27000000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,3.5,3,S,32245048.02,12,28000000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,3,5,S,32245048.02,16,23000000
"Kusunti, L'",L,31597883.37,Kusunti,31340991.25,5.4,4,NW,34218387,16,36500000
"Mahankal, K'",K,33377333.82,Mahankal,33388485.29,4.3,6,E,32747439.5,16,23000000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,4.3,6,SE,33504792.57,16,24000000
"Dallu, K'",K,33377333.82,Dallu,36074902.25,4.7,5,W,31258615.52,16,40000000
"Budhanilkantha, K'",K,33377333.82,Budhanilkantha,39650175.48,6,5,N,30729924.74,16,45000000
"Sano bharyang, K'",K,33377333.82,Sano Bharyang,33485287.52,3.5,4,S,32245048.02,12,30000000
"Budhanilkantha, K'",K,33377333.82,Budhanilkantha,39650175.48,7.5,4,SW,37155594.23,16,55000000
"Halchowk, K'",K,33377333.82,Halchowk,33615758.02,4.5,5,S,32245048.02,13,36000000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,5.3,6,NE,35380083.03,13,31500000
"Dhapasi, K'",K,33377333.82,Dhapasi,35561025.73,4,6,SW,37155594.23,13,25000000
"Sano bharyang, K'",K,33377333.82,Sano Bharyang,33485287.52,4.3,5,E,32747439.5,13,34000000
"Chhauni, K'",K,33377333.82,Chhauni,32751795.25,4.6,5,SE,33504792.57,20,27000000
"Raniban, K'",K,33377333.82,Raniban,35515185.46,4.5,5,W,31258615.52,20,30000000
"Satungal, K'",K,33377333.82,Satungal,29184889.21,3.6,5,E,32747439.5,16,18000000
"Satungal, K'",K,33377333.82,Satungal,29184889.21,3.6,5,E,32747439.5,12,18000000
"Thankot, K'",K,33377333.82,Thankot,20753333.46,3,2,E,32747439.5,16,14000000
"Halchowk, K'",K,33377333.82,Halchowk,33615758.02,4.3,4,N,30729924.74,16,26000000
"Swayambhu, K'",K,33377333.82,Swayambhu,29874920.87,4,5,N,30729924.74,13,34000000
"Tahachal, K'",K,33377333.82,Tahachal,37519524.16,4.5,7,NE,35380083.03,16,55000000
"Tahachal, K'",K,33377333.82,Tahachal,37519524.16,4.5,7,N,30729924.74,16,52500000
"Kalanki, K'",K,33377333.82,Kalanki,29237407.68,4.5,4,SW,37155594.23,16,30000000
"Raniban, K'",K,33377333.82,Raniban,35515185.46,4.5,5,N,30729924.74,16,30000000
"Tarakeshwar, K'",K,33377333.82,Tarakeshwar,28718222.55,4.5,5,N,30729924.74,16,21000000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,4.5,4,N,30729924.74,16,26000000
"Bhatbhateni, K'",K,33377333.82,Bhatbhateni,33070303.47,4.5,3,S,32245048.02,16,30000000
"Syuchatar, K'",K,33377333.82,Syuchatar,27880494.01,4.7,4,S,32245048.02,16,16000000
"Sano bharyang, K'",K,33377333.82,Sano Bharyang,33485287.52,6.3,5,NW,34218387,16,35000000
"Budhanilkantha, K'",K,33377333.82,Budhanilkantha,39650175.48,8,5,N,30729924.74,16,48000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,4,5,W,31258615.52,12,29000000
"Satdobato, L'",L,31597883.37,Satdobato,38589946.99,3,5,W,31258615.52,10,47500000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,2.3,4,W,31258615.52,10,19900000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,7,4,NW,34218387,12,40000000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,3.2,4,NW,34218387,13,33000000
"Budhanilkantha, K'",K,33377333.82,Budhanilkantha,39650175.48,4.3,5,NE,35380083.03,14,40000000
"Gyaneshwor, K'",K,33377333.82,Gyaneshwor,34481111.52,2.2,13,W,31258615.52,10,45000000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,5,5,E,32747439.5,12,30000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,5.2,6,NE,35380083.03,13,49900000
"Kharibot, K'",K,33377333.82,Kharibot,33840952.73,3,4,S,32245048.02,16,24500000
"Bafal, K'",K,33377333.82,Bafal,37063333.51,4,4,SE,33504792.57,13,25000000
"Khumaltar, L'",L,31597883.37,Khumaltar,35811618.07,4,4,SE,33504792.57,20,42500000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,6.2,4,SE,33504792.57,12,65000000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,4.2,4,SW,37155594.23,13,36000000
"Khumaltar, L'",L,31597883.37,Khumaltar,35811618.07,5,6,NW,34218387,14,58000000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,3.2,5,SE,33504792.57,12,25000000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,5.2,4,SE,33504792.57,16,48000000
"Tahachal, K'",K,33377333.82,Tahachal,37519524.16,4.1,4,N,30729924.74,20,66500000
"Thecho, L'",L,31597883.37,Thecho,30069916.69,7,5,E,32747439.5,12,85000000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,5,4,NE,35380083.03,12,55000000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,3.1,4,S,32245048.02,20,47500000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3.2,5,S,32245048.02,13,29500000
"Sanepa, L'",L,31597883.37,Sanepa,44394230.18,5,5,NW,34218387,10,63500000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,7,5,W,31258615.52,13,85000000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,7,4,E,32747439.5,26,64000000
"Sunakothi, L'",L,31597883.37,Sunakothi,34811177.11,4,3,N,30729924.74,20,35000000
"Kapan, K'",K,33377333.82,Kapan,25155878.88,3,6,S,32245048.02,16,22000000
"Dhobighat, L'",L,31597883.37,Dhobighat,36152217.98,3,4,S,32245048.02,16,37500000
"Hattiban, L'",L,31597883.37,Hattiban,35023601.02,6,5,S,32245048.02,20,80000000
"Satdobato, L'",L,31597883.37,Satdobato,38589946.99,4.2,6,SE,33504792.57,13,55000000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,3.3,4,SW,37155594.23,13,55000000
"Sanepa, L'",L,31597883.37,Sanepa,44394230.18,9,5,SW,37155594.23,20,77500000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,4.1,5,S,32245048.02,13,31900000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,3,4,W,31258615.52,13,25000000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,6.4,5,NW,34218387,13,62500000
"Hattiban, L'",L,31597883.37,Hattiban,35023601.02,2.2,4,N,30729924.74,12,28000000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,5,6,S,32245048.02,25,48000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3.1,5,N,30729924.74,13,25000000
"Sanepa, L'",L,31597883.37,Sanepa,44394230.18,5,4,W,31258615.52,19,33500000
"Sanepa, L'",L,31597883.37,Sanepa,44394230.18,5,4,NW,34218387,19,35000000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,4,4,NE,35380083.03,18,40000000
"Nakhipot, L'",L,31597883.37,Nakhipot,33737087.32,7,5,E,32747439.5,13,60000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3.5,4,W,31258615.52,12,25000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3.3,5,E,32747439.5,12,27000000
"Gwarko, L'",L,31597883.37,Gwarko,29086036.25,3,5,N,30729924.74,12,27500000
"Hattiban, L'",L,31597883.37,Hattiban,35023601.02,3.3,6,NE,35380083.03,15,32500000
"Hattiban, L'",L,31597883.37,Hattiban,35023601.02,3.1,5,SW,37155594.23,13,28000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3.2,6,W,31258615.52,12,31000000
"Baneshwor, K'",K,33377333.82,Baneshwor,34728718.32,5,4,S,32245048.02,13,40000000
"Tokha, K'",K,33377333.82,Tokha,28346274.65,6,3,N,30729924.74,15,35000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,5.2,6,E,32747439.5,20,31500000
"Ochu Height, L'",L,31597883.37,Ochu Height,31410519.63,3.2,6,S,32245048.02,13,29000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,4.2,5,E,32747439.5,20,42500000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,4,4,SE,33504792.57,12,46500000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,4,5,N,30729924.74,20,40000000
