Location,District,District_PriceCode,Area,Area_PriceCode,Land Area,Bedrooms,Facing,Facing_PriceCode,Road Access,Price
"Baluwatar, K'",K,33377333.82,Baluwatar,43077101.66,8,3,S,32245048.02,10,80000000
"Radhe Radhe, B'",B,30105180.59,Radhe Radhe,31888600.45,2.2,4,N,30729924.74,24,24000000
"Mandikhatar, K'",K,33377333.82,Mandikhatar,33778245.74,5,6,E,32747439.5,13,37800000
"Pepsicola, K'",K,33377333.82,Pepsicola,36370158.96,3.2,6,E,32747439.5,20,24000000
"Kapan, K'",K,33377333.82,Kapan,25155878.88,3.1,2,SE,33504792.57,13,16800000
"Balkot, B'",B,30105180.59,Balkot,31371147.63,6.52,4,S,32245048.02,20,28000000
"Thamel, K'",K,33377333.82,Thamel,32433939.84,3,5,SE,33504792.57,13,55000000
"Bafal, K'",K,33377333.82,Bafal,37063333.51,4,7,SW,37155594.23,12,36500000
"Sipadol, B'",B,30105180.59,Sipadol,26967986.13,4,2,SE,33504792.57,13,15000000
"Budhanilkantha, K'",K,33377333.82,Budhanilkantha,39650175.48,4.5,7,N,30729924.74,13,50000000
"Ganesh Chowk, K'",K,33377333.82,Ganesh Chowk,38723666.91,4,5,E,32747439.5,13,35000000
"Chunikhel, K'",K,33377333.82,Chunikhel,28784889.21,4,5,SW,37155594.23,13,28000000
"Baluwatar, K'",K,33377333.82,Baluwatar,43077101.66,6,5,W,31258615.52,25,35000000
"Mhaipi, K'",K,33377333.82,Mhaipi,33481111.52,4,4,N,30729924.74,20,33000000
"Tikathali, L'",L,31597883.37,Tikathali,24394856.6,2.6,6,SE,33504792.57,12,22000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3.2,7,NE,35380083.03,20,28500000
"Ekatabasti, K'",K,33377333.82,Ekatabasti,31739608.13,4.1,2,E,32747439.5,16,17000000
"Budhanilkantha, K'",K,33377333.82,Budhanilkantha,39650175.48,5,5,W,31258615.52,13,36000000
"Dhapasi, K'",K,33377333.82,Dhapasi,35561025.73,3.1,5,E,32747439.5,12,21000000
"Harisiddhi, L'",L,31597883.37,Harisiddhi,28943268.54,3.2,5,S,32245048.02,20,23500000
"Rudreshwor, K'",K,33377333.82,Rudreshwor,41074902.25,6.3,5,E,32747439.5,14,68000000
"Baluwa, K'",K,33377333.82,Baluwa,29964444.85,3.3,2,SE,33504792.57,10,6800000
"Thapathali, K'",K,33377333.82,Thapathali,37490256.78,7,5,E,32747439.5,14,60000000
"Maijubahal, K'",K,33377333.82,Maijubahal,33524848.93,6.2,5,N,30729924.74,8,35000000
"Samakhusi, K'",K,33377333.82,Samakhusi,34209111.27,3,3,W,31258615.52,12,32500000
"Budhanilkantha, K'",K,33377333.82,Budhanilkantha,39650175.48,3,6,N,30729924.74,15,40000000
"Kusunti, L'",L,31597883.37,Kusunti,31340991.25,3.2,5,S,32245048.02,13,24000000
"Dhapakhel, L'",L,31597883.37,Dhapakhel,28586036.25,2.2,6,S,32245048.02,13,19000000
"Sundarbasti, K'",K,33377333.82,Sundarbasti,32107222.42,3.2,6,E,32747439.5,12,25500000
"Baluwakhani, K'",K,33377333.82,Baluwakhani,31485833.64,3.2,5,E,32747439.5,13,19500000
"Basundhara, K'",K,33377333.82,Basundhara,33996041.82,5.2,4,N,30729924.74,16,35000000
"Thankot, K'",K,33377333.82,Thankot,20753333.46,2.3,5,SW,37155594.23,13,16000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3.2,5,S,32245048.02,13,27500000
"Wasik, K'",K,33377333.82,Wasik,33522778.18,5.2,5,S,32245048.02,14,37500000
"Khumaltar, L'",L,31597883.37,Khumaltar,35811618.07,4.1,5,SE,33504792.57,13,31000000
"Koteshwor, K'",K,33377333.82,Koteshwor,38518222.55,4,5,E,32747439.5,26,45000000
"Gongabu, K'",K,33377333.82,Gongabu,35322539.91,8,5,SW,37155594.23,10,51500000
"Budhanilkantha, K'",K,33377333.82,Budhanilkantha,39650175.48,4.2,4,SW,37155594.23,13,35000000
"Ochu Height, L'",L,31597883.37,Ochu Height,31410519.63,3,4,W,31258615.52,13,23000000
"Mandikhatar, K'",K,33377333.82,Mandikhatar,33778245.74,5,5,E,32747439.5,16,39500000
"Thankot, K'",K,33377333.82,Thankot,20753333.46,3,4,N,30729924.74,13,21000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,7,14,SW,37155594.23,18,70000000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,4.1,4,SE,33504792.57,10,38000000
"Makalbari, K'",K,33377333.82,Makalbari,29184889.21,8,2,NE,35380083.03,13,31000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3.1,4,E,32747439.5,13,24000000
"Changathali, L'",L,31597883.37,Changathali,28959910.28,3.1,6,E,32747439.5,11,15000000
"Pepsicola, K'",K,33377333.82,Pepsicola,36370158.96,2.2,4,E,32747439.5,20,24000000
"Banasthali, K'",K,33377333.82,Banasthali,36538666.91,6.2,5,E,32747439.5,20,70000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3.2,5,W,31258615.52,20,27500000
"Kusunti, L'",L,31597883.37,Kusunti,31340991.25,4,5,N,30729924.74,16,27500000
"Soltidobato, K'",K,33377333.82,Soltidobato,33070303.47,4,3,S,32245048.02,13,30000000
"Boharatar, K'",K,33377333.82,Boharatar,32433939.84,6,4,W,31258615.52,13,48500000
"Ekatabasti, K'",K,33377333.82,Ekatabasti,31739608.13,5,4,N,30729924.74,13,36500000
"Hepali Height, K'",K,33377333.82,Hepali Height,36051111.34,3,5,S,32245048.02,12,30000000
"Baniyatar, K'",K,33377333.82,Baniyatar,30735833.64,3.5,7,SW,37155594.23,14,37500000
"Machhe Gaun, K'",K,33377333.82,Machhe Gaun,28482564.48,3,5,N,30729924.74,16,12000000
"Thapagaun, K'",K,33377333.82,Thapagaun,33377333.82,4.2,3,E,32747439.5,12,43000000
"Ekatabasti, K'",K,33377333.82,Ekatabasti,31739608.13,4,4,NE,35380083.03,13,29500000
"Shankhamul, K'",K,33377333.82,Shankhamul,35367179.86,3.2,8,S,32245048.02,13,45000000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,3.2,5,NW,34218387,16,26500000
"Golfutar, K'",K,33377333.82,Golfutar,37927521.49,4,4,E,32747439.5,13,37500000
"Jharuwarasi, L'",L,31597883.37,Jharuwarasi,28748236.14,4.3,3,NW,34218387,20,13000000
"Pasikot, K'",K,33377333.82,Pasikot,31132444.61,6,5,SE,33504792.57,13,35000000
"Manabahadur Marga, K'",K,33377333.82,Manabahadur Marga,32840952.73,4,7,E,32747439.5,13,31000000
"Sinamangal, K'",K,33377333.82,Sinamangal,34433939.84,4.1,5,W,31258615.52,20,49000000
"Manabahadur Marga, K'",K,33377333.82,Manabahadur Marga,32840952.73,4.2,5,NE,35380083.03,16,33000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3.2,5,N,30729924.74,13,26500000
"Manamaiju, K'",K,33377333.82,Manamaiju,34339608.13,8.2,13,SE,33504792.57,18,58500000
"Nakhu, L'",L,31597883.37,Nakhu,31374118.07,4,4,SW,37155594.23,15,28000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,2.3,4,E,32747439.5,13,19500000
"Bhangal, K'",K,33377333.82,Bhangal,27786495.85,4,5,E,32747439.5,13,31000000
"Bhimsengola, K'",K,33377333.82,Bhimsengola,33377333.82,10,6,NE,35380083.03,20,75000000
"Manabahadur Marga, K'",K,33377333.82,Manabahadur Marga,32840952.73,4,5,W,31258615.52,20,35000000
"Bhangal, K'",K,33377333.82,Bhangal,27786495.85,5,5,E,32747439.5,13,29500000
"Darjeeling Height, B'",B,30105180.59,Darjeeling Height,28959255.08,2,4,S,32245048.02,10,17500000
"Sanepa, L'",L,31597883.37,Sanepa,44394230.18,5,5,SE,33504792.57,10,45000000
"Dhapasi, K'",K,33377333.82,Dhapasi,35561025.73,3,5,E,32747439.5,13,21000000
"Bhelpa, L'",L,31597883.37,Bhelpa,31134439.43,3.2,5,SW,37155594.23,11,26500000
"Sanepa, L'",L,31597883.37,Sanepa,44394230.18,5,6,NE,35380083.03,16,65000000
"Manamaiju, K'",K,33377333.82,Manamaiju,34339608.13,4,9,S,32245048.02,12,38000000
"Sukedhara, K'",K,33377333.82,Sukedhara,35285287.52,4,7,S,32245048.02,12,29500000
"Hattigauda, K'",K,33377333.82,Hattigauda,40129495.1,5.1,5,N,30729924.74,13,39000000
"Thaiba, L'",L,31597883.37,Thaiba,31469343.16,3.1,4,SE,33504792.57,20,12500000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,4.2,4,SE,33504792.57,20,45000000
"Jawalakhel, L'",L,31597883.37,Jawalakhel,36831569.47,3,7,W,31258615.52,18,30000000
"Golfutar, K'",K,33377333.82,Golfutar,37927521.49,4.1,4,E,32747439.5,13,37500000
"Chunikhel, K'",K,33377333.82,Chunikhel,28784889.21,3.1,5,SE,33504792.57,13,20500000
"Mandikhatar, K'",K,33377333.82,Mandikhatar,33778245.74,3.2,5,E,32747439.5,13,22200000
"Machhapokhari, K'",K,33377333.82,Machhapokhari,34356111.52,6.3,14,SE,33504792.57,20,48500000
"Dallu, K'",K,33377333.82,Dallu,36074902.25,3.2,6,E,32747439.5,20,45000000
"Budhanilkantha, K'",K,33377333.82,Budhanilkantha,39650175.48,5,4,S,32245048.02,13,48000000
"Dhumbarahi, K'",K,33377333.82,Dhumbarahi,38251555.88,6.1,7,SE,33504792.57,36,69000000
"Koteshwor, K'",K,33377333.82,Koteshwor,38518222.55,4,6,E,32747439.5,26,45000000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,5.2,5,NE,35380083.03,18,38000000
"Budhanilkantha, K'",K,33377333.82,Budhanilkantha,39650175.48,8.2,4,NE,35380083.03,13,55000000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,3,6,NW,34218387,20,36000000
"Anamnagar, K'",K,33377333.82,Anamnagar,34106111.52,3.3,6,SW,37155594.23,11,42500000
"Phutung, K'",K,33377333.82,Phutung,31639444.85,4.2,5,W,31258615.52,18,26000000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,3.2,6,SE,33504792.57,20,29500000
"Narayanthan, K'",K,33377333.82,Narayanthan,37084889.21,7,6,N,30729924.74,18,65000000
"Aakasedhara, K'",K,33377333.82,Aakasedhara,31751795.25,5,5,SE,33504792.57,20,45000000
"Gokarneswhor, K'",K,33377333.82,Gokarneswhor,31126667.01,3.1,2,E,32747439.5,12,13000000
"Kapan, K'",K,33377333.82,Kapan,25155878.88,2.2,4,N,30729924.74,12,15500000
"Baluwakhani, K'",K,33377333.82,Baluwakhani,31485833.64,5,7,W,31258615.52,13,38000000
"Bhangal, K'",K,33377333.82,Bhangal,27786495.85,4,4,N,30729924.74,13,29000000
"Mandikhatar, K'",K,33377333.82,Mandikhatar,33778245.74,3.2,4,E,32747439.5,32,27500000
"Chhaling, B'",B,30105180.59,Chhaling,28231982.35,4,2,N,30729924.74,16,9500000
"Sunakothi, L'",L,31597883.37,Sunakothi,34811177.11,4.2,3,SW,37155594.23,8,12500000
"Panga, K'",K,33377333.82,Panga,32843030.74,5.2,14,S,32245048.02,12,35000000
"Thankot, K'",K,33377333.82,Thankot,20753333.46,3.3,5,S,32245048.02,13,16000000
"Jyotinagar, K'",K,33377333.82,Jyotinagar,32457255.19,3.2,7,S,32245048.02,13,22500000
"Machhe Gaun, K'",K,33377333.82,Machhe Gaun,28482564.48,3.1,7,E,32747439.5,13,10500000
"Sundarbasti, K'",K,33377333.82,Sundarbasti,32107222.42,4,6,E,32747439.5,18,27500000
"Thulo Bharayang, K'",K,33377333.82,Thulo Bharayang,30892083.64,3.1,4,W,31258615.52,14,25000000
"Chyasal, L'",L,31597883.37,Chyasal,30907166.7,3,7,W,31258615.52,13,22500000
"Kavresthali, K'",K,33377333.82,Kavresthali,31752121.65,3.1,5,N,30729924.74,13,18500000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3.1,5,S,32245048.02,16,22500000
"Budhanilkantha, K'",K,33377333.82,Budhanilkantha,39650175.48,4,6,SE,33504792.57,14,32500000
"Naya Basti, K'",K,33377333.82,Naya Basti,33184889.21,3.3,5,E,32747439.5,12,25000000
"Kalanki, K'",K,33377333.82,Kalanki,29237407.68,6.3,8,S,32245048.02,20,45000000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,3.2,4,SW,37155594.23,20,26500000
"Kapan, K'",K,33377333.82,Kapan,25155878.88,3.3,6,W,31258615.52,12,24000000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,4,6,NW,34218387,16,37000000
"Balkot, B'",B,30105180.59,Balkot,31371147.63,6,4,S,32245048.02,10,42500000
"Mulpani, K'",K,33377333.82,Mulpani,27382807.27,4,5,N,30729924.74,20,31500000
"Nakhudole, L'",L,31597883.37,Nakhudole,29844525.67,4,3,S,32245048.02,10,27500000
"Basundhara, K'",K,33377333.82,Basundhara,33996041.82,6,7,S,32245048.02,14,47500000
"Kalikasthan, K'",K,33377333.82,Kalikasthan,34897778.18,4,8,NW,34218387,15,60000000
"Sainbu, L'",L,31597883.37,Sainbu,35731922.25,3.2,4,SE,33504792.57,15,35000000
"Bansbari, K'",K,33377333.82,Bansbari,37830175.69,10.2,5,E,32747439.5,15,62000000
"Padmasal, K'",K,33377333.82,Padmasal,32524848.93,5,3,NE,35380083.03,10,20000000
"Buddha Chowk, K'",K,33377333.82,Buddha Chowk,33174872.17,5,5,W,31258615.52,13,36000000
"Mahadevtar, K'",K,33377333.82,Mahadevtar,38769524.16,10.2,6,S,32245048.02,20,46500000
"Bhangal, K'",K,33377333.82,Bhangal,27786495.85,5,3,SW,37155594.23,13,34000000
"Dhungedhara, K'",K,33377333.82,Dhungedhara,29226296.57,9.2,4,E,32747439.5,20,65000000
"Kapan, K'",K,33377333.82,Kapan,25155878.88,4.2,6,S,32245048.02,12,37500000
"Thankot, K'",K,33377333.82,Thankot,20753333.46,3,4,N,30729924.74,13,12500000
"Mahadevtar, K'",K,33377333.82,Mahadevtar,38769524.16,10.1,6,S,32245048.02,20,46500000
"Maharajgunj, K'",K,33377333.82,Maharajgunj,44988666.91,5,12,W,31258615.52,12,41000000
"Hattiban, L'",L,31597883.37,Hattiban,35023601.02,3.2,8,E,32747439.5,13,34000000
"Budhanilkantha, K'",K,33377333.82,Budhanilkantha,39650175.48,4.2,5,SE,33504792.57,13,28500000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,4,5,W,31258615.52,13,18500000
"Teku, K'",K,33377333.82,Teku,37388485.29,8.1,7,E,32747439.5,10,77500000
"Bhutkhel , K'",K,33377333.82,Bhutkhel,31979394.38,4,7,W,31258615.52,20,26700000
"Khadka Gaun, K'",K,33377333.82,Khadka Gaun,31636410.63,3,5,SE,33504792.57,13,21900000
"Syuchatar, K'",K,33377333.82,Syuchatar,27880494.01,3,6,E,32747439.5,13,22500000
"Goldhunga, K'",K,33377333.82,Goldhunga,25889697.19,3,2,S,32245048.02,16,13000000
"Bouddha, K'",K,33377333.82,Bouddha,36021026.01,4,6,E,32747439.5,18,29500000
"Satungal, K'",K,33377333.82,Satungal,29184889.21,3.2,6,W,31258615.52,13,18500000
"Gurjudhara, K'",K,33377333.82,Gurjudhara,28584889.21,2.5,5,W,31258615.52,13,16500000
"Naikap, K'",K,33377333.82,Naikap,29692549.31,3.1,4,S,32245048.02,13,21000000
"Dhungedhara, K'",K,33377333.82,Dhungedhara,29226296.57,3.5,5,N,30729924.74,13,33000000
"Grande Hospital, K'",K,33377333.82,Grande Hospital,33809123.06,8.2,5,W,31258615.52,18,70000000
"Golfutar, K'",K,33377333.82,Golfutar,37927521.49,5.1,6,E,32747439.5,12,29500000
"Sukedhara, K'",K,33377333.82,Sukedhara,35285287.52,4,4,S,32245048.02,12,30000000
"Gatthaghar, B'",B,30105180.59,Gatthaghar,31004709.63,4,5,W,31258615.52,13,30000000
"Pasikot, K'",K,33377333.82,Pasikot,31132444.61,5,5,N,30729924.74,13,36000000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,5.3,7,NE,35380083.03,16,49500000
"Koteshwor, K'",K,33377333.82,Koteshwor,38518222.55,9.2,7,SE,33504792.57,20,60000000
"Nikhileshwor, K'",K,33377333.82,Nikhileshwor,32106111.52,3.2,5,W,31258615.52,16,24000000
"Gurjudhara, K'",K,33377333.82,Gurjudhara,28584889.21,6,5,SE,33504792.57,10,29000000
"Naikap, K'",K,33377333.82,Naikap,29692549.31,3.1,2,W,31258615.52,32,8500000
"Baniyatar, K'",K,33377333.82,Baniyatar,30735833.64,3,4,W,31258615.52,12,19500000
"Paiyatar, K'",K,33377333.82,Paiyatar,28948095.59,3.2,2,E,32747439.5,13,13500000
"Padmasal, K'",K,33377333.82,Padmasal,32524848.93,3.2,5,W,31258615.52,13,24000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,2.2,3,S,32245048.02,13,17000000
"Khichapokhari, K'",K,33377333.82,Khichapokhari,33570303.47,5.3,7,W,31258615.52,10,35500000
"Paiyatar, K'",K,33377333.82,Paiyatar,28948095.59,3,11,SE,33504792.57,13,17500000
"Maharajgunj, K'",K,33377333.82,Maharajgunj,44988666.91,8.1,6,E,32747439.5,14,75000000
"Lubhu, L'",L,31597883.37,Lubhu,27393622.83,3,4,S,32245048.02,20,29000000
"Bhangal, K'",K,33377333.82,Bhangal,27786495.85,3,4,NW,34218387,13,17500000
"Bhangal, K'",K,33377333.82,Bhangal,27786495.85,3.2,4,N,30729924.74,20,21000000
"Jyotinagar, K'",K,33377333.82,Jyotinagar,32457255.19,5.3,4,W,31258615.52,13,33500000
"Dhapasi, K'",K,33377333.82,Dhapasi,35561025.73,3,5,E,32747439.5,12,19500000
"Hattiban, L'",L,31597883.37,Hattiban,35023601.02,5.5,5,S,32245048.02,16,50000000
"Megha City, K'",K,33377333.82,Megha City,31197949.09,3.2,5,SE,33504792.57,13,29900000
"Pasikot, K'",K,33377333.82,Pasikot,31132444.61,4,5,SE,33504792.57,20,24000000
"Jaya Bageshwori, K'",K,33377333.82,Jaya Bageshwori,33377333.82,4,5,N,30729924.74,18,38500000
"Sallaghari, B'",B,30105180.59,Sallaghari,30295983.82,6.1,4,NE,35380083.03,20,37500000
"Dhungedhara, K'",K,33377333.82,Dhungedhara,29226296.57,6,5,SE,33504792.57,13,55000000
"Dhaneshwor, K'",K,33377333.82,Dhaneshwor,31570303.47,3,2,E,32747439.5,13,13500000
"Bafal, K'",K,33377333.82,Bafal,37063333.51,9.2,3,E,32747439.5,13,70000000
"Srijananagar, B'",B,30105180.59,Srijananagar,29413800.53,3.2,7,NW,34218387,20,22500000
"Ekatabasti, K'",K,33377333.82,Ekatabasti,31739608.13,5.3,3,S,32245048.02,13,33000000
"Mandikhatar, K'",K,33377333.82,Mandikhatar,33778245.74,3,6,N,30729924.74,13,21000000
"Bhangal, K'",K,33377333.82,Bhangal,27786495.85,4,4,E,32747439.5,16,23500000
"Kapan, K'",K,33377333.82,Kapan,25155878.88,3,2,E,32747439.5,10,11200000
"Bhangal, K'",K,33377333.82,Bhangal,27786495.85,3.2,2,NW,34218387,13,13500000
"Sukedhara, K'",K,33377333.82,Sukedhara,35285287.52,2.2,4,N,30729924.74,13,17000000
"Lubhu, L'",L,31597883.37,Lubhu,27393622.83,3.1,5,S,32245048.02,11,15000000
"Ram Mandir, K'",K,33377333.82,Ram Mandir,32390952.73,3.5,5,NE,35380083.03,26,37500000
"Sano thimi, B'",B,30105180.59,Sano Thimi,33337650.49,8,6,E,32747439.5,20,50000000
"Chapali, K'",K,33377333.82,Chapali,36408666.91,5,6,N,30729924.74,18,39000000
"Aakasedhara, K'",K,33377333.82,Aakasedhara,31751795.25,4,5,N,30729924.74,10,19000000
"Paiyatar, K'",K,33377333.82,Paiyatar,28948095.59,4.2,6,E,32747439.5,12,22000000
"Ganesh Chowk, K'",K,33377333.82,Ganesh Chowk,38723666.91,4.2,4,S,32245048.02,13,32500000
"Naya Basti, K'",K,33377333.82,Naya Basti,33184889.21,5,7,E,32747439.5,10,28000000
"Thankot, K'",K,33377333.82,Thankot,20753333.46,4,4,N,30729924.74,13,16500000
"Hattiban, L'",L,31597883.37,Hattiban,35023601.02,9,2,SW,37155594.23,20,38000000
"Hattiban, L'",L,31597883.37,Hattiban,35023601.02,3.2,3,W,31258615.52,20,32500000
"Gaurighat, K'",K,33377333.82,Gaurighat,34751795.25,7,9,S,32245048.02,10,60000000
"Lolang, K'",K,33377333.82,Lolang,26742083.64,3,6,N,30729924.74,18,15500000
"Goldhunga, K'",K,33377333.82,Goldhunga,25889697.19,3,5,S,32245048.02,13,15000000
"Pasikot, K'",K,33377333.82,Pasikot,31132444.61,9,6,E,32747439.5,16,60000000
"Koteshwor, K'",K,33377333.82,Koteshwor,38518222.55,2.2,6,E,32747439.5,12,27500000
"Bhangal, K'",K,33377333.82,Bhangal,27786495.85,4.1,5,NW,34218387,13,22000000
"Sai Baba chowk, K'",K,33377333.82,Sai Baba Chowk,32615758.02,4,6,E,32747439.5,13,25000000
"Greenland Chowk, K'",K,33377333.82,Greenland Chowk,33752121.65,9,7,E,32747439.5,10,45000000
"Sundarbasti, K'",K,33377333.82,Sundarbasti,32107222.42,3.2,6,S,32245048.02,12,20000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3,5,E,32747439.5,20,21000000
"Chapali, K'",K,33377333.82,Chapali,36408666.91,5,5,NW,34218387,12,44000000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,4,3,N,30729924.74,16,40000000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,5,4,E,32747439.5,15,36000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,2.3,4,N,30729924.74,13,18000000
"Saraswotinagar, K'",K,33377333.82,Saraswotinagar,33979394.38,7,4,NE,35380083.03,13,40000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3.2,6,E,32747439.5,16,23500000
"Bhimsengola, K'",K,33377333.82,Bhimsengola,33377333.82,7.2,4,N,30729924.74,16,65000000
"Special Court, K'",K,33377333.82,Special Court,36024848.93,10,5,NE,35380083.03,12,62500000
"Chandol, K'",K,33377333.82,Chandol,39642083.64,4,4,W,31258615.52,16,34000000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,3.2,4,N,30729924.74,13,24500000
"Kadaghari, K'",K,33377333.82,Kadaghari,27845965.17,3,6,SW,37155594.23,13,24000000
"Bhangal, K'",K,33377333.82,Bhangal,27786495.85,3.1,5,NW,34218387,13,18500000
"Sundarbasti, K'",K,33377333.82,Sundarbasti,32107222.42,3.1,5,N,30729924.74,13,20000000
"Sipadol, B'",B,30105180.59,Sipadol,26967986.13,4.1,5,S,32245048.02,13,22000000
"Bansbari, K'",K,33377333.82,Bansbari,37830175.69,7.2,6,W,31258615.52,20,52000000
