Location,District,District_PriceCode,Area,Area_PriceCode,Land Area,Bedrooms,Road Access,Facing,Facing_PriceCode,Price
"'Tokha, K'",K,40271779.3,Tokha,26794117.65,3.5,4,12,E,40021095.89,24500000
"'Mandikhatar, K'",K,40271779.3,Mandikhatar,45133333.33,8,5,32,W,35035732.01,65000000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,17.2,5,13,W,35035732.01,67500000
"'Dhapasi, K'",K,40271779.3,Dhapasi,43197058.82,3,5,12,S,38378801.08,21500000
"'Nakhipot, L'",L,34535434.84,Nakhipot,39136363.64,13,6,14,S,38378801.08,55000000
"'Banasthali, K'",K,40271779.3,Banasthali,47525000,6,6,13,N,36524064.17,49500000
"'Thankot, K'",K,40271779.3,Thankot,16989743.59,2.8,6,13,SE,41320000,18000000
"'Thankot, K'",K,40271779.3,Thankot,16989743.59,2.2,5,10,S,38378801.08,11500000
"'Kalanki, K'",K,40271779.3,Kalanki,26308823.53,2.3,4,13,SE,41320000,13000000
"'Thankot, K'",K,40271779.3,Thankot,16989743.59,5,5,10,E,40021095.89,21000000
"'Thankot, K'",K,40271779.3,Thankot,16989743.59,2.3,4,11,N,36524064.17,13500000
"'Thankot, K'",K,40271779.3,Thankot,16989743.59,6.2,5,11,SE,41320000,17500000
"'Thankot, K'",K,40271779.3,Thankot,16989743.59,3,4,13,E,40021095.89,12000000
"'Thankot, K'",K,40271779.3,Thankot,16989743.59,3.2,4,13,W,35035732.01,14000000
"'Bansbari, K'",K,40271779.3,Bansbari,52578947.37,6,6,10,S,38378801.08,36000000
"'Chandol, K'",K,40271779.3,Chandol,46812500,8,4,20,E,40021095.89,40000000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,4.5,5,20,E,40021095.89,26500000
"'Chappal karkhana, K'",K,40271779.3,Chappal Karkhana,48500000,4,6,10,SE,41320000,35000000
"'Hepali Height, K'",K,40271779.3,Hepali Height,38807142.86,5.5,5,16,NW,36240206.19,43000000
"'Dhapasi, K'",K,40271779.3,Dhapasi,43197058.82,3,3,26,S,38378801.08,22000000
"'Ramkot, K'",K,40271779.3,Ramkot,25384615.38,4.3,4,15,S,38378801.08,23000000
"'Lainchaur, K'",K,40271779.3,Lainchaur,45000000,6.2,5,15,S,38378801.08,55000000
"'Naxal, K'",K,40271779.3,Naxal,68200000,8.1,6,15,S,38378801.08,76000000
"'Naxal, K'",K,40271779.3,Naxal,68200000,4,6,15,S,38378801.08,38000000
"'Syuchatar, K'",K,40271779.3,Syuchatar,27519230.77,6,4,13,E,40021095.89,32000000
"'Dhapasi, K'",K,40271779.3,Dhapasi,43197058.82,3,6,12,S,38378801.08,32000000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,3.1,6,12,E,40021095.89,23500000
"'Maitidevi, K'",K,40271779.3,Maitidevi,74500000,3.5,8,20,W,35035732.01,46500000
"'Samakhusi, K'",K,40271779.3,Samakhusi,44224137.93,4,6,13,S,38378801.08,32000000
"'Golfutar, K'",K,40271779.3,Golfutar,47734782.61,4,6,15,W,35035732.01,32500000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,3.5,7,12,W,35035732.01,48000000
"'Samakhusi, K'",K,40271779.3,Samakhusi,44224137.93,3.5,6,20,E,40021095.89,25000000
"'Sukedhara, K'",K,40271779.3,Sukedhara,38941379.31,4,5,12,N,36524064.17,42500000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,12,4,12,N,36524064.17,67500000
"'Hattigauda, K'",K,40271779.3,Hattigauda,40888888.89,4,4,10,S,38378801.08,54000000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,6,5,12,W,35035732.01,95000000
"'Chappal karkhana, K'",K,40271779.3,Chappal Karkhana,48500000,3.2,4,12,N,36524064.17,32000000
"'Samakhusi, K'",K,40271779.3,Samakhusi,44224137.93,4,6,15,W,35035732.01,32000000
"'Thapathali, K'",K,40271779.3,Thapathali,64720000,10,4,18,W,35035732.01,69000000
"'Bhaisepati, L'",L,34535434.84,Bhaisepati,47003669.23,4.2,2,16,N,36524064.17,28000000
"'Nakhipot, L'",L,34535434.84,Nakhipot,39136363.64,3.3,4,16,N,36524064.17,23000000
"'Banasthali, K'",K,40271779.3,Banasthali,47525000,4.5,7,15,N,36524064.17,45000000
"'Satdobato, L'",L,34535434.84,Satdobato,41446666.67,9,6,20,N,36524064.17,45000000
"'Sanepa, L'",L,34535434.84,Sanepa,71436842.11,16,6,10,E,40021095.89,120000000
"'Sanepa, L'",L,34535434.84,Sanepa,71436842.11,7,6,15,N,36524064.17,75000000
"'Hattiban, L'",L,34535434.84,Hattiban,39415384.62,4.2,4,18,W,35035732.01,100000000
"'Jawalakhel, L'",L,34535434.84,Jawalakhel,66500000,4,5,12,W,35035732.01,36000000
"'Hattiban, L'",L,34535434.84,Hattiban,39415384.62,3,4,12,E,40021095.89,30000000
"'Samakhusi, K'",K,40271779.3,Samakhusi,44224137.93,8,1,20,E,40021095.89,120000000
"'Bouddha, K'",K,40271779.3,Bouddha,61083333.33,7,1,20,N,36524064.17,60000000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,6,1,16,S,38378801.08,45000000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,8,1,24,E,40021095.89,55000000
"'Naxal, K'",K,40271779.3,Naxal,68200000,15,1,16,N,36524064.17,90000000
"'Dhapasi, K'",K,40271779.3,Dhapasi,43197058.82,4.5,6,10,S,38378801.08,32000000
"'Hepali Height, K'",K,40271779.3,Hepali Height,38807142.86,4.1,5,12,S,38378801.08,34000000
"'Naxal, K'",K,40271779.3,Naxal,68200000,4,6,15,SE,41320000,38000000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,5.5,7,12,S,38378801.08,45000000
"'Gongabu, K'",K,40271779.3,Gongabu,42027777.78,13,6,15,S,38378801.08,80000000
"'Sukedhara, K'",K,40271779.3,Sukedhara,38941379.31,14,5,20,W,35035732.01,105000000
"'Hepali Height, K'",K,40271779.3,Hepali Height,38807142.86,4,1,15,E,40021095.89,32000000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,9,5,16,W,35035732.01,105000000
"'Pasikot, K'",K,40271779.3,Pasikot,37148571.43,5,4,13,E,40021095.89,55000000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,7.8,7,12,E,40021095.89,70000000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,7,10,15,N,36524064.17,57000000
"'Kupandole, L'",L,34535434.84,Kupandole,65055555.56,16,4,12,W,35035732.01,52000000
"'Nakhu, L'",L,34535434.84,Nakhu,31019047.62,4.1,5,30,N,36524064.17,25000000
"'Kupandole, L'",L,34535434.84,Kupandole,65055555.56,4,5,15,E,40021095.89,25000000
"'Hattiban, L'",L,34535434.84,Hattiban,39415384.62,3,6,20,E,40021095.89,35000000
"'Bhaisepati, L'",L,34535434.84,Bhaisepati,47003669.23,4.3,4,10,W,35035732.01,25000000
"'Bhaisepati, L'",L,34535434.84,Bhaisepati,47003669.23,3.5,6,10,N,36524064.17,24500000
"'Nakhipot, L'",L,34535434.84,Nakhipot,39136363.64,3.1,4,13,W,35035732.01,21500000
"'Sorhakhutte, K'",K,40271779.3,Sorhakhutte,43900000,5,4,10,N,36524064.17,37000000
"'Bhaisepati, L'",L,34535434.84,Bhaisepati,47003669.23,6.5,4,13,NW,36240206.19,37500000
"'Bhaisepati, L'",L,34535434.84,Bhaisepati,47003669.23,4,3,13,W,35035732.01,27500000
"'Hattiban, L'",L,34535434.84,Hattiban,39415384.62,3,5,22,N,36524064.17,28000000
"'Kusunti, L'",L,34535434.84,Kusunti,47312500,9,4,20,E,40021095.89,110000000
"'Kalanki, K'",K,40271779.3,Kalanki,26308823.53,4.2,4,10,E,40021095.89,18000000
"'Basundhara, K'",K,40271779.3,Basundhara,40705882.35,4,6,10,W,35035732.01,37000000
"'Imadol, L'",L,34535434.84,Imadol,26245555.56,3.3,6,12,N,36524064.17,21500000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,6,5,20,E,40021095.89,77000000
"'Gokarneswhor, K'",K,40271779.3,Gokarneswhor,24166666.67,4,8,11,W,35035732.01,27000000
"'Kusunti, L'",L,34535434.84,Kusunti,47312500,5.2,4,15,SW,39995597.48,42500000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,4,5,10,E,40021095.89,22000000
"'Balambu, K'",K,40271779.3,Balambu,21000000,4,4,13,E,40021095.89,22500000
"'Rai Chowk, K'",K,40271779.3,Rai Chowk,25000000,3.7,6,12,E,40021095.89,25000000
"'Sainbu, L'",L,34535434.84,Sainbu,41642857.14,4.7,4,13,SW,39995597.48,35000000
"'Bhaisepati, L'",L,34535434.84,Bhaisepati,47003669.23,12,11,18,E,40021095.89,160000000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,3.7,6,10,NE,38939095.74,30000000
"'Ramkot, K'",K,40271779.3,Ramkot,25384615.38,3.2,6,16,W,35035732.01,26000000
"'Swayambhu, K'",K,40271779.3,Swayambhu,34017647.06,4.5,6,13,NE,38939095.74,38000000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,2.5,6,13,W,35035732.01,22000000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,2.5,4,10,W,35035732.01,20000000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,4.5,6,12,S,38378801.08,27500000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,3.8,4,14,W,35035732.01,35000000
"'Thankot, K'",K,40271779.3,Thankot,16989743.59,3,8,13,E,40021095.89,22000000
"'Thankot, K'",K,40271779.3,Thankot,16989743.59,3,4,12,W,35035732.01,16500000
"'Thankot, K'",K,40271779.3,Thankot,16989743.59,4.5,8,13,E,40021095.89,18500000
"'Thankot, K'",K,40271779.3,Thankot,16989743.59,3.1,3,13,E,40021095.89,11500000
"'Thankot, K'",K,40271779.3,Thankot,16989743.59,3.5,7,13,E,40021095.89,17000000
"'Dhungedhara, K'",K,40271779.3,Dhungedhara,34816666.67,3,5,13,N,36524064.17,33000000
"'Sano bharyang, K'",K,40271779.3,Sano Bharyang,35300000,3.5,6,12,E,40021095.89,31000000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,3.1,5,14,SE,41320000,23500000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,14.5,5,13,S,38378801.08,120000000
"'Bafal, K'",K,40271779.3,Bafal,36767857.14,3.2,6,13,S,38378801.08,45000000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,3,4,16,W,35035732.01,30000000
"'Baniyatar, K'",K,40271779.3,Baniyatar,29888888.89,6,6,12,SE,41320000,60000000
"'Kimdol, K'",K,40271779.3,Kimdol,61500000,5.3,5,13,SW,39995597.48,61500000
"'Dallu, K'",K,40271779.3,Dallu,36944444.44,5.3,5,13,SW,39995597.48,50000000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,5.3,5,16,SW,39995597.48,38500000
"'Sano bharyang, K'",K,40271779.3,Sano Bharyang,35300000,3.2,9,20,S,38378801.08,36000000
"'Bafal, K'",K,40271779.3,Bafal,36767857.14,4,6,13,NW,36240206.19,28500000
"'Chamati, K'",K,40271779.3,Chamati,48083333.33,3.1,7,20,N,36524064.17,35500000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,6,7,18,SW,39995597.48,55000000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,7,6,13,W,35035732.01,42500000
"'Swayambhu, K'",K,40271779.3,Swayambhu,34017647.06,6,4,20,S,38378801.08,26700000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,2.2,3,10,S,38378801.08,22500000
"'Ramkot, K'",K,40271779.3,Ramkot,25384615.38,4,6,12,S,38378801.08,28500000
"'Kalimati, K'",K,40271779.3,Kalimati,50750000,5.3,4,13,S,38378801.08,38000000
"'Ramkot, K'",K,40271779.3,Ramkot,25384615.38,7.2,9,16,E,40021095.89,42000000
"'Gongabu, K'",K,40271779.3,Gongabu,42027777.78,2.2,6,12,N,36524064.17,24500000
"'Sangam Basti, L'",L,34535434.84,Sangam Basti,68000000,6,5,13,N,36524064.17,68000000
"'Bansbari, K'",K,40271779.3,Bansbari,52578947.37,4,7,13,SE,41320000,45000000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,16,11,16,SE,41320000,80000000
"'Nagarjun, K'",K,40271779.3,Nagarjun,44030000,3.1,7,12,N,36524064.17,29900000
"'Nagarjun, K'",K,40271779.3,Nagarjun,44030000,4,8,13,NW,36240206.19,37500000
"'Nagarjun, K'",K,40271779.3,Nagarjun,44030000,3,5,14,S,38378801.08,325000000
"'Dallu, K'",K,40271779.3,Dallu,36944444.44,3.2,4,20,SW,39995597.48,28500000
"'Nagarjun, K'",K,40271779.3,Nagarjun,44030000,10.2,6,14,NW,36240206.19,60000000
"'Thulo Bharayang, K'",K,40271779.3,Thulo Bharayang,35125000,4.2,7,13,NE,38939095.74,41500000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,8,8,13,E,40021095.89,42000000
"'Nagarjun, K'",K,40271779.3,Nagarjun,44030000,3,6,13,N,36524064.17,31500000
"'Radha Krishna, K'",K,40271779.3,Radha Krishna,26500000,3,5,13,S,38378801.08,26500000
"'Sano bharyang, K'",K,40271779.3,Sano Bharyang,35300000,5.5,6,13,SW,39995597.48,37500000
"'Buddha Chowk, K'",K,40271779.3,Buddha Chowk,30375000,3,6,12,NW,36240206.19,22500000
"'Sano bharyang, K'",K,40271779.3,Sano Bharyang,35300000,3.1,5,13,W,35035732.01,26000000
"'Chamati, K'",K,40271779.3,Chamati,48083333.33,2.5,8,20,E,40021095.89,29500000
"'Swayambhu, K'",K,40271779.3,Swayambhu,34017647.06,4,4,16,N,36524064.17,33500000
"'Nagarjun, K'",K,40271779.3,Nagarjun,44030000,4,4,13,E,40021095.89,30000000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,6.7,9,10,W,35035732.01,38500000
"'Imadol, L'",L,34535434.84,Imadol,26245555.56,3,5,13,E,40021095.89,27500000
"'Imadol, L'",L,34535434.84,Imadol,26245555.56,3,6,13,N,36524064.17,27500000
"'Imadol, L'",L,34535434.84,Imadol,26245555.56,5,7,13,E,40021095.89,34500000
"'Sano bharyang, K'",K,40271779.3,Sano Bharyang,35300000,4.2,5,20,SE,41320000,49000000
"'Chamati, K'",K,40271779.3,Chamati,48083333.33,2.5,5,20,S,38378801.08,27000000
"'Sorhakhutte, K'",K,40271779.3,Sorhakhutte,43900000,2.3,12,7,E,40021095.89,25000000
"'Imadol, L'",L,34535434.84,Imadol,26245555.56,3.5,6,13,E,40021095.89,27500000
"'Bhaisepati, L'",L,34535434.84,Bhaisepati,47003669.23,5,7,13,SW,39995597.48,38000000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,4.5,8,13,S,38378801.08,39000000
"'Baneshwor, K'",K,40271779.3,Baneshwor,51242857.14,5.3,3,8,S,38378801.08,33000000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,2.2,3,13,S,38378801.08,14500000
"'Dhapasi Height, K'",K,40271779.3,Dhapasi Height,127500000,14,2,14,NE,38939095.74,127500000
"'Hattiban, L'",L,34535434.84,Hattiban,39415384.62,3,5,13,S,38378801.08,21500000
"'Sorhakhutte, K'",K,40271779.3,Sorhakhutte,43900000,7,9,8,SE,41320000,65000000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,3.5,4,14,SE,41320000,28500000
"'Bafal, K'",K,40271779.3,Bafal,36767857.14,4,4,14,S,38378801.08,41000000
"'Nagarjun, K'",K,40271779.3,Nagarjun,44030000,2.7,4,13,N,36524064.17,25500000
"'Nagarjun, K'",K,40271779.3,Nagarjun,44030000,3,6,13,E,40021095.89,32000000
"'Chandragiri, K'",K,40271779.3,Chandragiri,22463636.36,4,6,13,E,40021095.89,26500000
"'Chandragiri, K'",K,40271779.3,Chandragiri,22463636.36,5,6,13,E,40021095.89,23500000
"'Chamati, K'",K,40271779.3,Chamati,48083333.33,2.3,7,16,E,40021095.89,26500000
"'Sano bharyang, K'",K,40271779.3,Sano Bharyang,35300000,5,6,13,W,35035732.01,39800000
"'Hattiban, L'",L,34535434.84,Hattiban,39415384.62,5.5,5,13,E,40021095.89,34000000
"'Kaushaltar, B'",B,29873684.19,Kaushaltar,24300000,4,5,10,N,36524064.17,32000000
"'Syuchatar, K'",K,40271779.3,Syuchatar,27519230.77,4,5,13,NE,38939095.74,39500000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,3.7,6,13,NW,36240206.19,28500000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,3,6,13,SW,39995597.48,26000000
"'Sano bharyang, K'",K,40271779.3,Sano Bharyang,35300000,2.3,5,14,E,40021095.89,30000000
"'Satungal, K'",K,40271779.3,Satungal,20550000,3,5,10,NE,38939095.74,19500000
"'Satungal, K'",K,40271779.3,Satungal,20550000,2.3,5,10,NE,38939095.74,18500000
"'Naikap, K'",K,40271779.3,Naikap,27187500,8,11,13,NE,38939095.74,46500000
"'Bhaisepati, L'",L,34535434.84,Bhaisepati,47003669.23,3.1,5,13,NE,38939095.74,29000000
"'Gokarneswhor, K'",K,40271779.3,Gokarneswhor,24166666.67,4.5,11,12,SE,41320000,35000000
"'Hattiban, L'",L,34535434.84,Hattiban,39415384.62,2.3,4,13,S,38378801.08,21500000
"'Godamchaur, L'",L,34535434.84,Godamchaur,29000000,3.2,6,13,S,38378801.08,29000000
"'Sano bharyang, K'",K,40271779.3,Sano Bharyang,35300000,3,4,13,N,36524064.17,22500000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,3.2,5,13,W,35035732.01,28500000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,9,5,16,N,36524064.17,55000000
"'Bafal, K'",K,40271779.3,Bafal,36767857.14,4.2,4,20,N,36524064.17,40000000
"'Kuleshwor, K'",K,40271779.3,Kuleshwor,51166666.67,7,7,22,N,36524064.17,75000000
"'Chandragiri, K'",K,40271779.3,Chandragiri,22463636.36,5.1,6,13,N,36524064.17,27000000
"'Bhaisepati, L'",L,34535434.84,Bhaisepati,47003669.23,8,6,10,NE,38939095.74,60000000
"'Bhaisepati, L'",L,34535434.84,Bhaisepati,47003669.23,3.3,4,14,SW,39995597.48,37500000
"'Imadol, L'",L,34535434.84,Imadol,26245555.56,3.1,5,13,SE,41320000,28500000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,8,5,16,S,38378801.08,60000000
"'Nagarjun, K'",K,40271779.3,Nagarjun,44030000,3,8,13,E,40021095.89,31000000
"'Nagarjun, K'",K,40271779.3,Nagarjun,44030000,2.2,4,13,E,40021095.89,27500000
"'Bafal, K'",K,40271779.3,Bafal,36767857.14,3,5,12,W,35035732.01,28500000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,3,6,16,N,36524064.17,22000000
"'Bafal, K'",K,40271779.3,Bafal,36767857.14,4,7,13,N,36524064.17,28500000
"'Nagarjun, K'",K,40271779.3,Nagarjun,44030000,3,6,13,N,36524064.17,20500000
"'Nagarjun, K'",K,40271779.3,Nagarjun,44030000,2.2,4,16,S,38378801.08,18000000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,3.5,4,13,SE,41320000,35000000
"'Nagarjun, K'",K,40271779.3,Nagarjun,44030000,3.8,4,13,SE,41320000,24000000
"'Nakhu, L'",L,34535434.84,Nakhu,31019047.62,5.2,4,13,NE,38939095.74,39000000
"'Nagarjun, K'",K,40271779.3,Nagarjun,44030000,6,9,13,E,40021095.89,47000000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,7.2,5,16,NE,38939095.74,50000000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,5,4,16,SE,41320000,37500000
"'Ramkot, K'",K,40271779.3,Ramkot,25384615.38,3.3,4,13,SW,39995597.48,24000000
"'Dallu, K'",K,40271779.3,Dallu,36944444.44,3,4,13,N,36524064.17,29500000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,20,4,13,E,40021095.89,125000000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,4.5,6,22,NE,38939095.74,33500000
"'Raniban, K'",K,40271779.3,Raniban,37400000,4.2,6,20,SW,39995597.48,42500000
"'Raniban, K'",K,40271779.3,Raniban,37400000,4.3,3,20,E,40021095.89,42500000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,3.5,5,13,E,40021095.89,29000000
"'Bafal, K'",K,40271779.3,Bafal,36767857.14,4,5,13,SW,39995597.48,28500000
"'Lolang, K'",K,40271779.3,Lolang,19860000,4.1,6,10,SW,39995597.48,18500000
"'Thulo Bharayang, K'",K,40271779.3,Thulo Bharayang,35125000,3,4,13,E,40021095.89,28000000
"'Thulo Bharayang, K'",K,40271779.3,Thulo Bharayang,35125000,3.2,5,10,S,38378801.08,32500000
"'Ramkot, K'",K,40271779.3,Ramkot,25384615.38,4,6,26,NE,38939095.74,30500000
"'Tarakeshwar, K'",K,40271779.3,Tarakeshwar,20000000,3.2,6,20,NW,36240206.19,36000000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,3,4,13,E,40021095.89,26000000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,4,5,15,E,40021095.89,26500000
"'Sano bharyang, K'",K,40271779.3,Sano Bharyang,35300000,5,8,16,SW,39995597.48,43000000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,4,6,16,W,35035732.01,30500000
"'Golfutar, K'",K,40271779.3,Golfutar,47734782.61,8,7,14,N,36524064.17,77500000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,3.2,7,13,E,40021095.89,23500000
"'Dallu, K'",K,40271779.3,Dallu,36944444.44,4,7,13,S,38378801.08,46500000
"'Syuchatar, K'",K,40271779.3,Syuchatar,27519230.77,4.5,7,10,S,38378801.08,22000000
"'Dallu, K'",K,40271779.3,Dallu,36944444.44,4,6,13,S,38378801.08,40000000
"'Banglamukhi, K'",K,40271779.3,Banglamukhi,29000000,3.2,7,16,E,40021095.89,29000000
"'Sano bharyang, K'",K,40271779.3,Sano Bharyang,35300000,3.2,4,14,SE,41320000,27500000
"'Nagarjun, K'",K,40271779.3,Nagarjun,44030000,3,4,12,E,40021095.89,20000000
"'Raniban, K'",K,40271779.3,Raniban,37400000,5.5,5,18,N,36524064.17,62000000
"'Magargaun, L'",L,34535434.84,Magargaun,30000000,3.3,4,13,W,35035732.01,30000000
"'Raniban, K'",K,40271779.3,Raniban,37400000,3,3,13,W,35035732.01,30000000
"'Raniban, K'",K,40271779.3,Raniban,37400000,5,5,22,S,38378801.08,47500000
"'Hattigauda, K'",K,40271779.3,Hattigauda,40888888.89,7,7,22,SE,41320000,30000000
"'Hattiban, L'",L,34535434.84,Hattiban,39415384.62,5,4,22,E,40021095.89,26000000
"'Chandragiri, K'",K,40271779.3,Chandragiri,22463636.36,4,4,13,NE,38939095.74,25500000
"'Syuchatar, K'",K,40271779.3,Syuchatar,27519230.77,4,5,14,N,36524064.17,22000000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,5,5,13,S,38378801.08,37500000
"'Ramkot, K'",K,40271779.3,Ramkot,25384615.38,3,5,12,N,36524064.17,18500000
"'Swayambhu, K'",K,40271779.3,Swayambhu,34017647.06,2.7,6,12,N,36524064.17,25000000
"'Sano bharyang, K'",K,40271779.3,Sano Bharyang,35300000,3.1,6,13,S,38378801.08,25000000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,3.1,6,20,S,38378801.08,35000000
"'Nakhipot, L'",L,34535434.84,Nakhipot,39136363.64,3.7,4,18,W,35035732.01,28500000
"'Gairgaun, K'",K,40271779.3,Gairgaun,35300000,4.5,8,13,W,35035732.01,23500000
"'Tokha, K'",K,40271779.3,Tokha,26794117.65,3,3,16,SE,41320000,22500000
"'Tokha, K'",K,40271779.3,Tokha,26794117.65,4,6,13,NW,36240206.19,27000000
"'Grande Hospital, K'",K,40271779.3,Grande Hospital,34471428.57,3.3,4,16,SW,39995597.48,37000000
"'Khumaltar, L'",L,34535434.84,Khumaltar,38023809.52,4,6,13,E,40021095.89,35000000
"'Khumaltar, L'",L,34535434.84,Khumaltar,38023809.52,3.5,6,16,S,38378801.08,25000000
"'Jharuwarasi, L'",L,34535434.84,Jharuwarasi,14500000,6,4,20,E,40021095.89,16000000
"'Bafal, K'",K,40271779.3,Bafal,36767857.14,3,6,12,N,36524064.17,35000000
"'changu Narayan, K'",K,40271779.3,Changu Narayan,26800000,3.1,5,12,SE,41320000,27500000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,4,6,10,W,35035732.01,33000000
"'Kapan, K'",K,40271779.3,Kapan,24537096.77,4.6,5,15,SW,39995597.48,47500000
"'Tarakeshwar, K'",K,40271779.3,Tarakeshwar,20000000,5,7,18,SE,41320000,23000000
"'Sano bharyang, K'",K,40271779.3,Sano Bharyang,35300000,10,8,14,W,35035732.01,50000000
"'Banasthali, K'",K,40271779.3,Banasthali,47525000,11,4,20,E,40021095.89,70000000
"'Nepaltar, K'",K,40271779.3,Nepaltar,23085714.29,5.3,6,13,W,35035732.01,36500000
"'Dahachowk, K'",K,40271779.3,Dahachowk,18250000,4,4,13,E,40021095.89,18500000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,7.5,5,13,NE,38939095.74,55000000
"'Sano bharyang, K'",K,40271779.3,Sano Bharyang,35300000,4.5,6,13,SW,39995597.48,31500000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,16,4,13,N,36524064.17,70000000
"'Sano bharyang, K'",K,40271779.3,Sano Bharyang,35300000,3.3,4,13,NE,38939095.74,27000000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,3.5,3,12,S,38378801.08,28000000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,3,5,16,S,38378801.08,23000000
"'Kusunti, L'",L,34535434.84,Kusunti,47312500,5.4,4,16,NW,36240206.19,36500000
"'Mahankal, K'",K,40271779.3,Mahankal,28250000,4.3,6,16,E,40021095.89,23000000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,4.3,6,16,SE,41320000,24000000
"'Dallu, K'",K,40271779.3,Dallu,36944444.44,4.7,5,16,W,35035732.01,40000000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,21,5,16,S,38378801.08,105000000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,6,5,16,N,36524064.17,45000000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,10,5,16,SE,41320000,120000000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,8,5,20,W,35035732.01,100000000
"'Sano bharyang, K'",K,40271779.3,Sano Bharyang,35300000,3.5,4,12,S,38378801.08,30000000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,7.5,4,16,SW,39995597.48,55000000
"'Gongabu, K'",K,40271779.3,Gongabu,42027777.78,12,14,16,NW,36240206.19,90000000
"'Bouddha, K'",K,40271779.3,Bouddha,61083333.33,11,11,12,S,38378801.08,185000000
"'Halchowk, K'",K,40271779.3,Halchowk,31000000,4.5,5,13,S,38378801.08,36000000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,5.3,6,13,NE,38939095.74,31500000
