Location,District,District_PriceCode,Area,Area_PriceCode,Land Area,Bedrooms,Road Access,Facing,Facing_PriceCode,Price
"'Kusunti, L'",L,34535434.84,Kusunti,47312500,9,4,16,E,40021095.89,110000000
"'Bafal, K'",K,40271779.3,Bafal,36767857.14,4,7,12,SW,39995597.48,36500000
"'Sipadol, B'",B,29873684.19,Sipadol,19125000,4,2,13,SE,41320000,15000000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,4.5,7,13,N,36524064.17,50000000
"'Ganesh Chowk, K'",K,40271779.3,Ganesh Chowk,43018181.82,4,5,13,E,40021095.89,35000000
"'Chunikhel, K'",K,40271779.3,Chunikhel,21255555.56,4,5,13,SW,39995597.48,28000000
"'Baluwatar, K'",K,40271779.3,Baluwatar,77346153.85,6,5,25,W,35035732.01,35000000
"'Mhaipi, K'",K,40271779.3,Mhaipi,37125000,4,4,20,N,36524064.17,33000000
"'Tikathali, L'",L,34535434.84,Tikathali,21964285.71,2.6,6,12,SE,41320000,22000000
"'Imadol, L'",L,34535434.84,Imadol,26245555.56,3.2,7,20,NE,38939095.74,28500000
"'Ekatabasti, K'",K,40271779.3,Ekatabasti,28400000,4.1,2,16,E,40021095.89,17000000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,5,5,13,W,35035732.01,36000000
"'Dhapasi, K'",K,40271779.3,Dhapasi,43197058.82,3.1,5,12,E,40021095.89,21000000
"'Harisiddhi, L'",L,34535434.84,Harisiddhi,24777777.78,3.2,5,20,S,38378801.08,23500000
"'Rudreshwor, K'",K,40271779.3,Rudreshwor,54909090.91,6.3,5,14,E,40021095.89,68000000
"'Baluwa, K'",K,40271779.3,Baluwa,12900000,3.3,2,10,SE,41320000,6800000
"'Thapathali, K'",K,40271779.3,Thapathali,64720000,7,5,14,E,40021095.89,60000000
"'Maijubahal, K'",K,40271779.3,Maijubahal,35000000,6.2,5,8,N,36524064.17,35000000
"'Samakhusi, K'",K,40271779.3,Samakhusi,44224137.93,3,3,12,W,35035732.01,32500000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,3,6,15,N,36524064.17,40000000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,10,9,13,S,38378801.08,105000000
"'Kusunti, L'",L,34535434.84,Kusunti,47312500,3.2,5,13,S,38378801.08,24000000
"'Dhapakhel, L'",L,34535434.84,Dhapakhel,27325000,2.2,6,13,S,38378801.08,19000000
"'Sundarbasti, K'",K,40271779.3,Sundarbasti,30884210.53,3.2,6,12,E,40021095.89,25500000
"'Chandragiri, K'",K,40271779.3,Chandragiri,22463636.36,15.2,5,14,S,38378801.08,40000000
"'Baluwakhani, K'",K,40271779.3,Baluwakhani,26636363.64,3.2,5,13,E,40021095.89,19500000
"'Basundhara, K'",K,40271779.3,Basundhara,40705882.35,5.2,4,16,N,36524064.17,35000000
"'Thankot, K'",K,40271779.3,Thankot,16989743.59,2.3,5,13,SW,39995597.48,16000000
"'Imadol, L'",L,34535434.84,Imadol,26245555.56,3.2,5,13,S,38378801.08,27500000
"'Wasik, K'",K,40271779.3,Wasik,35333333.33,5.2,5,14,S,38378801.08,37500000
"'Khumaltar, L'",L,34535434.84,Khumaltar,38023809.52,4.1,5,13,SE,41320000,31000000
"'Koteshwor, K'",K,40271779.3,Koteshwor,44111111.11,4,5,26,E,40021095.89,45000000
"'Gongabu, K'",K,40271779.3,Gongabu,42027777.78,8,5,10,SW,39995597.48,51500000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,4.2,4,13,SW,39995597.48,35000000
"'Ochu Height, L'",L,34535434.84,Ochu Height,28750000,3,4,13,W,35035732.01,23000000
"'Mandikhatar, K'",K,40271779.3,Mandikhatar,45133333.33,5,5,16,E,40021095.89,39500000
"'Thankot, K'",K,40271779.3,Thankot,16989743.59,3,4,13,N,36524064.17,21000000
"'Imadol, L'",L,34535434.84,Imadol,26245555.56,7,14,18,SW,39995597.48,70000000
"'Bhaisepati, L'",L,34535434.84,Bhaisepati,47003669.23,4.1,4,10,SE,41320000,38000000
"'Makalbari, K'",K,40271779.3,Makalbari,23000000,8,2,13,NE,38939095.74,31000000
"'Imadol, L'",L,34535434.84,Imadol,26245555.56,3.1,4,13,E,40021095.89,24000000
"'Changathali, L'",L,34535434.84,Changathali,20166666.67,3.1,6,11,E,40021095.89,15000000
"'Pepsicola, K'",K,40271779.3,Pepsicola,37138888.89,2.2,4,20,E,40021095.89,24000000
"'Banasthali, K'",K,40271779.3,Banasthali,47525000,6.2,5,20,E,40021095.89,70000000
"'Imadol, L'",L,34535434.84,Imadol,26245555.56,3.2,5,20,W,35035732.01,27500000
"'Kusunti, L'",L,34535434.84,Kusunti,47312500,4,5,16,N,36524064.17,27500000
"'Soltidobato, K'",K,40271779.3,Soltidobato,30000000,4,3,13,S,38378801.08,30000000
"'Boharatar, K'",K,40271779.3,Boharatar,30500000,6,4,13,W,35035732.01,48500000
"'Ekatabasti, K'",K,40271779.3,Ekatabasti,28400000,5,4,13,N,36524064.17,36500000
"'Hepali Height, K'",K,40271779.3,Hepali Height,38807142.86,3,5,12,S,38378801.08,30000000
"'Baniyatar, K'",K,40271779.3,Baniyatar,29888888.89,3.5,7,14,SW,39995597.48,37500000
"'Machhe Gaun, K'",K,40271779.3,Machhe Gaun,28100000,3,5,16,N,36524064.17,12000000
"'Thapagaun, K'",K,40271779.3,Thapagaun,43000000,4.2,3,12,E,40021095.89,43000000
"'Ekatabasti, K'",K,40271779.3,Ekatabasti,28400000,4,4,13,NE,38939095.74,29500000
"'Shankhamul, K'",K,40271779.3,Shankhamul,43166666.67,3.2,8,13,S,38378801.08,45000000
"'Bhaisepati, L'",L,34535434.84,Bhaisepati,47003669.23,3.2,5,16,NW,36240206.19,26500000
"'Golfutar, K'",K,40271779.3,Golfutar,47734782.61,4,4,13,E,40021095.89,37500000
"'Jharuwarasi, L'",L,34535434.84,Jharuwarasi,14500000,4.3,3,20,NW,36240206.19,13000000
"'Pasikot, K'",K,40271779.3,Pasikot,37148571.43,6,5,13,SE,41320000,35000000
"'Manabahadur Marga, K'",K,40271779.3,Manabahadur Marga,31500000,4,7,13,E,40021095.89,31000000
"'Sinamangal, K'",K,40271779.3,Sinamangal,47000000,4.1,5,20,W,35035732.01,49000000
"'Manabahadur Marga, K'",K,40271779.3,Manabahadur Marga,31500000,4.2,5,16,NE,38939095.74,33000000
"'Imadol, L'",L,34535434.84,Imadol,26245555.56,3.2,5,13,N,36524064.17,26500000
"'Manamaiju, K'",K,40271779.3,Manamaiju,31454545.45,8.2,13,18,SE,41320000,58500000
"'Nakhu, L'",L,34535434.84,Nakhu,31019047.62,4,4,15,SW,39995597.48,28000000
"'Imadol, L'",L,34535434.84,Imadol,26245555.56,2.3,4,13,E,40021095.89,19500000
"'Bhangal, K'",K,40271779.3,Bhangal,26641463.41,4,5,13,E,40021095.89,31000000
"'Bhimsengola, K'",K,40271779.3,Bhimsengola,98000000,10,6,20,NE,38939095.74,75000000
"'Manabahadur Marga, K'",K,40271779.3,Manabahadur Marga,31500000,4,5,20,W,35035732.01,35000000
"'Bhangal, K'",K,40271779.3,Bhangal,26641463.41,5,5,13,E,40021095.89,29500000
"'Darjeeling Height, B'",B,29873684.19,Darjeeling Height,17500000,2,4,10,S,38378801.08,17500000
"'Rudreshwor, K'",K,40271779.3,Rudreshwor,54909090.91,12,5,13,SE,41320000,145000000
"'Sanepa, L'",L,34535434.84,Sanepa,71436842.11,5,5,10,SE,41320000,45000000
"'Dhapasi, K'",K,40271779.3,Dhapasi,43197058.82,3,5,13,E,40021095.89,21000000
"'Narayanthan, K'",K,40271779.3,Narayanthan,57666666.67,11,5,13,E,40021095.89,105000000
"'Bhelpa, L'",L,34535434.84,Bhelpa,26500000,3.2,5,11,SW,39995597.48,26500000
"'Sanepa, L'",L,34535434.84,Sanepa,71436842.11,5,6,16,NE,38939095.74,65000000
"'Manamaiju, K'",K,40271779.3,Manamaiju,31454545.45,4,9,12,S,38378801.08,38000000
"'Maitidevi, K'",K,40271779.3,Maitidevi,74500000,14,8,13,E,40021095.89,105000000
"'Sukedhara, K'",K,40271779.3,Sukedhara,38941379.31,4,7,12,S,38378801.08,29500000
"'Hattigauda, K'",K,40271779.3,Hattigauda,40888888.89,5.1,5,13,N,36524064.17,39000000
"'Thaiba, L'",L,34535434.84,Thaiba,30846153.85,3.1,4,20,SE,41320000,12500000
"'Bhaisepati, L'",L,34535434.84,Bhaisepati,47003669.23,4.2,4,20,SE,41320000,45000000
"'Jawalakhel, L'",L,34535434.84,Jawalakhel,66500000,3,7,18,W,35035732.01,30000000
"'Golfutar, K'",K,40271779.3,Golfutar,47734782.61,4.1,4,13,E,40021095.89,37500000
"'Chunikhel, K'",K,40271779.3,Chunikhel,21255555.56,3.1,5,13,SE,41320000,20500000
"'Mandikhatar, K'",K,40271779.3,Mandikhatar,45133333.33,3.2,5,13,E,40021095.89,22200000
"'Machhapokhari, K'",K,40271779.3,Machhapokhari,37333333.33,6.3,14,20,SE,41320000,48500000
"'Dallu, K'",K,40271779.3,Dallu,36944444.44,3.2,6,20,E,40021095.89,45000000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,5,4,13,S,38378801.08,48000000
"'Dhumbarahi, K'",K,40271779.3,Dhumbarahi,59708333.33,6.1,7,36,SE,41320000,69000000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,18,5,15,SE,41320000,165000000
"'Koteshwor, K'",K,40271779.3,Koteshwor,44111111.11,4,6,26,E,40021095.89,45000000
"'Bhaisepati, L'",L,34535434.84,Bhaisepati,47003669.23,5.2,5,18,NE,38939095.74,38000000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,8.2,4,13,NE,38939095.74,55000000
"'Bhaisepati, L'",L,34535434.84,Bhaisepati,47003669.23,3,6,20,NW,36240206.19,36000000
"'Anamnagar, K'",K,40271779.3,Anamnagar,29500000,3.3,6,11,SW,39995597.48,42500000
"'Phutung, K'",K,40271779.3,Phutung,21725000,4.2,5,18,W,35035732.01,26000000
"'Bhaisepati, L'",L,34535434.84,Bhaisepati,47003669.23,3.2,6,20,SE,41320000,29500000
"'Narayanthan, K'",K,40271779.3,Narayanthan,57666666.67,7,6,18,N,36524064.17,65000000
"'Aakasedhara, K'",K,40271779.3,Aakasedhara,31000000,5,5,20,SE,41320000,45000000
"'Gokarneswhor, K'",K,40271779.3,Gokarneswhor,24166666.67,3.1,2,12,E,40021095.89,13000000
"'Kapan, K'",K,40271779.3,Kapan,24537096.77,2.2,4,12,N,36524064.17,15500000
"'Banasthali, K'",K,40271779.3,Banasthali,47525000,13.2,6,20,SE,41320000,70000000
"'Baluwakhani, K'",K,40271779.3,Baluwakhani,26636363.64,5,7,13,W,35035732.01,38000000
"'Bhangal, K'",K,40271779.3,Bhangal,26641463.41,4,4,13,N,36524064.17,29000000
"'Mandikhatar, K'",K,40271779.3,Mandikhatar,45133333.33,3.2,4,32,E,40021095.89,27500000
"'Chhaling, B'",B,29873684.19,Chhaling,9500000,4,2,16,N,36524064.17,9500000
"'Sunakothi, L'",L,34535434.84,Sunakothi,41100000,4.2,3,8,SW,39995597.48,12500000
"'Panga, K'",K,40271779.3,Panga,31250000,5.2,14,12,S,38378801.08,35000000
"'Thankot, K'",K,40271779.3,Thankot,16989743.59,3.3,5,13,S,38378801.08,16000000
"'Jyotinagar, K'",K,40271779.3,Jyotinagar,31388888.89,3.2,7,13,S,38378801.08,22500000
"'Machhe Gaun, K'",K,40271779.3,Machhe Gaun,28100000,3.1,7,13,E,40021095.89,10500000
"'Sundarbasti, K'",K,40271779.3,Sundarbasti,30884210.53,4,6,18,E,40021095.89,27500000
"'Thulo Bharayang, K'",K,40271779.3,Thulo Bharayang,35125000,3.1,4,14,W,35035732.01,25000000
"'Chyasal, L'",L,34535434.84,Chyasal,23250000,3,7,13,W,35035732.01,22500000
"'Kavresthali, K'",K,40271779.3,Kavresthali,17000000,3.1,5,13,N,36524064.17,18500000
"'Imadol, L'",L,34535434.84,Imadol,26245555.56,3.1,5,16,S,38378801.08,22500000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,4,6,14,SE,41320000,32500000
"'Naya Basti, K'",K,40271779.3,Naya Basti,31071428.57,3.3,5,12,E,40021095.89,25000000
"'Kalanki, K'",K,40271779.3,Kalanki,26308823.53,6.3,8,20,S,38378801.08,45000000
"'Bhaisepati, L'",L,34535434.84,Bhaisepati,47003669.23,3.2,4,20,SW,39995597.48,26500000
"'Kapan, K'",K,40271779.3,Kapan,24537096.77,3.3,6,12,W,35035732.01,24000000
"'Bhaisepati, L'",L,34535434.84,Bhaisepati,47003669.23,4,6,16,NW,36240206.19,37000000
"'Balkot, B'",B,29873684.19,Balkot,33999999.9,6,4,10,S,38378801.08,42500000
"'Mulpani, K'",K,40271779.3,Mulpani,20590909.09,4,5,20,N,36524064.17,31500000
"'Nakhudole, L'",L,34535434.84,Nakhudole,24250000,4,3,10,S,38378801.08,27500000
"'Basundhara, K'",K,40271779.3,Basundhara,40705882.35,6,7,14,S,38378801.08,47500000
"'Kalikasthan, K'",K,40271779.3,Kalikasthan,61666666.67,4,8,15,NW,36240206.19,60000000
"'Sainbu, L'",L,34535434.84,Sainbu,41642857.14,3.2,4,15,SE,41320000,35000000
"'Bansbari, K'",K,40271779.3,Bansbari,52578947.37,10.2,5,15,E,40021095.89,62000000
"'Padmasal, K'",K,40271779.3,Padmasal,22000000,5,3,10,NE,38939095.74,20000000
"'Buddha Chowk, K'",K,40271779.3,Buddha Chowk,30375000,5,5,13,W,35035732.01,36000000
"'Mahadevtar, K'",K,40271779.3,Mahadevtar,51100000,10.2,6,20,S,38378801.08,46500000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,16,5,13,NE,38939095.74,69000000
"'Bhangal, K'",K,40271779.3,Bhangal,26641463.41,5,3,13,SW,39995597.48,34000000
"'Dhungedhara, K'",K,40271779.3,Dhungedhara,34816666.67,9.2,4,20,E,40021095.89,65000000
"'Kapan, K'",K,40271779.3,Kapan,24537096.77,4.2,6,12,S,38378801.08,37500000
"'Thankot, K'",K,40271779.3,Thankot,16989743.59,3,4,13,N,36524064.17,12500000
"'Mahadevtar, K'",K,40271779.3,Mahadevtar,51100000,10.1,6,20,S,38378801.08,46500000
"'Maharajgunj, K'",K,40271779.3,Maharajgunj,66125000,5,12,12,W,35035732.01,41000000
"'Hattiban, L'",L,34535434.84,Hattiban,39415384.62,3.2,8,13,E,40021095.89,34000000
"'Budhanilkantha, K'",K,40271779.3,Budhanilkantha,54403539.82,4.2,5,13,SE,41320000,28500000
"'Sitapaila, K'",K,40271779.3,Sitapaila,32122471.91,4,5,13,W,35035732.01,18500000
"'Mid Baneshwor, K'",K,40271779.3,Mid Baneshwor,71250000,16,3,12,W,35035732.01,100000000
"'Teku, K'",K,40271779.3,Teku,77500000,8.1,7,10,E,40021095.89,77500000
"'Bhutkhel , K'",K,40271779.3,Bhutkhel,22350000,4,7,20,W,35035732.01,26700000
"'Khadka Gaun, K'",K,40271779.3,Khadka Gaun,24850000,3,5,13,SE,41320000,21900000
"'Syuchatar, K'",K,40271779.3,Syuchatar,27519230.77,3,6,13,E,40021095.89,22500000
"'Goldhunga, K'",K,40271779.3,Goldhunga,20686666.67,3,2,16,S,38378801.08,13000000
"'Bouddha, K'",K,40271779.3,Bouddha,61083333.33,4,6,18,E,40021095.89,29500000
"'Satungal, K'",K,40271779.3,Satungal,20550000,3.2,6,13,W,35035732.01,18500000
"'Gurjudhara, K'",K,40271779.3,Gurjudhara,21375000,2.5,5,13,W,35035732.01,16500000
"'Naikap, K'",K,40271779.3,Naikap,27187500,3.1,4,13,S,38378801.08,21000000
"'Dhungedhara, K'",K,40271779.3,Dhungedhara,34816666.67,3.5,5,13,N,36524064.17,33000000
"'Grande Hospital, K'",K,40271779.3,Grande Hospital,34471428.57,8.2,5,18,W,35035732.01,70000000
"'Golfutar, K'",K,40271779.3,Golfutar,47734782.61,5.1,6,12,E,40021095.89,29500000
"'Sukedhara, K'",K,40271779.3,Sukedhara,38941379.31,4,4,12,S,38378801.08,30000000
"'Gatthaghar, B'",B,29873684.19,Gatthaghar,35000000,4,5,13,W,35035732.01,30000000
"'Pasikot, K'",K,40271779.3,Pasikot,37148571.43,5,5,13,N,36524064.17,36000000
"'Bhaisepati, L'",L,34535434.84,Bhaisepati,47003669.23,5.3,7,16,NE,38939095.74,49500000
"'Koteshwor, K'",K,40271779.3,Koteshwor,44111111.11,9.2,7,20,SE,41320000,60000000
"'Nikhileshwor, K'",K,40271779.3,Nikhileshwor,25750000,3.2,5,16,W,35035732.01,24000000
"'Gurjudhara, K'",K,40271779.3,Gurjudhara,21375000,6,5,10,SE,41320000,29000000
"'Naikap, K'",K,40271779.3,Naikap,27187500,3.1,2,32,W,35035732.01,8500000
"'Baniyatar, K'",K,40271779.3,Baniyatar,29888888.89,3,4,12,W,35035732.01,19500000
"'Paiyatar, K'",K,40271779.3,Paiyatar,20300000,3.2,2,13,E,40021095.89,13500000
"'Padmasal, K'",K,40271779.3,Padmasal,22000000,3.2,5,13,W,35035732.01,24000000
"'Imadol, L'",L,34535434.84,Imadol,26245555.56,2.2,3,13,S,38378801.08,17000000
"'Khichapokhari, K'",K,40271779.3,Khichapokhari,35500000,5.3,7,10,W,35035732.01,35500000
"'Paiyatar, K'",K,40271779.3,Paiyatar,20300000,3,11,13,SE,41320000,17500000
"'Maharajgunj, K'",K,40271779.3,Maharajgunj,66125000,8.1,6,14,E,40021095.89,75000000
"'Lubhu, L'",L,34535434.84,Lubhu,20353333.33,3,4,20,S,38378801.08,29000000
"'Bhangal, K'",K,40271779.3,Bhangal,26641463.41,3,4,13,NW,36240206.19,17500000
"'Bhangal, K'",K,40271779.3,Bhangal,26641463.41,3.2,4,20,N,36524064.17,21000000
"'Jyotinagar, K'",K,40271779.3,Jyotinagar,31388888.89,5.3,4,13,W,35035732.01,33500000
"'Dhapasi, K'",K,40271779.3,Dhapasi,43197058.82,3,5,12,E,40021095.89,19500000
"'Hattiban, L'",L,34535434.84,Hattiban,39415384.62,5.5,5,16,S,38378801.08,50000000
"'Megha City, K'",K,40271779.3,Megha City,23933333.33,3.2,5,13,SE,41320000,29900000
"'Jarankhu, K'",K,40271779.3,Jarankhu,34066666.67,16,5,12,W,35035732.01,65000000
"'Pasikot, K'",K,40271779.3,Pasikot,37148571.43,4,5,20,SE,41320000,24000000
"'Jaya Bageshwori, K'",K,40271779.3,Jaya Bageshwori,38500000,4,5,18,N,36524064.17,38500000
"'Sallaghari, B'",B,29873684.19,Sallaghari,31250000,6.1,4,20,NE,38939095.74,37500000
"'Golfutar, K'",K,40271779.3,Golfutar,47734782.61,9,4,12,S,38378801.08,110000000
"'Dhungedhara, K'",K,40271779.3,Dhungedhara,34816666.67,6,5,13,SE,41320000,55000000
"'Dhaneshwor, K'",K,40271779.3,Dhaneshwor,16750000,3,2,13,E,40021095.89,13500000
"'Bafal, K'",K,40271779.3,Bafal,36767857.14,9.2,3,13,E,40021095.89,70000000
"'Srijananagar, B'",B,29873684.19,Srijananagar,19250000,3.2,7,20,NW,36240206.19,22500000
"'Ekatabasti, K'",K,40271779.3,Ekatabasti,28400000,5.3,3,13,S,38378801.08,33000000
"'Mandikhatar, K'",K,40271779.3,Mandikhatar,45133333.33,3,6,13,N,36524064.17,21000000
"'Bhangal, K'",K,40271779.3,Bhangal,26641463.41,4,4,16,E,40021095.89,23500000
"'Kapan, K'",K,40271779.3,Kapan,24537096.77,3,2,10,E,40021095.89,11200000
"'Bhangal, K'",K,40271779.3,Bhangal,26641463.41,3.2,2,13,NW,36240206.19,13500000
"'Sukedhara, K'",K,40271779.3,Sukedhara,38941379.31,2.2,4,13,N,36524064.17,17000000
"'Lubhu, L'",L,34535434.84,Lubhu,20353333.33,3.1,5,11,S,38378801.08,15000000
"'Ram Mandir, K'",K,40271779.3,Ram Mandir,29380000,3.5,5,26,NE,38939095.74,37500000
"'Sano thimi, B'",B,29873684.19,Sano Thimi,49500000,8,6,20,E,40021095.89,50000000
"'Chapali, K'",K,40271779.3,Chapali,41350000,5,6,18,N,36524064.17,39000000
"'Aakasedhara, K'",K,40271779.3,Aakasedhara,31000000,4,5,10,N,36524064.17,19000000
"'Paiyatar, K'",K,40271779.3,Paiyatar,20300000,4.2,6,12,E,40021095.89,22000000
"'Ganesh Chowk, K'",K,40271779.3,Ganesh Chowk,43018181.82,4.2,4,13,S,38378801.08,32500000
"'Naya Basti, K'",K,40271779.3,Naya Basti,31071428.57,5,7,10,E,40021095.89,28000000
"'Thankot, K'",K,40271779.3,Thankot,16989743.59,4,4,13,N,36524064.17,16500000
"'Hattiban, L'",L,34535434.84,Hattiban,39415384.62,9,2,20,SW,39995597.48,38000000
"'Hattiban, L'",L,34535434.84,Hattiban,39415384.62,3.2,3,20,W,35035732.01,32500000
"'Gaurighat, K'",K,40271779.3,Gaurighat,39333333.33,7,9,10,S,38378801.08,60000000
"'Lolang, K'",K,40271779.3,Lolang,19860000,3,6,18,N,36524064.17,15500000
"'Goldhunga, K'",K,40271779.3,Goldhunga,20686666.67,3,5,13,S,38378801.08,15000000
"'Pasikot, K'",K,40271779.3,Pasikot,37148571.43,12,3,12,N,36524064.17,75000000
"'Pasikot, K'",K,40271779.3,Pasikot,37148571.43,9,6,16,E,40021095.89,60000000
"'Koteshwor, K'",K,40271779.3,Koteshwor,44111111.11,2.2,6,12,E,40021095.89,27500000
