Location,District,District_PriceCode,Area,Area_PriceCode,Land Area,Bedrooms,Facing,Facing_PriceCode,Road Access,Price
"'Budhanilkantha, K'",K,36682079.16,Budhanilkantha,41206415.83,3,2,NE,33725298.44,15,12500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,2.3,4,S,32636997.24,13,22000000
"'Ganesh chowk, K'",K,36682079.16,Ganesh Chowk,37613799.48,3.3,4,W,34071065.83,20,47500000
"'Bhangal, K'",K,36682079.16,Bhangal,36385024.74,3.3,5,NE,33725298.44,13,35000000
"'Ganesh chowk, K'",K,36682079.16,Ganesh Chowk,37613799.48,3.1,10,NE,33725298.44,20,26000000
"'Bhaisepati, L'",L,33467802.12,Bhaisepati,41013560.42,5,5,S,32636997.24,13,55000000
"'Pasikot, K'",K,36682079.16,Pasikot,38020049.48,6,8,SW,33039133.52,20,55000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,5,S,32636997.24,13,29000000
"'Lasuntar, K'",K,36682079.16,Lasuntar,35915770.83,3.3,6,N,32763770.05,13,28500000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,3.2,6,E,36403707.15,13,26900000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.3,6,W,34071065.83,13,38500000
"'Pasikot, K'",K,36682079.16,Pasikot,38020049.48,5,4,E,36403707.15,20,47500000
"'Dhapakhel, L'",L,33467802.12,Dhapakhel,35556096.25,8.2,6,S,32636997.24,20,49000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.1,6,E,36403707.15,16,29000000
"'Lubhu, L'",L,33467802.12,Lubhu,24974215.04,3.1,5,E,36403707.15,16,22000000
"'Harisiddhi, L'",L,33467802.12,Harisiddhi,31794191.49,7,6,W,34071065.83,13,43500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.1,6,NE,33725298.44,13,33500000
"'Sital height, L'",L,33467802.12,Sital Height,33583901.06,3,4,E,36403707.15,13,24500000
"'Bhaisepati, L'",L,33467802.12,Bhaisepati,41013560.42,7,5,SE,37959390.61,13,75000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,6,NW,32684090.91,15,21000000
"'Bhaisepati, L'",L,33467802.12,Bhaisepati,41013560.42,5.1,4,E,36403707.15,13,50000000
"'Bhaisepati, L'",L,33467802.12,Bhaisepati,41013560.42,4.5,4,W,34071065.83,13,45000000
"'Bhaisepati, L'",L,33467802.12,Bhaisepati,41013560.42,4,4,N,32763770.05,16,41000000
"'Kalanki, K'",K,36682079.16,Kalanki,39569515.35,6,4,E,36403707.15,10,60000000
"'Gothatar, K'",K,36682079.16,Gothatar,30072418.65,3,6,N,32763770.05,13,26500000
"'Sanagaun, L'",L,33467802.12,Sanagaun,29003901.06,4.1,5,S,32636997.24,20,33500000
"'Sanagaun, L'",L,33467802.12,Sanagaun,29003901.06,3,6,N,32763770.05,13,26000000
"'Chobar, K'",K,36682079.16,Chobar,36529162.88,5.2,5,S,32636997.24,20,35000000
"'Nilopul, K'",K,36682079.16,Nilopul,36682079.16,4,2,SE,37959390.61,13,40000000
"'Nakhipot, L'",L,33467802.12,Nakhipot,36983053.75,4.2,6,N,32763770.05,13,39000000
"'Nakhipot, L'",L,33467802.12,Nakhipot,36983053.75,5,5,E,36403707.15,20,47500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.5,5,NE,33725298.44,20,21000000
"'Jorpati, K'",K,36682079.16,Jorpati,33048281.86,3,10,W,34071065.83,10,28500000
"'Baneshwor, K'",K,36682079.16,Baneshwor,40487199.4,5,5,E,36403707.15,14,45000000
"'Gokarna, K'",K,36682079.16,Gokarna,33860065.97,3.5,6,E,36403707.15,13,20000000
"'Sital Height, L'",L,33467802.12,Sital Height,33583901.06,4.1,5,E,36403707.15,13,30000000
"'Bhaisepati, L'",L,33467802.12,Bhaisepati,41013560.42,3.1,4,E,36403707.15,20,32500000
"'Mandikatar, K'",K,36682079.16,Mandikatar,35621386.11,3.5,6,N,32763770.05,13,27000000
"'Pasikot, K'",K,36682079.16,Pasikot,38020049.48,3.75,3,W,34071065.83,16,28000000
"'Bhaisepati, L'",L,33467802.12,Bhaisepati,41013560.42,4.3,7,S,32636997.24,13,37000000
"'Kalanki, K'",K,36682079.16,Kalanki,39569515.35,3,4,NW,32684090.91,15,33000000
"'Kadaghari, K'",K,36682079.16,Kadaghari,32101386.11,3,5,W,34071065.83,20,25500000
"'Budhanilkantha, K'",K,36682079.16,Budhanilkantha,41206415.83,6,6,S,32636997.24,13,44500000
"'Balkot, B'",B,29573874.67,Balkot,31347812.38,5.1,4,S,32636997.24,10,30000000
"'Galfutar, K'",K,36682079.16,Galfutar,36983708.33,4.5,4,SW,33039133.52,16,40000000
"'Hattigauda, K'",K,36682079.16,Hattigauda,36045599.54,5,5,SW,33039133.52,13,49000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,4,SE,37959390.61,13,19000000
"'Sanagaun, L'",L,33467802.12,Sanagaun,29003901.06,2.3,5,S,32636997.24,13,19900000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.1,5,E,36403707.15,13,33000000
"'Baluwakhani, K'",K,36682079.16,Baluwakhani,35847344.7,4,6,W,34071065.83,20,27500000
"'Balaju, K'",K,36682079.16,Balaju,36074617.42,3.21,4,S,32636997.24,16,13500000
"'Khusibu, K'",K,36682079.16,Khusibu,36438253.79,3.2,5,E,36403707.15,13,34000000
"'Rudreshwor, K'",K,36682079.16,Rudreshwor,38601599.36,6,5,E,36403707.15,13,35000000
"'Dadhikot, B'",B,29573874.67,Dadhikot,31015916.45,10,5,E,36403707.15,14,59500000
"'Sitapaila, K'",K,36682079.16,Sitapaila,35016883.77,9.85,5,SE,37959390.61,12,60000000
"'Thankot, K'",K,36682079.16,Thankot,33985065.97,4,1,S,32636997.24,13,25000000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,4.25,6,NW,32684090.91,13,31500000
"'Maitidevi, K'",K,36682079.16,Maitidevi,34151732.64,4.1,5,SE,37959390.61,13,24000000
"'Kapan, K'",K,36682079.16,Kapan,32471238.82,3,5,NE,33725298.44,14,25000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,4,E,36403707.15,6,19000000
"'Bhangal, K'",K,36682079.16,Bhangal,36385024.74,4.5,7,W,34071065.83,13,32000000
"'Hattiban, L'",L,33467802.12,Hattiban,31640948.49,3,3,NW,32684090.91,20,24000000
"'Kadaghari, K'",K,36682079.16,Kadaghari,32101386.11,3.5,6,E,36403707.15,6,21000000
"'Chamati, K'",K,36682079.16,Chamati,36682079.16,3.2,4,E,36403707.15,26,28000000
"'Kapan, K'",K,36682079.16,Kapan,32471238.82,6,5,W,34071065.83,13,32500000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,3,5,S,32636997.24,13,22000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,5,E,36403707.15,13,24500000
"'Bhangal, K'",K,36682079.16,Bhangal,36385024.74,3,6,E,36403707.15,13,27000000
"'Gothatar, K'",K,36682079.16,Gothatar,30072418.65,4,5,E,36403707.15,13,26200000
"'Kadaghari, K'",K,36682079.16,Kadaghari,32101386.11,3,6,E,36403707.15,13,21700000
"'Gothatar, K'",K,36682079.16,Gothatar,30072418.65,4,5,E,36403707.15,20,30000000
"'Gokarna, K'",K,36682079.16,Gokarna,33860065.97,3,4,E,36403707.15,13,19500000
"'Setipakha, L'",L,33467802.12,Setipakha,32044463.17,5.5,4,E,36403707.15,10,31000000
"'Naxal, K'",K,36682079.16,Naxal,43140060.9,5.2,3,E,36403707.15,12,56000000
"'Mandikatar, K'",K,36682079.16,Mandikatar,35621386.11,4.1,2,SE,37959390.61,14,45000000
"'Kitani, L'",L,33467802.12,Kitani,33379820.11,3.1,4,N,32763770.05,22,32500000
"'Mandikatar, K'",K,36682079.16,Mandikatar,35621386.11,6.6,5,NW,32684090.91,10,55000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,5.5,5,W,34071065.83,13,37500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,4,5,N,32763770.05,13,46000000
"'Tokha, K'",K,36682079.16,Tokha,32918811.87,6.1,5,SW,33039133.52,20,57500000
"'Mandikatar, K'",K,36682079.16,Mandikatar,35621386.11,4.1,2,W,34071065.83,16,45000000
"'Bhangal, K'",K,36682079.16,Bhangal,36385024.74,4.1,6,E,36403707.15,12,39500000
"'Sukedhara, K'",K,36682079.16,Sukedhara,36990043.98,6,2,S,32636997.24,12,50000000
"'Bansbari, K'",K,36682079.16,Bansbari,39901732.64,4.5,4,E,36403707.15,13,52000000
"'Thankot, K'",K,36682079.16,Thankot,33985065.97,4,7,SW,33039133.52,12,16000000
"'Hattiban, L'",L,33467802.12,Hattiban,31640948.49,2.5,3,S,32636997.24,13,19500000
"'Harisiddhi, L'",L,33467802.12,Harisiddhi,31794191.49,3,4,S,32636997.24,13,23500000
"'Dhapakhel, L'",L,33467802.12,Dhapakhel,35556096.25,3,4,S,32636997.24,20,24500000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,3,6,S,32636997.24,13,28000000
"'Bhaisepati, L'",L,33467802.12,Bhaisepati,41013560.42,6,6,N,32763770.05,10,41000000
"'Syuchatar, K'",K,36682079.16,Syuchatar,33842399.51,5.1,4,W,34071065.83,12,31500000
"'Safaray Dhunga, K'",K,36682079.16,Safaray Dhunga,36301890.15,6,4,NE,33725298.44,16,50000000
"'Bhangal, K'",K,36682079.16,Bhangal,36385024.74,5.5,3,NE,33725298.44,13,50000000
"'Bhaisepati, L'",L,33467802.12,Bhaisepati,41013560.42,5.5,6,E,36403707.15,16,52500000
"'Bhaisepati, L'",L,33467802.12,Bhaisepati,41013560.42,4.3,6,W,34071065.83,14,27000000
"'Safaray Dhunga, K'",K,36682079.16,Safaray Dhunga,36301890.15,4,8,S,32636997.24,13,32500000
"'Harisiddhi, L'",L,33467802.12,Harisiddhi,31794191.49,7,6,E,36403707.15,13,40000000
"'Kapan, K'",K,36682079.16,Kapan,32471238.82,3.3,4,SE,37959390.61,15,24000000
"'Bhaisepati, L'",L,33467802.12,Bhaisepati,41013560.42,4.2,5,E,36403707.15,20,43500000
"'Sundar basti, K'",K,36682079.16,Sundar Basti,36983708.33,5,2,SE,37959390.61,13,40000000
"'Bansbari, K'",K,36682079.16,Bansbari,39901732.64,5.3,5,E,36403707.15,13,60000000
"'Hattiban, L'",L,33467802.12,Hattiban,31640948.49,2.3,4,S,32636997.24,13,23000000
"'Jhamsikhel, L'",L,33467802.12,Jhamsikhel,34243456.48,3.1,6,N,32763770.05,14,42000000
"'Bhaisepati, L'",L,33467802.12,Bhaisepati,41013560.42,5.5,5,SE,37959390.61,20,67500000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,6,5,SE,37959390.61,13,49000000
"'Sitapaila, K'",K,36682079.16,Sitapaila,35016883.77,3,3,S,32636997.24,20,18000000
"'Baluwakhani, K'",K,36682079.16,Baluwakhani,35847344.7,5.1,6,E,36403707.15,20,47500000
"'Budhanilkantha, K'",K,36682079.16,Budhanilkantha,41206415.83,4,6,NE,33725298.44,13,35000000
"'Jorpati, K'",K,36682079.16,Jorpati,33048281.86,4.5,6,E,36403707.15,13,43500000
"'Safaray Dhunga, K'",K,36682079.16,Safaray Dhunga,36301890.15,3.5,4,E,36403707.15,13,27500000
"'Shantinagar, K'",K,36682079.16,Shantinagar,38901732.64,4.1,7,E,36403707.15,20,57500000
"'Nakkhu, L'",L,33467802.12,Nakkhu,33467802.12,4,7,E,36403707.15,12,39000000
"'Shantinagar, K'",K,36682079.16,Shantinagar,38901732.64,4.5,6,E,36403707.15,20,45000000
"'Mahadevsthan, K'",K,36682079.16,Mahadevsthan,35574617.42,4.5,4,W,34071065.83,15,24500000
"'Dhapakhel, L'",L,33467802.12,Dhapakhel,35556096.25,5,6,NE,33725298.44,13,39500000
"'Dhumbarahi, K'",K,36682079.16,Dhumbarahi,37882549.48,3.5,6,NE,33725298.44,6,21500000
"'Thaiba, L'",L,33467802.12,Thaiba,32973168.44,4.5,4,S,32636997.24,13,21000000
"'Hattiban, L'",L,33467802.12,Hattiban,31640948.49,6.5,7,W,34071065.83,14,35000000
"'Bhangal, K'",K,36682079.16,Bhangal,36385024.74,3,5,S,32636997.24,13,21000000
"'Bhaisepati, L'",L,33467802.12,Bhaisepati,41013560.42,3.5,5,W,34071065.83,16,30000000
"'Pasikot, K'",K,36682079.16,Pasikot,38020049.48,5,6,E,36403707.15,20,47500000
"'Bhaisepati, L'",L,33467802.12,Bhaisepati,41013560.42,4,6,E,36403707.15,13,31000000
"'Kusunti, L'",L,33467802.12,Kusunti,35398309.33,5.5,6,E,36403707.15,13,42500000
"'Kusunti, L'",L,33467802.12,Kusunti,35398309.33,3.2,6,E,36403707.15,13,35000000
"'Mandikatar, K'",K,36682079.16,Mandikatar,35621386.11,3,3,S,32636997.24,13,25000000
"'Dahachowk, K'",K,36682079.16,Dahachowk,36682079.16,2.5,5,S,32636997.24,13,12500000
"'Sital height, L'",L,33467802.12,Sital Height,33583901.06,2.3,5,NE,33725298.44,13,23000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.5,6,E,36403707.15,16,29000000
"'Godawari, L'",L,33467802.12,Godawari,30611868.08,3.3,6,E,36403707.15,13,29000000
"'Khumaltar, L'",L,33467802.12,Khumaltar,37854876.33,5.5,6,E,36403707.15,20,47000000
"'Harisiddhi, L'",L,33467802.12,Harisiddhi,31794191.49,3.2,6,N,32763770.05,20,25000000
"'Ravi bhawan, K'",K,36682079.16,Ravi Bhawan,36568399.3,4,5,S,32636997.24,20,50000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,4,E,36403707.15,13,29900000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,4,7,NW,32684090.91,13,35500000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,2.2,6,W,34071065.83,13,25000000
"'Khumaltar, L'",L,33467802.12,Khumaltar,37854876.33,5.2,5,SE,37959390.61,13,39000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,4,8,E,36403707.15,13,42500000
"'Sital Height, L'",L,33467802.12,Sital Height,33583901.06,4,6,E,36403707.15,13,45500000
"'Bhaisepati, L'",L,33467802.12,Bhaisepati,41013560.42,4.5,4,E,36403707.15,20,45000000
"'Pasikot, K'",K,36682079.16,Pasikot,38020049.48,5,6,E,36403707.15,13,33500000
"'Lubhu, L'",L,33467802.12,Lubhu,24974215.04,3.2,4,NE,33725298.44,13,21500000
"'Hattigauda, K'",K,36682079.16,Hattigauda,36045599.54,6.5,4,W,34071065.83,16,36000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,4.5,6,N,32763770.05,13,39500000
"'Pasikot, K'",K,36682079.16,Pasikot,38020049.48,4.1,6,N,32763770.05,13,42000000
"'Thali, K'",K,36682079.16,Thali,34620071.97,3,4,E,36403707.15,10,14000000
"'Khumaltar, L'",L,33467802.12,Khumaltar,37854876.33,10,5,NE,33725298.44,20,72500000
"'Bhaisepati, L'",L,33467802.12,Bhaisepati,41013560.42,5.5,4,N,32763770.05,13,65000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.1,5,S,32636997.24,13,31500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.1,5,S,32636997.24,13,29900000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,4,S,32636997.24,13,26500000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,2.3,3,S,32636997.24,14,25000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.2,7,N,32763770.05,20,29000000
"'Bhangal, K'",K,36682079.16,Bhangal,36385024.74,5,4,W,34071065.83,30,40000000
"'Budhanilkantha, K'",K,36682079.16,Budhanilkantha,41206415.83,3.1,6,W,34071065.83,16,32500000
"'Budhanilkantha, K'",K,36682079.16,Budhanilkantha,41206415.83,7,4,E,36403707.15,13,48000000
"'Budhanilkantha, K'",K,36682079.16,Budhanilkantha,41206415.83,7,4,NE,33725298.44,13,50000000
"'Budhanilkantha, K'",K,36682079.16,Budhanilkantha,41206415.83,4.1,5,SE,37959390.61,14,38000000
"'Bhangal, K'",K,36682079.16,Bhangal,36385024.74,5,6,E,36403707.15,20,39500000
"'Kapan, K'",K,36682079.16,Kapan,32471238.82,4.5,5,SE,37959390.61,11,39500000
"'Mahalaxmi, L'",L,33467802.12,Mahalaxmi,32516183.75,3,7,W,34071065.83,20,23000000
"'Harisiddhi, L'",L,33467802.12,Harisiddhi,31794191.49,3,5,N,32763770.05,20,27500000
"'Bhangal, K'",K,36682079.16,Bhangal,36385024.74,5,5,E,36403707.15,16,47500000
"'Balkot, B'",B,29573874.67,Balkot,31347812.38,4,4,E,36403707.15,12,21500000
"'Balambu, K'",K,36682079.16,Balambu,34651732.64,4.5,4,W,34071065.83,13,28000000
"'Kapan, K'",K,36682079.16,Kapan,32471238.82,4.3,6,SE,37959390.61,13,29000000
"'Bhangal, K'",K,36682079.16,Bhangal,36385024.74,4.2,6,S,32636997.24,16,42500000
"'Nakhipot, L'",L,33467802.12,Nakhipot,36983053.75,3.3,5,NE,33725298.44,26,36000000
"'Bhangal, K'",K,36682079.16,Bhangal,36385024.74,6,7,N,32763770.05,13,50000000
"'Bhangal, K'",K,36682079.16,Bhangal,36385024.74,6,5,E,36403707.15,15,36000000
"'Raniban, K'",K,36682079.16,Raniban,36983708.33,5,7,SW,33039133.52,20,40000000
"'Kapan, K'",K,36682079.16,Kapan,32471238.82,4.1,6,E,36403707.15,14,38000000
"'Tokha, K'",K,36682079.16,Tokha,32918811.87,8,5,S,32636997.24,13,7000000
"'Chapali, K'",K,36682079.16,Chapali,38737199.4,4.1,6,E,36403707.15,20,41000000
"'Chapali, K'",K,36682079.16,Chapali,38737199.4,4.5,5,S,32636997.24,13,40000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,4.15,7,S,32636997.24,13,41500000
"'Deuba Chowk, K'",K,36682079.16,Deuba Chowk,38024676.28,4.2,5,NE,33725298.44,20,43500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,5,5,W,34071065.83,13,57500000
"'Satdobato, L'",L,33467802.12,Satdobato,33014835.1,3.1,4,SE,37959390.61,13,30000000
"'Kapan, K'",K,36682079.16,Kapan,32471238.82,4,6,SW,33039133.52,10,42500000
"'Tokha, K'",K,36682079.16,Tokha,32918811.87,5.1,6,SE,37959390.61,13,45000000
"'Kadaghari, K'",K,36682079.16,Kadaghari,32101386.11,3,6,S,32636997.24,13,24500000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,3.2,6,E,36403707.15,13,22500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.1,5,E,36403707.15,13,32000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,5,E,36403707.15,13,27500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,4.2,6,S,32636997.24,16,29000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.2,6,S,32636997.24,13,35500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,5.1,5,S,32636997.24,13,55000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,4.2,4,NW,32684090.91,13,29000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,4.1,7,SW,33039133.52,10,33000000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,3,6,E,36403707.15,13,26000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.2,5,S,32636997.24,20,26500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,5,S,32636997.24,13,26500000
"'Mahalaxmi, L'",L,33467802.12,Mahalaxmi,32516183.75,3.1,7,N,32763770.05,20,31500000
"'Sital Height, L'",L,33467802.12,Sital Height,33583901.06,3.3,8,S,32636997.24,13,32000000
"'Manmaiju, K'",K,36682079.16,Manmaiju,36301890.15,5,9,S,32636997.24,13,24000000
"'Syuchatar, K'",K,36682079.16,Syuchatar,33842399.51,4.2,8,NE,33725298.44,12,23000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,6.2,5,W,34071065.83,13,47500000
"'Lubhu, L'",L,33467802.12,Lubhu,24974215.04,5.2,5,NW,32684090.91,16,42500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.2,6,S,32636997.24,13,29500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.1,5,S,32636997.24,13,33500000
"'New Baneshwor, K'",K,36682079.16,New Baneshwor,35818399.3,2.2,7,E,36403707.15,4,27000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,7,W,34071065.83,20,32500000
"'Baniyatar, K'",K,36682079.16,Baniyatar,36521386.11,2.2,5,NE,33725298.44,10,25000000
"'Pepsicola, K'",K,36682079.16,Pepsicola,36783575.98,5.5,1,SE,37959390.61,26,95000000
"'Pepsicola, K'",K,36682079.16,Pepsicola,36783575.98,2.3,6,E,36403707.15,26,32500000
"'Chabahil, K'",K,36682079.16,Chabahil,36682079.16,4.5,10,E,36403707.15,8,40000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,4.5,5,NE,33725298.44,13,49500000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,2.3,5,E,36403707.15,13,22000000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,2.3,5,S,32636997.24,13,22500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,5,NE,33725298.44,13,22500000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,3,6,E,36403707.15,13,25000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,5,6,W,34071065.83,13,39500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.1,5,N,32763770.05,13,32500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,4,6,N,32763770.05,13,45500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.1,4,N,32763770.05,13,32500000
"'Dhaneshwor, K'",K,36682079.16,Dhaneshwor,34058627.97,4,8,S,32636997.24,10,29000000
"'Dhalmal, K'",K,36682079.16,Dhalmal,35235065.97,3.1,5,S,32636997.24,13,30000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,3,NE,33725298.44,12,27000000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,3,6,NW,32684090.91,13,23500000
"'Suntol, L'",L,33467802.12,Suntol,33516183.75,4,6,E,36403707.15,13,34000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,6,E,36403707.15,13,26500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,5,N,32763770.05,13,35000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.5,5,W,34071065.83,13,34500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,5,NE,33725298.44,13,35000000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,3.1,5,E,36403707.15,13,32500000
"'Hattiban, L'",L,33467802.12,Hattiban,31640948.49,3,6,W,34071065.83,14,28000000
"'Hattiban, L'",L,33467802.12,Hattiban,31640948.49,3,5,S,32636997.24,13,33000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,6,SE,37959390.61,13,23500000
"'Manmaiju, K'",K,36682079.16,Manmaiju,36301890.15,4,7,S,32636997.24,12,32500000
"'Dapasi, K'",K,36682079.16,Dapasi,36682079.16,4,4,NW,32684090.91,20,50000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,9,S,32636997.24,13,29000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,4,4,S,32636997.24,13,46500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,5,8,S,32636997.24,13,51000000
"'Sanagaun, L'",L,33467802.12,Sanagaun,29003901.06,3,6,NE,33725298.44,13,27000000
"'Sanagaun, L'",L,33467802.12,Sanagaun,29003901.06,4,5,NE,33725298.44,20,33000000
"'Balkot, B'",B,29573874.67,Balkot,31347812.38,9,7,NW,32684090.91,22,42500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,5,E,36403707.15,14,31500000
"'Ektabasti, K'",K,36682079.16,Ektabasti,34901732.64,3.5,5,NW,32684090.91,16,24000000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,3.5,6,E,36403707.15,13,29000000
"'Pepsicola, K'",K,36682079.16,Pepsicola,36783575.98,2,6,SW,33039133.52,16,25000000
"'Sitapaila, K'",K,36682079.16,Sitapaila,35016883.77,6,10,W,34071065.83,8,30000000
"'Pepsicola, K'",K,36682079.16,Pepsicola,36783575.98,4.3,9,NE,33725298.44,16,45000000
"'Siddhipur, L'",L,33467802.12,Siddhipur,31834365.57,3,2,S,32636997.24,12,25000000
"'Badegaun, L'",L,33467802.12,Badegaun,33467802.12,3,3,E,36403707.15,13,16500000
"'Kandaghari, K'",K,36682079.16,Kandaghari,38074617.42,7,12,S,32636997.24,20,52000000
"'Chasidol, L'",L,33467802.12,Chasidol,32425274.66,3.5,7,W,34071065.83,13,22000000
"'Bhandarigauu, K'",K,36682079.16,Bhandarigauu,35847344.7,3.2,6,S,32636997.24,13,27500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,5,14,NW,32684090.91,13,42500000
"'Budhanilkantha, K'",K,36682079.16,Budhanilkantha,41206415.83,3.3,3,E,36403707.15,26,29500000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,3.1,6,W,34071065.83,13,26500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.5,6,NW,32684090.91,12,31000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,4,6,E,36403707.15,13,32500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,2.3,5,W,34071065.83,13,25500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,5,E,36403707.15,13,27000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,5,W,34071065.83,13,28000000
"'Lubhu, L'",L,33467802.12,Lubhu,24974215.04,2.3,5,N,32763770.05,13,23000000
"'Thimi, B'",B,29573874.67,Thimi,31133749.75,3.1,5,W,34071065.83,20,22500000
"'Chobar, K'",K,36682079.16,Chobar,36529162.88,6.5,5,E,36403707.15,20,32500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,5,N,32763770.05,13,32500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,5.1,5,SE,37959390.61,13,57500000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,5,6,NW,32684090.91,13,32000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,4,6,NE,33725298.44,13,37500000
"'Bhaisepati, L'",L,33467802.12,Bhaisepati,41013560.42,3,4,SE,37959390.61,22,30000000
"'Gatthaghar, B'",B,29573874.67,Gatthaghar,29264921.67,3,10,NE,33725298.44,13,25000000
"'Thaiba, L'",L,33467802.12,Thaiba,32973168.44,7.2,5,W,34071065.83,20,40000000
"'Budhanilkantha, K'",K,36682079.16,Budhanilkantha,41206415.83,6,7,E,36403707.15,13,52500000
"'Chunikhel, K'",K,36682079.16,Chunikhel,36001155.09,3,6,S,32636997.24,13,28000000
"'Mahankal, K'",K,36682079.16,Mahankal,37665526.51,6,4,NE,33725298.44,16,47500000
"'Gatthaghar, B'",B,29573874.67,Gatthaghar,29264921.67,3,6,E,36403707.15,13,33000000
"'Chunikhel, K'",K,36682079.16,Chunikhel,36001155.09,4.5,7,NE,33725298.44,13,44500000
"'Bhaisepati, L'",L,33467802.12,Bhaisepati,41013560.42,5.5,6,W,34071065.83,20,52500000
"'Naikap, K'",K,36682079.16,Naikap,33678522.43,3.5,5,NW,32684090.91,13,22500000
"'Goldhunga, K'",K,36682079.16,Goldhunga,34901732.64,6.1,9,SE,37959390.61,13,30000000
