Location,District,District_PriceCode,Area,Area_PriceCode,Land Area,Bedrooms,Facing,Facing_PriceCode,Road Access,Price
"'Baniyatar, K'",K,36682079.16,Baniyatar,36521386.11,2.2,6,S,32636997.24,13,26000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,4.2,6,W,34071065.83,13,39500000
"'Gothatar, K'",K,36682079.16,Gothatar,30072418.65,3.2,7,NE,33725298.44,20,32000000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,3,8,S,32636997.24,13,25000000
"'Setipakha, L'",L,33467802.12,Setipakha,32044463.17,3.2,6,E,36403707.15,13,35500000
"'Hattigauda, K'",K,36682079.16,Hattigauda,36045599.54,4,4,W,34071065.83,13,37000000
"'Chapali, K'",K,36682079.16,Chapali,38737199.4,4.5,5,NW,32684090.91,14,39000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,5,5,W,34071065.83,20,55000000
"'Thimi, B'",B,29573874.67,Thimi,31133749.75,6,5,NE,33725298.44,20,60000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,4,11,W,34071065.83,20,44500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.1,6,W,34071065.83,13,30000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,8,N,32763770.05,16,24500000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,3.2,7,S,32636997.24,13,31000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.2,5,N,32763770.05,13,27000000
"'Ganesh chowk, K'",K,36682079.16,Ganesh Chowk,37613799.48,4.5,5,E,36403707.15,16,40000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,4,6,S,32636997.24,13,42000000
"'Balkot, B'",B,29573874.67,Balkot,31347812.38,3.1,6,E,36403707.15,13,33000000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,4,6,W,34071065.83,20,25000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,4.2,8,N,32763770.05,13,38500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,2.5,5,NE,33725298.44,13,18000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,8,W,34071065.83,20,31000000
"'Sital Height, L'",L,33467802.12,Sital Height,33583901.06,5,5,SE,37959390.61,16,39000000
"'Swayambhu, K'",K,36682079.16,Swayambhu,35735065.97,5,6,NE,33725298.44,13,50000000
"'Sanagaun, L'",L,33467802.12,Sanagaun,29003901.06,4.1,7,S,32636997.24,13,32500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.5,7,E,36403707.15,13,32000000
"'Gongabu, K'",K,36682079.16,Gongabu,37654719.44,3,15,S,32636997.24,13,27500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.5,4,W,34071065.83,13,31000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.5,5,E,36403707.15,13,42500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.75,7,S,32636997.24,13,42500000
"'Sital Height, L'",L,33467802.12,Sital Height,33583901.06,3.5,5,S,32636997.24,20,26000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,4.2,5,NW,32684090.91,13,45000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,6,W,34071065.83,13,25000000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,3,7,S,32636997.24,13,24500000
"'Bansbari, K'",K,36682079.16,Bansbari,39901732.64,4,6,E,36403707.15,13,40000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.25,6,N,32763770.05,13,32499999
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.2,6,S,32636997.24,13,31999999
"'Dhapakhel, L'",L,33467802.12,Dhapakhel,35556096.25,5.3,5,E,36403707.15,20,55000000
"'Magargau, L'",L,33467802.12,Magargau,33467802.12,3.5,4,E,36403707.15,16,29999999
"'Sanobharyang, K'",K,36682079.16,Sanobharyang,36526732.64,3.5,5,S,32636997.24,22,32500000
"'Panipokhari, K'",K,36682079.16,Panipokhari,38801890.15,3,6,E,36403707.15,20,60000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,8,S,32636997.24,20,31500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.5,8,W,34071065.83,13,26500000
"'Baluwatar, K'",K,36682079.16,Baluwatar,40801299.48,4.5,9,SE,37959390.61,26,90000000
"'Gongabu, K'",K,36682079.16,Gongabu,37654719.44,3,4,NW,32684090.91,13,26000000
"'Balkot, B'",B,29573874.67,Balkot,31347812.38,3.5,7,W,34071065.83,13,26500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,7,E,36403707.15,24,31500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,5,W,34071065.83,13,25000000
"'Balkot, B'",B,29573874.67,Balkot,31347812.38,4,7,E,36403707.15,20,32500000
"'Bode, B'",B,29573874.67,Bode,28612613.34,3,5,E,36403707.15,26,19000000
"'Karyabinayak, L'",L,33467802.12,Karyabinayak,34473168.44,6,8,E,36403707.15,13,45000000
"'Bhaisepati, L'",L,33467802.12,Bhaisepati,41013560.42,5.5,6,E,36403707.15,16,65000000
"'Bhaisepati, L'",L,33467802.12,Bhaisepati,41013560.42,5,7,E,36403707.15,13,42500000
"'Bhaisepati, L'",L,33467802.12,Bhaisepati,41013560.42,5,7,E,36403707.15,13,37500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.5,6,S,32636997.24,13,35000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.3,7,N,32763770.05,14,38000000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,4.1,7,W,34071065.83,20,36500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,6,7,E,36403707.15,20,67500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,6,7,E,36403707.15,13,67500000
"'Sukedhara, K'",K,36682079.16,Sukedhara,36990043.98,3,5,W,34071065.83,13,32500000
"'Baniyatar, K'",K,36682079.16,Baniyatar,36521386.11,3.3,5,E,36403707.15,13,28000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,5,7,W,34071065.83,16,39000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.5,8,E,36403707.15,16,31500000
"'Sitapakha, L'",L,33467802.12,Sitapakha,31762715.8,4,6,W,34071065.83,13,29000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.2,6,N,32763770.05,13,25000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,4.3,6,W,34071065.83,13,42500000
"'Hattiban, L'",L,33467802.12,Hattiban,31640948.49,4,7,W,34071065.83,12,26500000
"'Narayanthan, K'",K,36682079.16,Narayanthan,35620071.97,3.21,2,E,36403707.15,13,25000000
"'Sangla, K'",K,36682079.16,Sangla,36682079.16,2.04,3,SE,37959390.61,12,18500000
"'Kalanki, K'",K,36682079.16,Kalanki,39569515.35,4,1,E,36403707.15,10,33500000
"'Deuba chowk, K'",K,36682079.16,Deuba Chowk,38024676.28,5.5,5,S,32636997.24,13,34000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,6,E,36403707.15,16,22500000
"'Kuleshwor, K'",K,36682079.16,Kuleshwor,38801890.15,6.2,1,S,32636997.24,16,60000000
"'Kist Hospital, L'",L,33467802.12,Kist Hospital,33467802.12,3.79,7,E,36403707.15,13,28500000
"'Nayabasti, L'",L,33467802.12,Nayabasti,32925274.66,2.92,7,E,36403707.15,20,27500000
"'Kapan, K'",K,36682079.16,Kapan,32471238.82,2,1,E,36403707.15,8,15000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.75,4,E,36403707.15,16,26800000
"'Kapurdhara, K'",K,36682079.16,Kapurdhara,36347344.7,4.39,5,N,32763770.05,4,33000000
"'Dhumbarahi, K'",K,36682079.16,Dhumbarahi,37882549.48,5,3,SE,37959390.61,20,55000000
"'Mandikatar, K'",K,36682079.16,Mandikatar,35621386.11,3,3,E,36403707.15,13,25000000
"'Kapan, K'",K,36682079.16,Kapan,32471238.82,3,5,E,36403707.15,10,22500000
"'Hattigauda, K'",K,36682079.16,Hattigauda,36045599.54,4,7,N,32763770.05,17,50000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,4,6,N,32763770.05,13,46000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,5.5,6,S,32636997.24,16,55000000
"'Lubhu, L'",L,33467802.12,Lubhu,24974215.04,3.5,7,W,34071065.83,13,23600000
"'Mandikatar, K'",K,36682079.16,Mandikatar,35621386.11,5,3,E,36403707.15,16,35000000
"'Balkot, B'",B,29573874.67,Balkot,31347812.38,3.1,6,S,32636997.24,13,27000000
"'Balkot, B'",B,29573874.67,Balkot,31347812.38,3,5,S,32636997.24,36,25500000
"'Jharankhu, K'",K,36682079.16,Jharankhu,36682079.16,4,6,E,36403707.15,13,19000000
"'Mulpani, K'",K,36682079.16,Mulpani,35301299.48,4,7,S,32636997.24,10,23000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,5,W,34071065.83,20,26000000
"'Harisiddhi, L'",L,33467802.12,Harisiddhi,31794191.49,3.5,6,S,32636997.24,13,27500000
"'Makalbari, K'",K,36682079.16,Makalbari,35776732.64,5,7,E,36403707.15,13,35000000
"'Mulpani, K'",K,36682079.16,Mulpani,35301299.48,4,8,S,32636997.24,10,23000000
"'Sukedhara, K'",K,36682079.16,Sukedhara,36990043.98,3,5,S,32636997.24,14,33000000
"'Dhaneshwor, K'",K,36682079.16,Dhaneshwor,34058627.97,4,8,N,32763770.05,14,28000000
"'Dharmasthali, K'",K,36682079.16,Dharmasthali,36710981.06,4,8,N,32763770.05,13,37000000
"'Jagdol, K'",K,36682079.16,Jagdol,36074617.42,3.2,5,SE,37959390.61,13,30000000
"'Goldhunga, K'",K,36682079.16,Goldhunga,34901732.64,4,5,NW,32684090.91,13,27000000
"'Kapan, K'",K,36682079.16,Kapan,32471238.82,3,5,E,36403707.15,13,25000000
"'Gyaneshwor, K'",K,36682079.16,Gyaneshwor,36682079.16,3.3,6,NW,32684090.91,20,65000000
"'Samakhusi, K'",K,36682079.16,Samakhusi,41216983.97,5,8,E,36403707.15,13,45000000
"'Baniyatar, K'",K,36682079.16,Baniyatar,36521386.11,4.2,5,SW,33039133.52,13,28000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,4.1,9,W,34071065.83,13,41000000
"'Baniyatar, K'",K,36682079.16,Baniyatar,36521386.11,6,6,E,36403707.15,13,60000000
"'Kapan, K'",K,36682079.16,Kapan,32471238.82,3,6,SW,33039133.52,13,25000000
"'Nakkhu, L'",L,33467802.12,Nakkhu,33467802.12,3,7,S,32636997.24,13,27000000
"'Bhangal, K'",K,36682079.16,Bhangal,36385024.74,4,6,S,32636997.24,13,34500000
"'Ramailo Danda, K'",K,36682079.16,Ramailo Danda,36682079.16,3.3,6,S,32636997.24,12,21500000
"'Balaju, K'",K,36682079.16,Balaju,36074617.42,3,7,S,32636997.24,8,18500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.5,8,E,36403707.15,13,30000000
"'Sital Height, L'",L,33467802.12,Sital Height,33583901.06,5.1,7,E,36403707.15,26,57500000
"'Pepsicola, K'",K,36682079.16,Pepsicola,36783575.98,3.5,6,E,36403707.15,22,33500000
"'Pepsicola, K'",K,36682079.16,Pepsicola,36783575.98,3.5,8,W,34071065.83,13,32500000
"'Ektabasti, K'",K,36682079.16,Ektabasti,34901732.64,3.45,3,NE,33725298.44,13,28000000
"'Dhapakhel, L'",L,33467802.12,Dhapakhel,35556096.25,6,6,SE,37959390.61,13,47500000
"'Harisiddhi, L'",L,33467802.12,Harisiddhi,31794191.49,7.2,6,E,36403707.15,20,40000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,4,7,SW,33039133.52,13,36500000
"'Chunikhel, K'",K,36682079.16,Chunikhel,36001155.09,5,6,E,36403707.15,20,39700000
"'Chunikhel, K'",K,36682079.16,Chunikhel,36001155.09,3.5,6,E,36403707.15,13,32500000
"'Chunikhel, K'",K,36682079.16,Chunikhel,36001155.09,4,6,NW,32684090.91,13,43500000
"'Chapali, K'",K,36682079.16,Chapali,38737199.4,6,6,W,34071065.83,13,53000000
"'Balkot, B'",B,29573874.67,Balkot,31347812.38,5,6,S,32636997.24,13,37000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,4,6,NE,33725298.44,14,46000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,4.5,6,NE,33725298.44,15,49500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,4,5,NE,33725298.44,15,45500000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,3.1,6,NE,33725298.44,13,26500000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,3.5,6,S,32636997.24,13,27500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,9,S,32636997.24,13,31500000
"'Baluwapati, K'",K,36682079.16,Baluwapati,36438253.79,4.2,8,S,32636997.24,13,34000000
"'Gairigaun, K'",K,36682079.16,Gairigaun,36256435.6,4,6,E,36403707.15,13,32000000
"'Sitapaila, K'",K,36682079.16,Sitapaila,35016883.77,4,5,N,32763770.05,26,25000000
"'Sanagaun, L'",L,33467802.12,Sanagaun,29003901.06,4.75,3,S,32636997.24,13,37500000
"'Ekantakuna, L'",L,33467802.12,Ekantakuna,33970729.2,6,6,W,34071065.83,20,39000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,5,S,32636997.24,13,28000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,6,S,32636997.24,11,29000000
"'Kapan, K'",K,36682079.16,Kapan,32471238.82,3.2,5,W,34071065.83,13,32000000
"'Payutar, K'",K,36682079.16,Payutar,36682079.16,4,6,NW,32684090.91,10,40000000
"'Kapan, K'",K,36682079.16,Kapan,32471238.82,4,6,N,32763770.05,13,32000000
"'Baluwatar, K'",K,36682079.16,Baluwatar,40801299.48,3,7,E,36403707.15,15,33000000
"'Matatirtha, K'",K,36682079.16,Matatirtha,36347344.7,6.1,7,E,36403707.15,22,33000000
"'Ganeshthan, K'",K,36682079.16,Ganeshthan,35892799.24,4,8,E,36403707.15,8,28000000
"'New Baneshwor, K'",K,36682079.16,New Baneshwor,35818399.3,8.15,11,W,34071065.83,16,95000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.75,6,W,34071065.83,13,33500000
"'Bhangal, K'",K,36682079.16,Bhangal,36385024.74,5.5,4,NE,33725298.44,13,50000000
"'Bhaisepati, L'",L,33467802.12,Bhaisepati,41013560.42,4.3,6,SE,37959390.61,20,39000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,4.1,7,E,36403707.15,13,38000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.2,8,E,36403707.15,13,32500000
"'Kumaripati, L'",L,33467802.12,Kumaripati,33379820.11,4.2,8,SW,33039133.52,8,32500000
"'Sital Height, L'",L,33467802.12,Sital Height,33583901.06,3.2,5,N,32763770.05,13,29000000
"'Sanobharyang, K'",K,36682079.16,Sanobharyang,36526732.64,4.1,6,SW,33039133.52,14,39000000
"'Dibyeshwori, B'",B,29573874.67,Dibyeshwori,29573874.67,3.1,7,W,34071065.83,20,32500000
"'Shantinagar, K'",K,36682079.16,Shantinagar,38901732.64,5.5,9,E,36403707.15,20,60000000
"'Balkot, B'",B,29573874.67,Balkot,31347812.38,5,9,SE,37959390.61,20,37500000
"'Kapan, K'",K,36682079.16,Kapan,32471238.82,3,7,SE,37959390.61,13,24500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,4.2,7,E,36403707.15,20,44000000
"'Naikap, K'",K,36682079.16,Naikap,33678522.43,3,7,E,36403707.15,13,25500000
"'Bhaisepati, L'",L,33467802.12,Bhaisepati,41013560.42,4.2,8,E,36403707.15,13,32000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,4.2,8,S,32636997.24,13,28900000
"'Manmaiju, K'",K,36682079.16,Manmaiju,36301890.15,3.2,7,S,32636997.24,16,26500000
"'Thulobharyang, K'",K,36682079.16,Thulobharyang,37210981.06,5.5,8,NE,33725298.44,11,50000000
"'Baneshwor, K'",K,36682079.16,Baneshwor,40487199.4,4,5,S,32636997.24,14,44000000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,4,3,E,36403707.15,14,32500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,4,5,SW,33039133.52,13,37500000
"'Guheshwori, K'",K,36682079.16,Guheshwori,35401732.64,2.04,5,N,32763770.05,13,28000000
"'Kapan, K'",K,36682079.16,Kapan,32471238.82,4.5,6,E,36403707.15,13,35000000
"'Dadhikot, B'",B,29573874.67,Dadhikot,31015916.45,4.75,7,E,36403707.15,13,32000000
"'Tangal, K'",K,36682079.16,Tangal,39256435.6,7.2,5,N,32763770.05,16,65000000
"'Sukedhara, K'",K,36682079.16,Sukedhara,36990043.98,2.5,3,S,32636997.24,20,25000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,4,7,E,36403707.15,16,32500000
"'Gyaneshwor, K'",K,36682079.16,Gyaneshwor,36682079.16,6,6,S,32636997.24,14,57000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,4,7,N,32763770.05,18,39500000
"'Bhangal, K'",K,36682079.16,Bhangal,36385024.74,3.5,4,SW,33039133.52,13,25000000
"'Balaju, K'",K,36682079.16,Balaju,36074617.42,2.3,3,W,34071065.83,14,30000000
"'kalanki, K'",K,36682079.16,Kalanki,39569515.35,2.5,3,SE,37959390.61,13,32000000
"'Shantinagar, K'",K,36682079.16,Shantinagar,38901732.64,3,6,S,32636997.24,10,42500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,4,5,N,32763770.05,13,39000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,6.3,6,N,32763770.05,13,38000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.1,8,E,36403707.15,13,25000000
"'Gatthaghar, B'",B,29573874.67,Gatthaghar,29264921.67,3.5,14,NW,32684090.91,13,25000000
"'Chunikhel, K'",K,36682079.16,Chunikhel,36001155.09,4.2,6,NE,33725298.44,13,45000000
"'Kusunti, L'",L,33467802.12,Kusunti,35398309.33,8,6,E,36403707.15,26,48000000
"'Gatthaghar, B'",B,29573874.67,Gatthaghar,29264921.67,3,8,E,36403707.15,13,36000000
"'Dhumbarahi, K'",K,36682079.16,Dhumbarahi,37882549.48,6,9,S,32636997.24,11,70000000
"'Sanagaun, L'",L,33467802.12,Sanagaun,29003901.06,3.1,5,S,32636997.24,13,27000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,5,2,E,36403707.15,26,72500000
"'Sukedhara, K'",K,36682079.16,Sukedhara,36990043.98,4,4,E,36403707.15,20,47500000
"'Gatthaghar, B'",B,29573874.67,Gatthaghar,29264921.67,3.2,8,E,36403707.15,14,32000000
"'Shantinagar, K'",K,36682079.16,Shantinagar,38901732.64,4,11,S,32636997.24,10,42500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.3,8,NE,33725298.44,13,36500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,4,7,W,34071065.83,13,21500000
"'Baniyatar, K'",K,36682079.16,Baniyatar,36521386.11,4.1,9,E,36403707.15,13,38000000
"'Baniyatar, K'",K,36682079.16,Baniyatar,36521386.11,4,7,W,34071065.83,13,30000000
"'Pahelopul, K'",K,36682079.16,Pahelopul,36847344.7,4,13,S,32636997.24,20,38500000
"'Kalanki, K'",K,36682079.16,Kalanki,39569515.35,6,10,S,32636997.24,13,42500000
"'Kapan, K'",K,36682079.16,Kapan,32471238.82,5,6,SE,37959390.61,13,38000000
"'Manohara, B'",B,29573874.67,Manohara,29573874.67,4.3,4,E,36403707.15,20,42000000
"'Sitapaila, K'",K,36682079.16,Sitapaila,35016883.77,4,3,S,32636997.24,16,45000000
"'Sukedhara, K'",K,36682079.16,Sukedhara,36990043.98,5.48,6,N,32763770.05,12,42500000
"'Kuleshwor, K'",K,36682079.16,Kuleshwor,38801890.15,8.5,7,W,34071065.83,16,80000000
"'Sitapaila, K'",K,36682079.16,Sitapaila,35016883.77,3,5,E,36403707.15,13,28000000
"'Sitapaila, K'",K,36682079.16,Sitapaila,35016883.77,3.5,6,E,36403707.15,13,25000000
"'Kalanki, K'",K,36682079.16,Kalanki,39569515.35,3,5,E,36403707.15,13,28000000
"'Swayambhu, K'",K,36682079.16,Swayambhu,35735065.97,5.25,13,N,32763770.05,13,80000000
"'Kalanki, K'",K,36682079.16,Kalanki,39569515.35,10,7,E,36403707.15,13,60000000
"'Bhaisepati, L'",L,33467802.12,Bhaisepati,41013560.42,4.43,4,SE,37959390.61,20,41500000
"'Dhapasi, K'",K,36682079.16,Dhapasi,37755445.51,8,5,E,36403707.15,13,75500000
"'Sunakothi, L'",L,33467802.12,Sunakothi,34931501.77,3.75,5,NE,33725298.44,13,37500000
"'Sunakothi, L'",L,33467802.12,Sunakothi,34931501.77,3.12,4,SE,37959390.61,13,31500000
"'Mulpani, K'",K,36682079.16,Mulpani,35301299.48,3,7,SE,37959390.61,13,23500000
"'Kapan, K'",K,36682079.16,Kapan,32471238.82,4,6,SE,37959390.61,14,37500000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,3.25,5,N,32763770.05,13,33500000
"'Bhangal, K'",K,36682079.16,Bhangal,36385024.74,4.06,6,NE,33725298.44,13,34500000
"'Naxal, K'",K,36682079.16,Naxal,43140060.9,7.75,10,SW,33039133.52,21,58000000
"'Tahachal, K'",K,36682079.16,Tahachal,35256435.6,2.75,3,E,36403707.15,11,21000000
"'Budhanilkantha, K'",K,36682079.16,Budhanilkantha,41206415.83,4,6,SW,33039133.52,13,29500000
"'Naikap, K'",K,36682079.16,Naikap,33678522.43,3,7,E,36403707.15,13,23000000
"'Baluwatar, K'",K,36682079.16,Baluwatar,40801299.48,7.75,10,S,32636997.24,20,11000000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,3.37,6,W,34071065.83,14,27500000
"'Golfutar, K'",K,36682079.16,Golfutar,39130056.55,4.5,8,SE,37959390.61,13,35000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,2.5,5,W,34071065.83,13,21000000
"'Battisputali, K'",K,36682079.16,Battisputali,39832368.59,4.75,12,E,36403707.15,19,69000000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,4,6,NE,33725298.44,13,42500000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,4,6,SE,37959390.61,13,45000000
"'Newroad, K'",K,36682079.16,Newroad,36682079.16,1,9,N,32763770.05,12,35000000
"'Dhumbarahi, K'",K,36682079.16,Dhumbarahi,37882549.48,3.5,6,S,32636997.24,11,25000000
"'Guheshwori, K'",K,36682079.16,Guheshwori,35401732.64,4,4,SW,33039133.52,12,30000000
"'Mahankal, K'",K,36682079.16,Mahankal,37665526.51,3.5,9,NE,33725298.44,15,33000000
"'Tokha, K'",K,36682079.16,Tokha,32918811.87,3.37,6,E,36403707.15,13,28500000
"'Jorpati, K'",K,36682079.16,Jorpati,33048281.86,3,3,W,34071065.83,13,29000000
"'Mulpani, K'",K,36682079.16,Mulpani,35301299.48,5,4,NW,32684090.91,20,50000000
"'Ravi Bhawan, K'",K,36682079.16,Ravi Bhawan,36568399.3,3.75,6,SE,37959390.61,4,22000000
"'Syuchatar, K'",K,36682079.16,Syuchatar,33842399.51,4,6,NE,33725298.44,10,27500000
"'Tokha, K'",K,36682079.16,Tokha,32918811.87,6,5,E,36403707.15,26,52500000
"'Tokha, K'",K,36682079.16,Tokha,32918811.87,3,5,NE,33725298.44,10,27000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,4.5,6,NE,33725298.44,13,47500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,6,NW,32684090.91,13,27500000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3.75,7,NE,33725298.44,13,29500000
"'New Baneshwor, K'",K,36682079.16,New Baneshwor,35818399.3,3.5,6,E,36403707.15,10,36000000
"'Sipadol, B'",B,29573874.67,Sipadol,28385340.61,3,5,S,32636997.24,13,16500000
"'Mandikatar, K'",K,36682079.16,Mandikatar,35621386.11,3,5,SE,37959390.61,13,26000000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,3.75,6,S,32636997.24,13,31000000
"'Tokha, K'",K,36682079.16,Tokha,32918811.87,3.5,6,SE,37959390.61,10,25000000
"'Lubhu, L'",L,33467802.12,Lubhu,24974215.04,2.75,4,W,34071065.83,10,18000000
"'Changathali, L'",L,33467802.12,Changathali,32970729.2,5.5,7,NE,33725298.44,13,28000000
"'Sudal, B'",B,29573874.67,Sudal,27353228.89,4,2,S,32636997.24,13,13500000
"'Boudha, K'",K,36682079.16,Boudha,36880056.55,6,7,E,36403707.15,14,50000000
"'Kapan, K'",K,36682079.16,Kapan,32471238.82,3,3,S,32636997.24,13,16500000
"'Tokha, K'",K,36682079.16,Tokha,32918811.87,3.62,5,S,32636997.24,10,48000000
"'Imadol, L'",L,33467802.12,Imadol,34591056.73,3,5,W,34071065.83,16,27000000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,3.75,2,NE,33725298.44,13,18500000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,9.25,6,W,34071065.83,16,97500000
"'Chandol, K'",K,36682079.16,Chandol,37529162.88,6.5,4,W,34071065.83,12,82500000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,3.5,7,SW,33039133.52,13,28000000
"'Bhangal, K'",K,36682079.16,Bhangal,36385024.74,3.45,9,W,34071065.83,20,21000000
"'Lubhu, L'",L,33467802.12,Lubhu,24974215.04,2.75,3,S,32636997.24,13,12000000
"'Lubhu, L'",L,33467802.12,Lubhu,24974215.04,2.91,6,S,32636997.24,13,20000000
"'Makalbari, K'",K,36682079.16,Makalbari,35776732.64,3.5,4,NE,33725298.44,16,27500000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,3,8,S,32636997.24,13,31000000
"'Samakhusi, K'",K,36682079.16,Samakhusi,41216983.97,9.5,7,E,36403707.15,14,74500000
"'Machapokhari, K'",K,36682079.16,Machapokhari,35801890.15,3.5,11,S,32636997.24,10,27000000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,3.25,5,S,32636997.24,13,33500000
"'Budhanilkantha, K'",K,36682079.16,Budhanilkantha,41206415.83,3,2,SW,33039133.52,13,17500000
"'Bhaisepati, L'",L,33467802.12,Bhaisepati,41013560.42,2.5,3,W,34071065.83,13,25000000
"'Bhaisepati, L'",L,33467802.12,Bhaisepati,41013560.42,3.5,3,W,34071065.83,13,25000000
"'Bode, B'",B,29573874.67,Bode,28612613.34,4,4,S,32636997.24,13,16500000
"'Lubhu, L'",L,33467802.12,Lubhu,24974215.04,3.75,4,SE,37959390.61,13,29900000
"'Budhanilkantha, K'",K,36682079.16,Budhanilkantha,41206415.83,6,6,E,36403707.15,14,57500000
"'Tokha, K'",K,36682079.16,Tokha,32918811.87,3,5,W,34071065.83,13,31500000
"'Old Baneshwor, K'",K,36682079.16,Old Baneshwor,39318399.3,2.75,8,W,34071065.83,20,35000000
"'Golfutar, K'",K,36682079.16,Golfutar,39130056.55,8.5,8,SW,33039133.52,13,59500000
"'Sanothimi, B'",B,29573874.67,Sanothimi,32258671.67,5,6,S,32636997.24,13,39900000
"'Tikathali, L'",L,33467802.12,Tikathali,29599710.81,2.75,7,NE,33725298.44,13,21500000
"'Basantapur, K'",K,36682079.16,Basantapur,36529162.88,1.87,3,N,32763770.05,15,35000000
"'Sukedhara, K'",K,36682079.16,Sukedhara,36990043.98,2.68,13,E,36403707.15,32,63000000
