Location,District,District_PriceCode,Area,Area_PriceCode,Land Area,Bedrooms,Floor,Facing,Facing_PriceCode,Road Access,Price
"'Narayanthan, K'",K,37338387.72,Narayanthan,52500000.0,10.3,4,2.5,E,36431958.76,20,80000000
"'Pepsicola, K'",K,37338387.72,Pepsicola,37333333.33,3.0,5,2.5,E,36431958.76,4,18000000
"'Duwakot, B'",B,28067676.77,Duwakot,25200000.0,3.2,9,2.5,SW,32763333.33,8,24000000
"'Tikathali, L'",L,33117499.99,Tikathali,28607792.21,3.3,5,2.5,W,35438823.53,13,26500000
"'Budhanilkantha, K'",K,37338387.72,Budhanilkantha,42703703.7,7.0,5,2.5,W,35438823.53,13,62500000
"'Dhapakhel, L'",L,33117499.99,Dhapakhel,36807692.31,4.1,6,2.5,S,31992462.31,16,32000000
"'Chyasundol, K'",K,37338387.72,Chyasundol,28750000.0,4.0,5,2.5,W,35438823.53,13,30000000
"'Balkhu, K'",K,37338387.72,Balkhu,42500000.0,4.2,5,2.5,NE,34112500.0,13,42500000
"'Nakhipot, L'",L,33117499.99,Nakhipot,40888888.89,4.1,7,2.5,S,31992462.31,13,42000000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.1,5,2.5,SW,32763333.33,13,27500000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.1,7,2.5,SE,38727272.73,13,42000000
"'Dhapasi, K'",K,37338387.72,Dhapasi,41333333.33,4.0,6,2.5,NE,34112500.0,13,35000000
"'Nepaltar, K'",K,37338387.72,Nepaltar,35000000.0,7.0,8,2.5,SW,32763333.33,13,35000000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.0,7,2.5,E,36431958.76,13,23500000
"'Dhapakhel, L'",L,33117499.99,Dhapakhel,36807692.31,5.5,5,2.5,S,31992462.31,20,46000000
"'Gothatar, K'",K,37338387.72,Gothatar,24946666.67,3.0,6,2.5,N,32362162.15,18,23500000
"'Kapan, K'",K,37338387.72,Kapan,30985714.29,4.2,6,2.5,S,31992462.31,13,22500000
"'Sital Height, L'",L,33117499.99,Sital Height,33545454.55,4.0,5,2.5,W,35438823.53,14,39500000
"'Gothatar, K'",K,37338387.72,Gothatar,24946666.67,3.1,7,2.5,W,35438823.53,20,27500000
"'Nakhipot, L'",L,33117499.99,Nakhipot,40888888.89,5.0,4,2.5,E,36431958.76,20,50000000
"'Dhumbarahi, K'",K,37338387.72,Dhumbarahi,37685714.29,3.5,6,2.5,N,32362162.15,8,20000000
"'Nakhipot, L'",L,33117499.99,Nakhipot,40888888.89,5.0,4,2.5,E,36431958.76,20,49000000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.0,5,2.5,S,31992462.31,13,25000000
"'Budhanilkantha, K'",K,37338387.72,Budhanilkantha,42703703.7,4.5,6,2.5,S,31992462.31,13,43500000
"'Satdobato, L'",L,33117499.99,Satdobato,29375000.0,4.0,4,2.5,S,31992462.31,13,31500000
"'Budhanilkantha, K'",K,37338387.72,Budhanilkantha,42703703.7,3.0,2,2.5,NE,34112500.0,15,12500000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,2.3,4,2.5,S,31992462.31,13,22000000
"'Ganesh chowk, K'",K,37338387.72,Ganesh Chowk,40687500.0,3.3,4,2.5,W,35438823.53,20,47500000
"'Bhangal, K'",K,37338387.72,Bhangal,36653846.15,3.3,5,2.5,NE,34112500.0,13,35000000
"'Ganesh chowk, K'",K,37338387.72,Ganesh Chowk,40687500.0,3.1,10,2.5,NE,34112500.0,20,26000000
"'Bhaisepati, L'",L,33117499.99,Bhaisepati,42372340.43,5.0,5,2.5,S,31992462.31,13,55000000
"'Pasikot, K'",K,37338387.72,Pasikot,40950000.0,6.0,8,2.5,SW,32763333.33,20,55000000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.0,5,2.5,S,31992462.31,13,29000000
"'Lasuntar, K'",K,37338387.72,Lasuntar,34000000.0,3.3,6,2.5,N,32362162.15,13,28500000
"'Tikathali, L'",L,33117499.99,Tikathali,28607792.21,3.2,6,2.5,E,36431958.76,13,26900000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.3,6,2.5,W,35438823.53,13,38500000
"'Pasikot, K'",K,37338387.72,Pasikot,40950000.0,5.0,4,2.5,E,36431958.76,20,47500000
"'Dhapakhel, L'",L,33117499.99,Dhapakhel,36807692.31,8.2,6,2.5,S,31992462.31,20,49000000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.1,6,2.5,E,36431958.76,16,29000000
"'Lubhu, L'",L,33117499.99,Lubhu,20136363.64,3.1,5,2.5,E,36431958.76,16,22000000
"'Harisiddhi, L'",L,33117499.99,Harisiddhi,30884615.38,7.0,6,2.5,W,35438823.53,13,43500000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.1,6,2.5,NE,34112500.0,13,33500000
"'Sital height, L'",L,33117499.99,Sital Height,33545454.55,3.0,4,2.5,E,36431958.76,13,24500000
"'Bhaisepati, L'",L,33117499.99,Bhaisepati,42372340.43,7.0,5,2.5,SE,38727272.73,13,75000000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.0,6,2.5,NW,33140350.88,15,21000000
"'Bhaisepati, L'",L,33117499.99,Bhaisepati,42372340.43,5.1,4,2.5,E,36431958.76,13,50000000
"'Bhaisepati, L'",L,33117499.99,Bhaisepati,42372340.43,4.5,4,2.5,W,35438823.53,13,45000000
"'Bhaisepati, L'",L,33117499.99,Bhaisepati,42372340.43,4.0,4,2.5,N,32362162.15,16,41000000
"'Kalanki, K'",K,37338387.72,Kalanki,43250000.0,6.0,4,2.5,E,36431958.76,10,60000000
"'Gothatar, K'",K,37338387.72,Gothatar,24946666.67,3.0,6,2.5,N,32362162.15,13,26500000
"'Sanagaun, L'",L,33117499.99,Sanagaun,26283333.33,4.1,5,2.5,S,31992462.31,20,33500000
"'Sanagaun, L'",L,33117499.99,Sanagaun,26283333.33,3.0,6,2.5,N,32362162.15,13,26000000
"'Chobar, K'",K,37338387.72,Chobar,33750000.0,5.2,5,2.5,S,31992462.31,20,35000000
"'Nilopul, K'",K,37338387.72,Nilopul,40000000.0,4.0,2,2.5,SE,38727272.73,13,40000000
"'Nakhipot, L'",L,33117499.99,Nakhipot,40888888.89,4.2,6,2.5,N,32362162.15,13,39000000
"'Nakhipot, L'",L,33117499.99,Nakhipot,40888888.89,5.0,5,2.5,E,36431958.76,20,47500000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.5,5,2.5,NE,34112500.0,20,21000000
"'Jorpati, K'",K,37338387.72,Jorpati,27136363.64,3.0,10,2.5,W,35438823.53,10,28500000
"'Baneshwor, K'",K,37338387.72,Baneshwor,50000000.0,5.0,5,2.5,E,36431958.76,14,45000000
"'Gokarna, K'",K,37338387.72,Gokarna,19750000.0,3.5,6,2.5,E,36431958.76,13,20000000
"'Sital Height, L'",L,33117499.99,Sital Height,33545454.55,4.1,5,2.5,E,36431958.76,13,30000000
"'Bhaisepati, L'",L,33117499.99,Bhaisepati,42372340.43,3.1,4,2.5,E,36431958.76,20,32500000
"'Mandikatar, K'",K,37338387.72,Mandikatar,33409090.91,3.5,6,2.5,N,32362162.15,13,27000000
"'Pasikot, K'",K,37338387.72,Pasikot,40950000.0,3.75,3,2.5,W,35438823.53,16,28000000
"'Bhaisepati, L'",L,33117499.99,Bhaisepati,42372340.43,4.3,7,2.5,S,31992462.31,13,37000000
"'Kalanki, K'",K,37338387.72,Kalanki,43250000.0,3.0,4,2.5,NW,33140350.88,15,33000000
"'Kadaghari, K'",K,37338387.72,Kadaghari,22940000.0,3.0,5,2.5,W,35438823.53,20,25500000
"'Budhanilkantha, K'",K,37338387.72,Budhanilkantha,42703703.7,6.0,6,2.5,S,31992462.31,13,44500000
"'Balkot, B'",B,28067676.77,Balkot,32108695.65,5.1,4,2.5,S,31992462.31,10,30000000
"'Galfutar, K'",K,37338387.72,Galfutar,40000000.0,4.5,4,2.5,SW,32763333.33,16,40000000
"'Hattigauda, K'",K,37338387.72,Hattigauda,35250000.0,5.0,5,2.5,SW,32763333.33,13,49000000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.0,4,2.5,SE,38727272.73,13,19000000
"'Sanagaun, L'",L,33117499.99,Sanagaun,26283333.33,2.3,5,2.5,S,31992462.31,13,19900000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.1,5,2.5,E,36431958.76,13,33000000
"'Baluwakhani, K'",K,37338387.72,Baluwakhani,37500000.0,4.0,6,2.5,W,35438823.53,20,27500000
"'Balaju, K'",K,37338387.72,Balaju,20666666.67,3.21,4,2.5,S,31992462.31,16,13500000
"'Khusibu, K'",K,37338387.72,Khusibu,34000000.0,3.2,5,2.5,E,36431958.76,13,34000000
"'Rudreshwor, K'",K,37338387.72,Rudreshwor,45000000.0,6.0,5,2.5,E,36431958.76,13,35000000
"'Dadhikot, B'",B,28067676.77,Dadhikot,33900000.0,10.0,5,2.5,E,36431958.76,14,59500000
"'Sitapaila, K'",K,37338387.72,Sitapaila,33166666.67,9.85,5,2.5,SE,38727272.73,12,60000000
"'Thankot, K'",K,37338387.72,Thankot,21000000.0,4.0,1,2.5,S,31992462.31,13,25000000
"'Tikathali, L'",L,33117499.99,Tikathali,28607792.21,4.25,6,2.5,NW,33140350.88,13,31500000
"'Maitidevi, K'",K,37338387.72,Maitidevi,21500000.0,4.1,5,2.5,SE,38727272.73,13,24000000
"'Kapan, K'",K,37338387.72,Kapan,30985714.29,3.0,5,2.5,NE,34112500.0,14,25000000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.0,4,2.5,E,36431958.76,6,19000000
"'Bhangal, K'",K,37338387.72,Bhangal,36653846.15,4.5,7,2.5,W,35438823.53,13,32000000
"'Hattiban, L'",L,33117499.99,Hattiban,29954545.45,3.0,3,2.5,NW,33140350.88,20,24000000
"'Kadaghari, K'",K,37338387.72,Kadaghari,22940000.0,3.5,6,2.5,E,36431958.76,6,21000000
"'Chamati, K'",K,37338387.72,Chamati,28000000.0,3.2,4,2.5,E,36431958.76,26,28000000
"'Kapan, K'",K,37338387.72,Kapan,30985714.29,6.0,5,2.5,W,35438823.53,13,32500000
"'Tikathali, L'",L,33117499.99,Tikathali,28607792.21,3.0,5,2.5,S,31992462.31,13,22000000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.0,5,2.5,E,36431958.76,13,24500000
"'Bhangal, K'",K,37338387.72,Bhangal,36653846.15,3.0,6,2.5,E,36431958.76,13,27000000
"'Gothatar, K'",K,37338387.72,Gothatar,24946666.67,4.0,5,2.5,E,36431958.76,13,26200000
"'Kadaghari, K'",K,37338387.72,Kadaghari,22940000.0,3.0,6,2.5,E,36431958.76,13,21700000
"'Gothatar, K'",K,37338387.72,Gothatar,24946666.67,4.0,5,2.5,E,36431958.76,20,30000000
"'Gokarna, K'",K,37338387.72,Gokarna,19750000.0,3.0,4,2.5,E,36431958.76,13,19500000
"'Setipakha, L'",L,33117499.99,Setipakha,28225000.0,5.5,4,2.5,E,36431958.76,10,31000000
"'Naxal, K'",K,37338387.72,Naxal,64666666.67,5.2,3,2.5,E,36431958.76,12,56000000
"'Mandikatar, K'",K,37338387.72,Mandikatar,33409090.91,4.1,2,2.5,SE,38727272.73,14,45000000
"'Kitani, L'",L,33117499.99,Kitani,32500000.0,3.1,4,2.5,N,32362162.15,22,32500000
"'Mandikatar, K'",K,37338387.72,Mandikatar,33409090.91,6.6,5,2.5,NW,33140350.88,10,55000000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,5.5,5,2.5,W,35438823.53,13,37500000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,4.0,5,2.5,N,32362162.15,13,46000000
"'Tokha, K'",K,37338387.72,Tokha,31000000.0,6.1,5,2.5,SW,32763333.33,20,57500000
"'Mandikatar, K'",K,37338387.72,Mandikatar,33409090.91,4.1,2,2.5,W,35438823.53,16,45000000
"'Bhangal, K'",K,37338387.72,Bhangal,36653846.15,4.1,6,2.5,E,36431958.76,12,39500000
"'Sukedhara, K'",K,37338387.72,Sukedhara,40545454.55,6.0,2,2.5,S,31992462.31,12,50000000
"'Bansbari, K'",K,37338387.72,Bansbari,50666666.67,4.5,4,2.5,E,36431958.76,13,52000000
"'Thankot, K'",K,37338387.72,Thankot,21000000.0,4.0,7,2.5,SW,32763333.33,12,16000000
"'Hattiban, L'",L,33117499.99,Hattiban,29954545.45,2.5,3,2.5,S,31992462.31,13,19500000
"'Harisiddhi, L'",L,33117499.99,Harisiddhi,30884615.38,3.0,4,2.5,S,31992462.31,13,23500000
"'Dhapakhel, L'",L,33117499.99,Dhapakhel,36807692.31,3.0,4,2.5,S,31992462.31,20,24500000
"'Tikathali, L'",L,33117499.99,Tikathali,28607792.21,3.0,6,2.5,S,31992462.31,13,28000000
"'Bhaisepati, L'",L,33117499.99,Bhaisepati,42372340.43,6.0,6,2.5,N,32362162.15,10,41000000
"'Syuchatar, K'",K,37338387.72,Syuchatar,29785714.29,5.1,4,2.5,W,35438823.53,12,31500000
"'Safaray Dhunga, K'",K,37338387.72,Safaray Dhunga,36666666.67,6.0,4,2.5,NE,34112500.0,16,50000000
"'Bhangal, K'",K,37338387.72,Bhangal,36653846.15,5.5,3,2.5,NE,34112500.0,13,50000000
"'Bhaisepati, L'",L,33117499.99,Bhaisepati,42372340.43,5.5,6,2.5,E,36431958.76,16,52500000
"'Bhaisepati, L'",L,33117499.99,Bhaisepati,42372340.43,4.3,6,2.5,W,35438823.53,14,27000000
"'Safaray Dhunga, K'",K,37338387.72,Safaray Dhunga,36666666.67,4.0,8,2.5,S,31992462.31,13,32500000
"'Harisiddhi, L'",L,33117499.99,Harisiddhi,30884615.38,7.0,6,2.5,E,36431958.76,13,40000000
"'Kapan, K'",K,37338387.72,Kapan,30985714.29,3.3,4,2.5,SE,38727272.73,15,24000000
"'Bhaisepati, L'",L,33117499.99,Bhaisepati,42372340.43,4.2,5,2.5,E,36431958.76,20,43500000
"'Sundar basti, K'",K,37338387.72,Sundar Basti,40000000.0,5.0,2,2.5,SE,38727272.73,13,40000000
"'Bansbari, K'",K,37338387.72,Bansbari,50666666.67,5.3,5,2.5,E,36431958.76,13,60000000
"'Hattiban, L'",L,33117499.99,Hattiban,29954545.45,2.3,4,2.5,S,31992462.31,13,23000000
"'Jhamsikhel, L'",L,33117499.99,Jhamsikhel,42000000.0,3.1,6,2.5,N,32362162.15,14,42000000
"'Bhaisepati, L'",L,33117499.99,Bhaisepati,42372340.43,5.5,5,2.5,SE,38727272.73,20,67500000
"'Tikathali, L'",L,33117499.99,Tikathali,28607792.21,6.0,5,2.5,SE,38727272.73,13,49000000
"'Sitapaila, K'",K,37338387.72,Sitapaila,33166666.67,3.0,3,2.5,S,31992462.31,20,18000000
"'Baluwakhani, K'",K,37338387.72,Baluwakhani,37500000.0,5.1,6,2.5,E,36431958.76,20,47500000
"'Budhanilkantha, K'",K,37338387.72,Budhanilkantha,42703703.7,4.0,6,2.5,NE,34112500.0,13,35000000
"'Jorpati, K'",K,37338387.72,Jorpati,27136363.64,4.5,6,2.5,E,36431958.76,13,43500000
"'Safaray Dhunga, K'",K,37338387.72,Safaray Dhunga,36666666.67,3.5,4,2.5,E,36431958.76,13,27500000
"'Shantinagar, K'",K,37338387.72,Shantinagar,49500000.0,4.1,7,2.5,E,36431958.76,20,57500000
"'Nakkhu, L'",L,33117499.99,Nakkhu,33000000.0,4.0,7,2.5,E,36431958.76,12,39000000
"'Shantinagar, K'",K,37338387.72,Shantinagar,49500000.0,4.5,6,2.5,E,36431958.76,20,45000000
"'Mahadevsthan, K'",K,37338387.72,Mahadevsthan,24500000.0,4.5,4,2.5,W,35438823.53,15,24500000
"'Dhapakhel, L'",L,33117499.99,Dhapakhel,36807692.31,5.0,6,2.5,NE,34112500.0,13,39500000
"'Dhumbarahi, K'",K,37338387.72,Dhumbarahi,37685714.29,3.5,6,2.5,NE,34112500.0,6,21500000
"'Thaiba, L'",L,33117499.99,Thaiba,30500000.0,4.5,4,2.5,S,31992462.31,13,21000000
"'Hattiban, L'",L,33117499.99,Hattiban,29954545.45,6.5,7,2.5,W,35438823.53,14,35000000
"'Bhangal, K'",K,37338387.72,Bhangal,36653846.15,3.0,5,2.5,S,31992462.31,13,21000000
"'Bhaisepati, L'",L,33117499.99,Bhaisepati,42372340.43,3.5,5,2.5,W,35438823.53,16,30000000
"'Pasikot, K'",K,37338387.72,Pasikot,40950000.0,5.0,6,2.5,E,36431958.76,20,47500000
"'Bhaisepati, L'",L,33117499.99,Bhaisepati,42372340.43,4.0,6,2.5,E,36431958.76,13,31000000
"'Kusunti, L'",L,33117499.99,Kusunti,39500000.0,5.5,6,2.5,E,36431958.76,13,42500000
"'Kusunti, L'",L,33117499.99,Kusunti,39500000.0,3.2,6,2.5,E,36431958.76,13,35000000
"'Mandikatar, K'",K,37338387.72,Mandikatar,33409090.91,3.0,3,2.5,S,31992462.31,13,25000000
"'Dahachowk, K'",K,37338387.72,Dahachowk,12500000.0,2.5,5,2.5,S,31992462.31,13,12500000
"'Sital height, L'",L,33117499.99,Sital Height,33545454.55,2.3,5,2.5,NE,34112500.0,13,23000000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.5,6,2.5,E,36431958.76,16,29000000
"'Godawari, L'",L,33117499.99,Godawari,25062500.0,3.3,6,2.5,E,36431958.76,13,29000000
"'Khumaltar, L'",L,33117499.99,Khumaltar,44285714.29,5.5,6,2.5,E,36431958.76,20,47000000
"'Harisiddhi, L'",L,33117499.99,Harisiddhi,30884615.38,3.2,6,2.5,N,32362162.15,20,25000000
"'Ravi bhawan, K'",K,37338387.72,Ravi Bhawan,36000000.0,4.0,5,2.5,S,31992462.31,20,50000000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.0,4,2.5,E,36431958.76,13,29900000
"'Tikathali, L'",L,33117499.99,Tikathali,28607792.21,4.0,7,2.5,NW,33140350.88,13,35500000
"'Tikathali, L'",L,33117499.99,Tikathali,28607792.21,2.2,6,2.5,W,35438823.53,13,25000000
"'Khumaltar, L'",L,33117499.99,Khumaltar,44285714.29,5.2,5,2.5,SE,38727272.73,13,39000000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,4.0,8,2.5,E,36431958.76,13,42500000
"'Sital Height, L'",L,33117499.99,Sital Height,33545454.55,4.0,6,2.5,E,36431958.76,13,45500000
"'Bhaisepati, L'",L,33117499.99,Bhaisepati,42372340.43,4.5,4,2.5,E,36431958.76,20,45000000
"'Pasikot, K'",K,37338387.72,Pasikot,40950000.0,5.0,6,2.5,E,36431958.76,13,33500000
"'Lubhu, L'",L,33117499.99,Lubhu,20136363.64,3.2,4,2.5,NE,34112500.0,13,21500000
"'Hattigauda, K'",K,37338387.72,Hattigauda,35250000.0,6.5,4,2.5,W,35438823.53,16,36000000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,4.5,6,2.5,N,32362162.15,13,39500000
"'Pasikot, K'",K,37338387.72,Pasikot,40950000.0,4.1,6,2.5,N,32362162.15,13,42000000
"'Thali, K'",K,37338387.72,Thali,16250000.0,3.0,4,2.5,E,36431958.76,10,14000000
"'Khumaltar, L'",L,33117499.99,Khumaltar,44285714.29,10.0,5,2.5,NE,34112500.0,20,72500000
"'Bhaisepati, L'",L,33117499.99,Bhaisepati,42372340.43,5.5,4,2.5,N,32362162.15,13,65000000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.1,5,2.5,S,31992462.31,13,31500000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.1,5,2.5,S,31992462.31,13,29900000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.0,4,2.5,S,31992462.31,13,26500000
"'Tikathali, L'",L,33117499.99,Tikathali,28607792.21,2.3,3,2.5,S,31992462.31,14,25000000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.2,7,2.5,N,32362162.15,20,29000000
"'Bhangal, K'",K,37338387.72,Bhangal,36653846.15,5.0,4,2.5,W,35438823.53,30,40000000
"'Budhanilkantha, K'",K,37338387.72,Budhanilkantha,42703703.7,3.1,6,2.5,W,35438823.53,16,32500000
"'Budhanilkantha, K'",K,37338387.72,Budhanilkantha,42703703.7,7.0,4,2.5,E,36431958.76,13,48000000
"'Budhanilkantha, K'",K,37338387.72,Budhanilkantha,42703703.7,7.0,4,2.5,NE,34112500.0,13,50000000
"'Budhanilkantha, K'",K,37338387.72,Budhanilkantha,42703703.7,4.1,5,2.5,SE,38727272.73,14,38000000
"'Bhangal, K'",K,37338387.72,Bhangal,36653846.15,5.0,6,2.5,E,36431958.76,20,39500000
"'Kapan, K'",K,37338387.72,Kapan,30985714.29,4.5,5,2.5,SE,38727272.73,11,39500000
"'Mahalaxmi, L'",L,33117499.99,Mahalaxmi,27250000.0,3.0,7,2.5,W,35438823.53,20,23000000
"'Harisiddhi, L'",L,33117499.99,Harisiddhi,30884615.38,3.0,5,2.5,N,32362162.15,20,27500000
"'Bhangal, K'",K,37338387.72,Bhangal,36653846.15,5.0,5,2.5,E,36431958.76,16,47500000
"'Balkot, B'",B,28067676.77,Balkot,32108695.65,4.0,4,2.5,E,36431958.76,12,21500000
"'Balambu, K'",K,37338387.72,Balambu,24500000.0,4.5,4,2.5,W,35438823.53,13,28000000
"'Kapan, K'",K,37338387.72,Kapan,30985714.29,4.3,6,2.5,SE,38727272.73,13,29000000
"'Bhangal, K'",K,37338387.72,Bhangal,36653846.15,4.2,6,2.5,S,31992462.31,16,42500000
"'Nakhipot, L'",L,33117499.99,Nakhipot,40888888.89,3.3,5,2.5,NE,34112500.0,26,36000000
"'Bhangal, K'",K,37338387.72,Bhangal,36653846.15,6.0,7,2.5,N,32362162.15,13,50000000
"'Bhangal, K'",K,37338387.72,Bhangal,36653846.15,6.0,5,2.5,E,36431958.76,15,36000000
"'Raniban, K'",K,37338387.72,Raniban,40000000.0,5.0,7,2.5,SW,32763333.33,20,40000000
"'Kapan, K'",K,37338387.72,Kapan,30985714.29,4.1,6,2.5,E,36431958.76,14,38000000
"'Tokha, K'",K,37338387.72,Tokha,31000000.0,8.0,5,2.5,S,31992462.31,13,7000000
"'Chapali, K'",K,37338387.72,Chapali,42900000.0,4.1,6,2.5,E,36431958.76,20,41000000
"'Chapali, K'",K,37338387.72,Chapali,42900000.0,4.5,5,2.5,S,31992462.31,13,40000000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,4.15,7,2.5,S,31992462.31,13,41500000
"'Deuba Chowk, K'",K,37338387.72,Deuba Chowk,42500000.0,4.2,5,2.5,NE,34112500.0,20,43500000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,5.0,5,2.5,W,35438823.53,13,57500000
"'Satdobato, L'",L,33117499.99,Satdobato,29375000.0,3.1,4,2.5,SE,38727272.73,13,30000000
"'Kapan, K'",K,37338387.72,Kapan,30985714.29,4.0,6,2.5,SW,32763333.33,10,42500000
"'Tokha, K'",K,37338387.72,Tokha,31000000.0,5.1,6,2.5,SE,38727272.73,13,45000000
"'Kadaghari, K'",K,37338387.72,Kadaghari,22940000.0,3.0,6,2.5,S,31992462.31,13,24500000
"'Tikathali, L'",L,33117499.99,Tikathali,28607792.21,3.2,6,3.0,E,36431958.76,13,22500000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.1,5,3.0,E,36431958.76,13,32000000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.0,5,3.0,E,36431958.76,13,27500000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,4.2,6,3.0,S,31992462.31,16,29000000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.2,6,3.0,S,31992462.31,13,35500000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,5.1,5,3.0,S,31992462.31,13,55000000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,4.2,4,3.0,NW,33140350.88,13,29000000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,4.1,7,3.0,SW,32763333.33,10,33000000
"'Tikathali, L'",L,33117499.99,Tikathali,28607792.21,3.0,6,3.0,E,36431958.76,13,26000000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.2,5,3.0,S,31992462.31,20,26500000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.0,5,3.0,S,31992462.31,13,26500000
"'Mahalaxmi, L'",L,33117499.99,Mahalaxmi,27250000.0,3.1,7,3.0,N,32362162.15,20,31500000
"'Sital Height, L'",L,33117499.99,Sital Height,33545454.55,3.3,8,3.0,S,31992462.31,13,32000000
"'Manmaiju, K'",K,37338387.72,Manmaiju,27666666.67,5.0,9,3.0,S,31992462.31,13,24000000
"'Syuchatar, K'",K,37338387.72,Syuchatar,29785714.29,4.2,8,3.0,NE,34112500.0,12,23000000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,6.2,5,3.0,W,35438823.53,13,47500000
"'Lubhu, L'",L,33117499.99,Lubhu,20136363.64,5.2,5,3.0,NW,33140350.88,16,42500000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.2,6,3.0,S,31992462.31,13,29500000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.1,5,3.0,S,31992462.31,13,33500000
"'New Baneshwor, K'",K,37338387.72,New Baneshwor,52666666.67,2.2,7,3.0,E,36431958.76,4,27000000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.0,7,3.0,W,35438823.53,20,32500000
"'Baniyatar, K'",K,37338387.72,Baniyatar,33571428.57,2.2,5,3.0,NE,34112500.0,10,25000000
"'Pepsicola, K'",K,37338387.72,Pepsicola,37333333.33,5.5,1,3.0,SE,38727272.73,26,95000000
"'Pepsicola, K'",K,37338387.72,Pepsicola,37333333.33,2.3,6,3.0,E,36431958.76,26,32500000
"'Chabahil, K'",K,37338387.72,Chabahil,40000000.0,4.5,10,3.0,E,36431958.76,8,40000000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,4.5,5,3.0,NE,34112500.0,13,49500000
"'Tikathali, L'",L,33117499.99,Tikathali,28607792.21,2.3,5,3.0,E,36431958.76,13,22000000
"'Tikathali, L'",L,33117499.99,Tikathali,28607792.21,2.3,5,3.0,S,31992462.31,13,22500000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.0,5,3.0,NE,34112500.0,13,22500000
"'Tikathali, L'",L,33117499.99,Tikathali,28607792.21,3.0,6,3.0,E,36431958.76,13,25000000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,5.0,6,3.0,W,35438823.53,13,39500000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.1,5,3.0,N,32362162.15,13,32500000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,4.0,6,3.0,N,32362162.15,13,45500000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.1,4,3.0,N,32362162.15,13,32500000
"'Dhaneshwor, K'",K,37338387.72,Dhaneshwor,27500000.0,4.0,8,3.0,S,31992462.31,10,29000000
"'Dhalmal, K'",K,37338387.72,Dhalmal,28000000.0,3.1,5,3.0,S,31992462.31,13,30000000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.0,3,3.0,NE,34112500.0,12,27000000
"'Tikathali, L'",L,33117499.99,Tikathali,28607792.21,3.0,6,3.0,NW,33140350.88,13,23500000
"'Suntol, L'",L,33117499.99,Suntol,34000000.0,4.0,6,3.0,E,36431958.76,13,34000000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.0,6,3.0,E,36431958.76,13,26500000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.0,5,3.0,N,32362162.15,13,35000000
"'Imadol, L'",L,33117499.99,Imadol,34421111.1,3.5,5,3.0,W,35438823.53,13,34500000
