Location,Land Area,Bedrooms,Floor,Facing,Road Access,Price
"Ekatabasti, K'",5.0,7,3.0,SE,13,29900000.0
"Dhapasi, K'",5.0,4,3.0,NE,20,33500000.0
"Balkhu, K'",4.5,3,3.0,E,20,23000000.0
"Swayambhu, K'",3.1,5,3.0,NE,13,20600000.0
"Manohara, K'",4.0,5,3.0,W,26,26000000.0
"Budhanilkantha, K'",7.0,4,3.0,SE,15,45000000.0
"Guheshwori, K'",4.0,8,3.0,NE,16,28500000.0
"Imadol, L'",2.3,2,1.0,E,13,11000000.0
"Imadol, L'",3.1,4,3.0,E,20,19200000.0
"Ekatabasti, K'",5.5,5,3.0,E,13,36000000.0
"Sitapaila, K'",3.1,4,3.0,N,13,18000000.0
"Tokha, K'",4.0,6,3.0,E,13,23000000.0
"Mandikhatar, K'",3.14,6,3.0,SE,13,19900000.0
"Samakhusi, K'",4.0,7,4.0,E,14,40000000.0
"Bhangal, K'",3.5,5,3.0,S,13,21500000.0
"Dhumbarahi, K'",8.0,7,3.0,E,13,62000000.0
"Budhanilkantha, K'",5.5,4,2.0,E,15,32500000.0
"Golfutar, K'",7.0,4,2.0,E,15,35000000.0
"Budhanilkantha, K'",4.2,4,2.0,E,14,31000000.0
"Sukedhara, K'",3.3,4,2.0,E,18,32500000.0
"Mandikhatar, K'",3.1,4,3.0,E,15,20000000.0
"Golfutar, K'",4.0,4,3.0,E,30,32500000.0
"Budhanilkantha, K'",5.0,10,3.0,N,15,22000000.0
"Budhanilkantha, K'",6.0,4,3.0,E,33,35000000.0
"Banasthali, K'",5.0,7,4.0,S,16,37000000.0
"Imadol, L'",3.0,2,2.0,W,5,6500000.0
"Ekatabasti, K'",4.5,7,3.0,E,13,27500000.0
"Golfutar, K'",3.0,6,3.0,E,13,18000000.0
"Kusunti, L'",5.2,4,3.0,NW,13,38500000.0
"Mulpani, K'",4.0,4,4.0,E,22,35000000.0
"Pepsicola, K'",2.5,4,3.0,SE,13,13500000.0
"Kapan, K'",2.05,6,3.0,E,12,32500000.0
"Satdobato, L'",10.0,3,2.0,E,20,70000000.0
"Shantinagar, K'",9.2,4,3.0,E,20,70000000.0
"Imadol, L'",2.3,3,3.0,NE,10,13500000.0
"Imadol, L'",3.0,2,1.0,NE,12,12000000.0
"Mandikhatar, K'",5.0,6,3.0,E,13,27800000.0
"Golfutar, K'",10.0,6,3.0,E,20,56000000.0
"Budhanilkantha, K'",8.1,6,3.0,SE,15,44500000.0
"Banasthali, K'",3.0,8,3.0,S,10,19000000.0
"Kadaghari, K'",2.2,3,1.0,N,4,7500000.0
"Imadol, L'",3.3,7,3.0,S,13,22500000.0
"Baneshwor, K'",7.0,7,2.0,SE,10,50000000.0
"Balaju, K'",3.0,7,4.0,N,13,25000000.0
"Kaushaltar, B'",7.2,5,3.0,E,15,30000000.0
"Bansbari, K'",5.0,2,3.0,S,13,28000000.0
"Bhangal, K'",3.5,5,3.0,E,13,21500000.0
"Budhanilkantha, K'",5.0,7,3.0,E,20,25500000.0
"Banasthali, K'",5.3,5,3.0,N,20,39500000.0
"Chabahil, K'",5.1,2,1.0,S,12,18000000.0
"Sitapaila, K'",3.0,3,3.0,E,14,22000000.0
"Maharajgunj, K'",6.5,5,2.0,E,15,62500000.0
"Dhapasi, K'",8.0,6,3.0,SW,20,45000000.0
"Kapan, K'",5.0,6,3.0,E,14,22000000.0
"Tikathali, L'",4.0,3,2.0,W,13,17000000.0
"Budhanilkantha, K'",4.0,10,4.0,S,30,30000000.0
"Thaiba, L'",4.0,4,3.0,E,13,19000000.0
"Tarakeshwar, K'",2.2,1,1.0,NW,10,12000000.0
"Harisiddhi, L'",3.0,8,3.0,N,20,15500000.0
"Samakhusi, K'",4.0,5,3.0,E,15,44000000.0
"Bhangal, K'",4.5,6,3.0,E,20,28500000.0
"Samakhusi, K'",5.0,11,4.0,N,13,30000000.0
"Maharajgunj, K'",6.5,5,3.0,E,15,65000000.0
"Dhapasi, K'",6.2,6,3.0,W,32,35000000.0
"Anamnagar, K'",5.0,5,4.0,E,12,33000000.0
"Samakhusi, K'",3.0,9,3.0,S,13,22500000.0
"Samakhusi, K'",4.0,6,3.0,W,13,27500000.0
"Imadol, L'",4.0,6,3.0,SE,13,23800000.0
"Swayambhu, K'",4.0,10,3.0,S,12,23000000.0
"Nakhu, L'",1.1,4,3.0,SW,16,26500000.0
"Budhanilkantha, K'",8.1,5,2.0,E,13,41000000.0
"Budhanilkantha, K'",4.5,6,3.0,E,13,25500000.0
"Pepsicola, K'",1.1,6,3.0,S,30,32000000.0
"Gothatar, K'",2.2,8,3.0,W,13,14000000.0
"Kadaghari, K'",3.0,5,3.0,E,12,17000000.0
"Imadol, L'",3.0,2,1.0,NE,13,10000000.0
"Imadol, L'",3.2,9,4.0,NW,33,30000000.0
"Kadaghari, K'",5.0,11,2.0,W,15,22000000.0
"Kadaghari, K'",2.2,7,2.0,N,13,13200000.0
"Imadol, L'",3.2,5,3.0,N,13,19500000.0
"Kapan, K'",4.0,11,3.0,E,13,26500000.0
"Kapan, K'",4.0,11,3.0,N,13,25500000.0
"Naikap, K'",6.3,5,3.0,S,15,29500000.0
"Imadol, L'",2.2,4,3.0,S,13,15000000.0
"Imadol, L'",3.0,4,3.0,SE,10,19000000.0
"Imadol, L'",3.3,4,3.0,S,20,23500000.0
"Imadol, L'",3.0,5,3.0,NW,11,18000000.0
"Imadol, L'",3.1,3,3.0,S,13,18500000.0
"Tokha, K'",4.2,7,3.0,SE,10,24500000.0
"Sanepa, L'",3.0,2,1.0,W,13,4800000.0
"Baghdol, L'",1.0,4,2.0,W,20,19500000.0
"Nakhu, L'",4.0,4,2.0,E,16,26500000.0
"Budhanilkantha, K'",3.0,2,3.0,W,12,15000000.0
"Bazar, K'",3.0,3,3.0,E,20,40000000.0
"Manamaiju, K'",2.2,4,3.0,E,10,13500000.0
"Imadol, L'",3.0,3,1.0,N,14,11000000.0
"Maharajgunj, K'",9.0,5,3.0,N,13,70000000.0
"Bhangal, K'",3.5,5,3.0,E,14,17900000.0
"Bhangal, K'",7.0,5,3.0,SW,15,34500000.0
"Basundhara, K'",7.0,7,3.0,E,20,41000000.0
"Koteshwor, K'",1.5,7,4.0,E,26,18500000.0
"Hattigauda, K'",6.0,9,5.0,S,14,36500000.0
"Bhangal, K'",3.5,5,2.0,W,13,21000000.0
"Kapan, K'",3.5,2,1.0,N,12,7500000.0
"Imadol, L'",3.3,2,1.0,E,13,13000000.0
"Tokha, K'",3.1,5,3.0,S,12,17800000.0
"Budhanilkantha, K'",3.5,5,3.0,NE,12,21800000.0
"Basundhara, K'",3.1,4,2.0,S,15,23000000.0
"Kadaghari, K'",4.0,5,3.0,W,12,29000000.0
"Dhapasi, K'",1.0,3,2.0,N,20,70000000.0
"Shantinagar, K'",6.2,6,3.0,N,10,42500000.0
"Pasikot, K'",4.0,5,3.0,W,20,30000000.0
"Jhamsikhel, L'",1.9,2,1.0,E,20,12000000.0
"Kirtipur, K'",4.2,6,3.0,S,12,25000000.0
"Gurjudhara, K'",4.1,6,2.0,SE,11,17000000.0
"Sanepa, L'",4.0,4,3.0,N,13,30000000.0
"Bhangal, K'",4.0,6,3.0,NW,15,24000000.0
"Bhangal, K'",4.0,6,3.0,SE,14,24000000.0
"Imadol, L'",3.0,5,3.0,E,13,21000000.0
"Tokha, K'",4.0,5,3.0,S,26,27500000.0
"Nepaltar, K'",4.0,11,3.0,N,13,24000000.0
"Bhaisepati, L'",4.2,3,3.0,SW,18,28500000.0
"Budhanilkantha, K'",10.0,4,3.0,E,15,62000000.0
"Basundhara, K'",6.0,6,4.0,S,15,42500000.0
"Hattigauda, K'",4.0,5,3.0,E,30,24500000.0
"Basundhara, K'",8.0,6,3.0,SW,15,45000000.0
"Baluwatar, K'",4.0,5,3.0,S,15,34000000.0
"Jorpati, K'",7.89,4,3.0,E,12,21500000.0
"Joranku, K'",3.0,5,3.0,W,8,15900000.0
"Gurjudhara, K'",3.1,2,1.0,W,10,8500000.0
"Budhanilkantha, K'",5.0,4,3.0,NE,15,30500000.0
"Sukedhara, K'",3.0,6,2.0,N,14,21000000.0
"Tikathali, L'",3.2,6,3.0,E,12,22500000.0
"Budhanilkantha, K'",3.3,3,3.0,E,20,33000000.0
"Sukedhara, K'",6.0,5,2.5,S,15,40000000.0
"Kapan, K'",3.0,2,1.0,S,10,10600000.0
"Bhaisepati, L'",5.5,4,3.0,E,15,19000000.0
"Basundhara, K'",5.0,5,3.0,S,14,39000000.0
"Budhanilkantha, K'",10.0,4,2.0,S,13,39000000.0
"Banasthali, K'",10.0,4,3.0,S,12,70000000.0
"Budhanilkantha, K'",8.31,5,3.0,E,12,35000000.0
"Makalbari, K'",3.2,2,1.0,SW,12,10500000.0
"Kapan, K'",3.0,3,3.0,N,10,12500000.0
"Khumaltar, L'",4.0,6,3.0,S,14,19500000.0
"Kalanki, K'",6.1,7,3.0,E,14,38000000.0
"Sitapaila, K'",7.0,4,3.0,SE,20,29500000.0
"Bouddha, K'",3.1,10,3.0,S,20,22000000.0
"Dadhikot, B'",4.0,12,4.0,SE,20,22500000.0
"Sitapaila, K'",3.5,3,3.0,S,13,18000000.0
"Sukedhara, K'",6.3,9,4.0,E,12,34500000.0
"Tokha, K'",3.0,2,1.0,N,13,11500000.0
"Basundhara, K'",5.0,2,3.0,N,14,37500000.0
"Bhangal, K'",4.2,4,3.0,S,26,32500000.0
"Balkot, B'",7.0,2,1.0,E,13,25000000.0
"Budhanilkantha, K'",7.0,4,3.0,S,20,57500000.0
"Dallu, K'",3.1,8,3.0,W,20,29000000.0
"Budhanilkantha, K'",3.1,7,2.0,N,15,17800000.0
"Golfutar, K'",4.0,5,2.5,SW,15,29000000.0
"Tokha, K'",3.1,4,2.0,W,13,14200000.0
"Kapan, K'",5.0,2,1.0,S,11,15000000.0
"Baniyatar, K'",3.1,6,3.0,S,10,16500000.0
"Tokha, K'",7.5,6,3.0,W,15,53000000.0
"Tokha, K'",8.0,6,3.0,SE,12,43000000.0
"Baniyatar, K'",4.0,10,3.0,N,16,35000000.0
"Nakhu, L'",4.2,4,2.5,NW,14,25500000.0
"Imadol, L'",3.5,5,3.0,S,13,16500000.0
"Sukedhara, K'",5.1,10,3.0,E,14,31800000.0
"Sukedhara, K'",3.1,3,2.0,SW,24,19000000.0
"Bhaisepati, L'",6.5,5,3.0,N,16,44500000.0
"Hattigauda, K'",5.0,5,3.0,S,15,32000000.0
"Golfutar, K'",4.1,5,3.0,NE,12,28500000.0
"Basundhara, K'",4.3,5,3.0,E,12,26000000.0
"Nagdaha, L'",3.2,4,2.0,W,15,9500000.0
"Sitapaila, K'",5.0,6,3.0,N,13,25000000.0
"Thankot, K'",4.0,5,3.0,S,16,17500000.0
"Goldhunga, K'",2.5,3,1.0,W,10,6500000.0
"Kadaghari, K'",3.0,3,1.0,NE,13,12500000.0
"Imadol, L'",3.5,2,1.0,E,20,14200000.0
"Budhanilkantha, K'",3.2,2,1.0,W,12,12800000.0
"Jorpati, K'",3.0,9,5.0,E,36,39000000.0
"Budhanilkantha, K'",4.0,10,3.0,S,13,27500000.0
"Jorpati, K'",3.0,9,3.0,SW,10,16500000.0
"Budhanilkantha, K'",5.0,5,3.0,SE,13,32000000.0
"Dhapasi, K'",3.1,4,3.0,E,13,17000000.0
"Budhanilkantha, K'",3.2,3,2.0,S,13,13000000.0
"Kaushaltar, B'",3.5,10,4.0,E,20,19500000.0
"Sitapaila, K'",5.0,4,3.0,S,20,23000000.0
"Jhamsikhel, L'",3.0,5,3.0,S,20,35000000.0
"Bhaisepati, L'",10.0,5,3.0,SW,13,70000000.0
"Dhapasi, K'",4.0,3,2.0,E,20,23500000.0
"Imadol, L'",3.3,7,3.0,SW,13,22500000.0
"Khumaltar, L'",10.0,5,3.0,S,20,60000000.0
"Bharyang, K'",3.5,5,3.0,W,12,22700000.0
"Basundhara, K'",3.5,9,3.0,SE,12,19800000.0
"Raniban, K'",6.0,7,3.0,E,14,33500000.0
"Budhanilkantha, K'",4.5,6,3.0,W,13,25000000.0
"Samakhusi, K'",4.2,10,3.0,S,20,34500000.0
"Bhaisepati, L'",8.0,4,3.0,S,16,39077000.0
"Khumaltar, L'",1.78,6,4.0,SW,13,37500000.0
"Chundevi, K'",4.0,8,4.0,SW,14,31000000.0
"Ekantakuna, L'",3.0,5,3.0,W,22,27000000.0
"Dhobighat, L'",8.0,4,3.0,E,20,40000000.0
"Budhanilkantha, K'",4.0,4,3.0,W,13,21500000.0
"Jorpati, K'",3.2,4,1.0,E,12,12000000.0
"Tikathali, L'",3.1,10,3.0,E,10,14500000.0
"Kapan, K'",4.0,7,3.0,S,16,24000000.0
"Kapan, K'",4.0,11,3.0,S,20,20400000.0
"Mulpani, K'",3.1,7,5.0,SE,14,16000000.0
"Tikathali, L'",3.2,4,1.0,W,10,9000000.0
"Basundhara, K'",2.3,3,3.0,SE,12,19500000.0
"Kapan, K'",3.2,4,3.0,E,13,17000000.0
"Kapan, K'",3.2,1,3.0,W,13,20000000.0
"Pasikot, K'",3.2,6,3.0,N,12,17500000.0
"Bhangal, K'",4.0,4,3.0,E,13,25000000.0
"Bafal, K'",4.5,4,3.0,W,13,26500000.0
"Dhumbarahi, K'",4.1,8,3.0,S,13,32500000.0
"Makalbari, K'",3.1,7,4.0,SW,14,21500000.0
"Mhaipi, K'",7.0,8,4.0,NW,15,38000000.0
"Dhapasi, K'",4.3,7,4.0,N,12,25000000.0
"Dallu, K'",3.0,15,4.0,N,20,24000000.0
"Tokha, K'",3.2,8,4.0,W,20,17000000.0
"Gongabu, K'",4.3,5,3.0,N,16,26000000.0
"Kalanki, K'",3.0,3,3.0,SW,12,13500000.0
"Budhanilkantha, K'",4.0,6,3.0,E,20,22800000.0
"Basundhara, K'",1.0,3,3.0,E,12,26000000.0
"Sukedhara, K'",4.0,6,4.0,S,12,27500000.0
"Mandikhatar, K'",3.13,4,3.0,E,12,22500000.0
"Hattigauda, K'",6.5,5,3.0,W,15,30000000.0
"Baluwatar, K'",6.0,6,3.0,NE,12,51500000.0
"Sitapaila, K'",1.0,11,3.0,W,20,15000000.0
"Basundhara, K'",9.6,11,3.0,S,14,45000000.0
"Sukedhara, K'",5.0,11,3.0,E,15,33000000.0
"Dhumbarahi, K'",7.0,12,4.0,E,13,40000000.0
"Bhangal, K'",3.1,9,3.0,S,13,18200000.0
"Budhanilkantha, K'",1.17,5,3.0,E,13,19200000.0
"Budhanilkantha, K'",3.5,12,4.0,E,13,17700000.0
"Budhanilkantha, K'",6.0,10,3.0,W,13,29800000.0
"Budhanilkantha, K'",3.5,9,3.0,NW,13,21000000.0
"Budhanilkantha, K'",6.0,6,3.0,SE,13,34000000.0
"Chandol, K'",1.75,6,3.0,SE,14,40000000.0
"Budhanilkantha, K'",3.0,10,3.0,SW,13,16800000.0
"Dhapakhel, L'",3.0,3,3.0,S,10,12500000.0
"Balaju, K'",3.2,5,2.0,NW,13,14200000.0
"Satdobato, L'",3.0,5,3.0,N,16,20000000.0
"Sundarbasti, K'",3.2,5,3.0,E,13,19500000.0
"Swayambhu, K'",3.1,4,2.0,S,18,21000000.0
"Samakhusi, K'",3.0,6,4.0,N,10,22500000.0
"Chabahil, K'",4.0,5,3.0,SW,12,37000000.0
"Ramkot, K'",3.0,4,3.0,E,20,19000000.0
"Sitapaila, K'",9.0,5,3.0,E,12,45000000.0
"Tarakeshwar, K'",4.0,6,3.0,S,12,16500000.0
"Gongabu, K'",4.2,10,5.0,W,10,29000000.0
"Kadaghari, K'",3.2,6,3.5,SE,13,36000000.0
"Pepsicola, K'",3.2,10,3.0,E,13,24000000.0
"Kadaghari, K'",3.0,4,1.0,E,13,12000000.0
"Joranku, K'",3.2,3,3.0,S,10,15000000.0
"Sitapaila, K'",5.0,4,3.0,E,13,20000000.0
"Imadol, L'",3.0,4,3.0,SE,13,16000000.0
"Gongabu, K'",2.2,9,4.0,N,9,31000000.0
"Samakhusi, K'",2.2,5,3.0,S,16,20500000.0
"Bharyang, K'",4.0,4,3.0,E,12,26000000.0
"Lazimpat, K'",4.6,3,3.0,S,20,17500000.0
"Dhapakhel, L'",4.0,4,3.0,S,13,25000000.0
"Budhanilkantha, K'",4.0,3,2.0,SW,18,28500000.0
"Lubhu, L'",5.0,4,2.0,SE,13,14500000.0
"Sundarbasti, K'",5.0,6,3.0,SE,13,27500000.0
"Chabahil, K'",4.5,10,3.0,W,20,35000000.0
"Syuchatar, K'",3.0,5,3.0,N,20,20000000.0
"Tripureshwor, K'",8.5,3,4.0,SE,13,25000000.0
"Balkhu, K'",9.0,7,3.0,S,10,49500000.0
"Kirtipur, K'",6.0,4,2.0,SE,20,18000000.0
"Hattisar, K'",3.0,6,3.0,W,20,43500000.0
"Lokanthali, B'",7.1,14,3.0,E,14,35000000.0
"Bharyang, K'",6.0,3,2.0,NW,20,70000000.0
"Kalanki, K'",7.0,8,3.0,E,14,41500000.0
"Thapathali, K'",4.0,5,2.0,E,14,40100000.0
"Mulpani, K'",3.0,5,3.0,N,10,16500000.0
"Dhapasi, K'",5.0,4,3.0,W,15,26000000.0
"Harisiddhi, L'",7.1,8,3.5,E,10,33000000.0
"Hattigauda, K'",7.0,4,2.0,E,13,55000000.0
"Jhamsikhel, L'",2.0,2,1.0,E,20,12500000.0
"Bhaisepati, L'",1.9,3,4.0,NW,28,13000000.0
"Lokanthali, B'",7.0,6,3.0,NE,18,35000000.0
"Sitapaila, K'",2.5,4,2.0,NE,13,12000000.0
"Budhanilkantha, K'",8.0,5,2.0,E,12,27000000.0
