Location,District,District_PriceCode,Area,Area_PriceCode,Land Area,Bedrooms,Road Access,Facing,Facing_PriceCode,Price
"'Kitani, L'",L,35415524.19,Kitani,32500000,3.1,4,22,N,38826844.25,32500000
"'Mandikatar, K'",K,42844536.71,Mandikatar,33409090.91,6.6,5,10,NW,33140350.88,55000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,5.5,5,13,W,36390395.48,37500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,4,5,13,N,38826844.25,46000000
"'Tokha, K'",K,42844536.71,Tokha,32214285.71,6.1,5,20,SW,40332835.82,57500000
"'Mandikatar, K'",K,42844536.71,Mandikatar,33409090.91,4.1,2,16,W,36390395.48,45000000
"'Bhangal, K'",K,42844536.71,Bhangal,36653846.15,4.1,6,12,E,41179677.42,39500000
"'Godawari, L'",L,35415524.19,Godawari,32611111.11,62,5,28,S,35650000,93000000
"'Sukedhara, K'",K,42844536.71,Sukedhara,46750000,6,2,12,S,35650000,50000000
"'Bansbari, K'",K,42844536.71,Bansbari,50666666.67,4.5,4,13,E,41179677.42,52000000
"'Thankot, K'",K,42844536.71,Thankot,21000000,4,7,12,SW,40332835.82,16000000
"'Hattiban, L'",L,35415524.19,Hattiban,29954545.45,2.5,3,13,S,35650000,19500000
"'Harisiddhi, L'",L,35415524.19,Harisiddhi,34035714.29,3,4,13,S,35650000,23500000
"'Dhapakhel, L'",L,35415524.19,Dhapakhel,37142857.14,3,4,20,S,35650000,24500000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,3,6,13,S,35650000,28000000
"'Bhaisepati, L'",L,35415524.19,Bhaisepati,48360000,6,6,10,N,38826844.25,41000000
"'Syuchatar, K'",K,42844536.71,Syuchatar,29785714.29,5.1,4,12,W,36390395.48,31500000
"'Safaray Dhunga, K'",K,42844536.71,Safaray Dhunga,36666666.67,6,4,16,NE,39629508.2,50000000
"'Bhangal, K'",K,42844536.71,Bhangal,36653846.15,5.5,3,13,NE,39629508.2,50000000
"'Bhaisepati, L'",L,35415524.19,Bhaisepati,48360000,5.5,6,16,E,41179677.42,52500000
"'Bhaisepati, L'",L,35415524.19,Bhaisepati,48360000,4.3,6,14,W,36390395.48,27000000
"'Safaray Dhunga, K'",K,42844536.71,Safaray Dhunga,36666666.67,4,8,13,S,35650000,32500000
"'Harisiddhi, L'",L,35415524.19,Harisiddhi,34035714.29,7,6,13,E,41179677.42,40000000
"'Kapan, K'",K,42844536.71,Kapan,31736111.11,3.3,4,15,SE,41607843.14,24000000
"'Bhaisepati, L'",L,35415524.19,Bhaisepati,48360000,4.2,5,20,E,41179677.42,43500000
"'Sundar basti, K'",K,42844536.71,Sundar Basti,40000000,5,2,13,SE,41607843.14,40000000
"'Bansbari, K'",K,42844536.71,Bansbari,50666666.67,5.3,5,13,E,41179677.42,60000000
"'Hattiban, L'",L,35415524.19,Hattiban,29954545.45,2.3,4,13,S,35650000,23000000
"'Jhamsikhel, L'",L,35415524.19,Jhamsikhel,42000000,3.1,6,14,N,38826844.25,42000000
"'Bhaisepati, L'",L,35415524.19,Bhaisepati,48360000,5.5,5,20,SE,41607843.14,67500000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,6,5,13,SE,41607843.14,49000000
"'Sitapaila, K'",K,42844536.71,Sitapaila,33166666.67,3,3,20,S,35650000,18000000
"'Baluwakhani, K'",K,42844536.71,Baluwakhani,37500000,5.1,6,20,E,41179677.42,47500000
"'Budhanilkantha, K'",K,42844536.71,Budhanilkantha,53966666.67,4,6,13,NE,39629508.2,35000000
"'Jorpati, K'",K,42844536.71,Jorpati,27136363.64,4.5,6,13,E,41179677.42,43500000
"'Safaray Dhunga, K'",K,42844536.71,Safaray Dhunga,36666666.67,3.5,4,13,E,41179677.42,27500000
"'Shantinagar, K'",K,42844536.71,Shantinagar,52500000,4.1,7,20,E,41179677.42,57500000
"'Nakkhu, L'",L,35415524.19,Nakkhu,35566666.67,4,7,12,E,41179677.42,39000000
"'Shantinagar, K'",K,42844536.71,Shantinagar,52500000,4.5,6,20,E,41179677.42,45000000
"'Mahadevsthan, K'",K,42844536.71,Mahadevsthan,24500000,4.5,4,15,W,36390395.48,24500000
"'Dhapakhel, L'",L,35415524.19,Dhapakhel,37142857.14,5,6,13,NE,39629508.2,39500000
"'Dhumbarahi, K'",K,42844536.71,Dhumbarahi,37685714.29,3.5,6,6,NE,39629508.2,21500000
"'Thaiba, L'",L,35415524.19,Thaiba,30500000,4.5,4,13,S,35650000,21000000
"'Hattiban, L'",L,35415524.19,Hattiban,29954545.45,6.5,7,14,W,36390395.48,35000000
"'Bhangal, K'",K,42844536.71,Bhangal,36653846.15,3,5,13,S,35650000,21000000
"'Bhaisepati, L'",L,35415524.19,Bhaisepati,48360000,3.5,5,16,W,36390395.48,30000000
"'Pasikot, K'",K,42844536.71,Pasikot,51625000,5,6,20,E,41179677.42,47500000
"'Bhaisepati, L'",L,35415524.19,Bhaisepati,48360000,4,6,13,E,41179677.42,31000000
"'Kusunti, L'",L,35415524.19,Kusunti,39500000,5.5,6,13,E,41179677.42,42500000
"'Kusunti, L'",L,35415524.19,Kusunti,39500000,3.2,6,13,E,41179677.42,35000000
"'Mandikatar, K'",K,42844536.71,Mandikatar,33409090.91,3,3,13,S,35650000,25000000
"'Dahachowk, K'",K,42844536.71,Dahachowk,12500000,2.5,5,13,S,35650000,12500000
"'Sital height, L'",L,35415524.19,Sital Height,33545454.55,2.3,5,13,NE,39629508.2,23000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.5,6,16,E,41179677.42,29000000
"'Godawari, L'",L,35415524.19,Godawari,32611111.11,3.3,6,13,E,41179677.42,29000000
"'Khumaltar, L'",L,35415524.19,Khumaltar,44285714.29,5.5,6,20,E,41179677.42,47000000
"'Harisiddhi, L'",L,35415524.19,Harisiddhi,34035714.29,3.2,6,20,N,38826844.25,25000000
"'Ravi bhawan, K'",K,42844536.71,Ravi Bhawan,36000000,4,5,20,S,35650000,50000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3,4,13,E,41179677.42,29900000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,4,7,13,NW,33140350.88,35500000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,2.2,6,13,W,36390395.48,25000000
"'Khumaltar, L'",L,35415524.19,Khumaltar,44285714.29,5.2,5,13,SE,41607843.14,39000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,4,8,13,E,41179677.42,42500000
"'Sital Height, L'",L,35415524.19,Sital Height,33545454.55,4,6,13,E,41179677.42,45500000
"'Bhaisepati, L'",L,35415524.19,Bhaisepati,48360000,4.5,4,20,E,41179677.42,45000000
"'Pasikot, K'",K,42844536.71,Pasikot,51625000,5,6,13,E,41179677.42,33500000
"'Lubhu, L'",L,35415524.19,Lubhu,21756521.74,3.2,4,13,NE,39629508.2,21500000
"'Hattigauda, K'",K,42844536.71,Hattigauda,44666666.67,6.5,4,16,W,36390395.48,36000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,4.5,6,13,N,38826844.25,39500000
"'Pasikot, K'",K,42844536.71,Pasikot,51625000,4.1,6,13,N,38826844.25,42000000
"'Thali, K'",K,42844536.71,Thali,16250000,3,4,10,E,41179677.42,14000000
"'Khumaltar, L'",L,35415524.19,Khumaltar,44285714.29,10,5,20,NE,39629508.2,72500000
"'Bhaisepati, L'",L,35415524.19,Bhaisepati,48360000,5.5,4,13,N,38826844.25,65000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.1,5,13,S,35650000,31500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.1,5,13,S,35650000,29900000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3,4,13,S,35650000,26500000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,2.3,3,14,S,35650000,25000000
"'Chyasundol, K'",K,42844536.71,Chyasundol,70833333.33,17,6,20,E,41179677.42,155000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.2,7,20,N,38826844.25,29000000
"'Bhangal, K'",K,42844536.71,Bhangal,36653846.15,5,4,30,W,36390395.48,40000000
"'Budhanilkantha, K'",K,42844536.71,Budhanilkantha,53966666.67,3.1,6,16,W,36390395.48,32500000
"'Manbhawan, L'",L,35415524.19,Manbhawan,148250000,16,5,13,SW,40332835.82,144000000
"'Budhanilkantha, K'",K,42844536.71,Budhanilkantha,53966666.67,7,4,13,E,41179677.42,48000000
"'Budhanilkantha, K'",K,42844536.71,Budhanilkantha,53966666.67,7,4,13,NE,39629508.2,50000000
"'Budhanilkantha, K'",K,42844536.71,Budhanilkantha,53966666.67,4.1,5,14,SE,41607843.14,38000000
"'Bhangal, K'",K,42844536.71,Bhangal,36653846.15,5,6,20,E,41179677.42,39500000
"'Kapan, K'",K,42844536.71,Kapan,31736111.11,4.5,5,11,SE,41607843.14,39500000
"'Mahalaxmi, L'",L,35415524.19,Mahalaxmi,27250000,3,7,20,W,36390395.48,23000000
"'Harisiddhi, L'",L,35415524.19,Harisiddhi,34035714.29,3,5,20,N,38826844.25,27500000
"'Bhangal, K'",K,42844536.71,Bhangal,36653846.15,5,5,16,E,41179677.42,47500000
"'Balkot, B'",B,30804807.69,Balkot,39574074.07,4,4,12,E,41179677.42,21500000
"'Balambu, K'",K,42844536.71,Balambu,24500000,4.5,4,13,W,36390395.48,28000000
"'Kapan, K'",K,42844536.71,Kapan,31736111.11,4.3,6,13,SE,41607843.14,29000000
"'Bhangal, K'",K,42844536.71,Bhangal,36653846.15,4.2,6,16,S,35650000,42500000
"'Nakhipot, L'",L,35415524.19,Nakhipot,40888888.89,3.3,5,26,NE,39629508.2,36000000
"'Bhangal, K'",K,42844536.71,Bhangal,36653846.15,6,7,13,N,38826844.25,50000000
"'Bhangal, K'",K,42844536.71,Bhangal,36653846.15,6,5,15,E,41179677.42,36000000
"'Raniban, K'",K,42844536.71,Raniban,40000000,5,7,20,SW,40332835.82,40000000
"'Kapan, K'",K,42844536.71,Kapan,31736111.11,4.1,6,14,E,41179677.42,38000000
"'Tokha, K'",K,42844536.71,Tokha,32214285.71,8,5,13,S,35650000,7000000
"'Chapali, K'",K,42844536.71,Chapali,42900000,4.1,6,20,E,41179677.42,41000000
"'Chapali, K'",K,42844536.71,Chapali,42900000,4.5,5,13,S,35650000,40000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,4.15,7,13,S,35650000,41500000
"'Deuba Chowk, K'",K,42844536.71,Deuba Chowk,42500000,4.2,5,20,NE,39629508.2,43500000
"'Dadhikot, B'",B,30804807.69,Dadhikot,44083333.33,13,5,26,N,38826844.25,95000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,5,5,13,W,36390395.48,57500000
"'Satdobato, L'",L,35415524.19,Satdobato,62916666.67,3.1,4,13,SE,41607843.14,30000000
"'Kapan, K'",K,42844536.71,Kapan,31736111.11,4,6,10,SW,40332835.82,42500000
"'Tokha, K'",K,42844536.71,Tokha,32214285.71,5.1,6,13,SE,41607843.14,45000000
"'Kadaghari, K'",K,42844536.71,Kadaghari,22940000,3,6,13,S,35650000,24500000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,3.2,6,13,E,41179677.42,22500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.1,5,13,E,41179677.42,32000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3,5,13,E,41179677.42,27500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,4.2,6,16,S,35650000,29000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.2,6,13,S,35650000,35500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,5.1,5,13,S,35650000,55000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,4.2,4,13,NW,33140350.88,29000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,4.1,7,10,SW,40332835.82,33000000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,3,6,13,E,41179677.42,26000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.2,5,20,S,35650000,26500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3,5,13,S,35650000,26500000
"'Mahalaxmi, L'",L,35415524.19,Mahalaxmi,27250000,3.1,7,20,N,38826844.25,31500000
"'Sital Height, L'",L,35415524.19,Sital Height,33545454.55,3.3,8,13,S,35650000,32000000
"'Manmaiju, K'",K,42844536.71,Manmaiju,27666666.67,5,9,13,S,35650000,24000000
"'Syuchatar, K'",K,42844536.71,Syuchatar,29785714.29,4.2,8,12,NE,39629508.2,23000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,6.2,5,13,W,36390395.48,47500000
"'Lubhu, L'",L,35415524.19,Lubhu,21756521.74,5.2,5,16,NW,33140350.88,42500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.2,6,13,S,35650000,29500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.1,5,13,S,35650000,33500000
"'New Baneshwor, K'",K,42844536.71,New Baneshwor,65750000,2.2,7,4,E,41179677.42,27000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3,7,20,W,36390395.48,32500000
"'Baniyatar, K'",K,42844536.71,Baniyatar,33571428.57,2.2,5,10,NE,39629508.2,25000000
"'Pepsicola, K'",K,42844536.71,Pepsicola,37333333.33,5.5,1,26,SE,41607843.14,95000000
"'Pepsicola, K'",K,42844536.71,Pepsicola,37333333.33,2.3,6,26,E,41179677.42,32500000
"'Chabahil, K'",K,42844536.71,Chabahil,91250000,4.5,10,8,E,41179677.42,40000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,4.5,5,13,NE,39629508.2,49500000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,2.3,5,13,E,41179677.42,22000000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,2.3,5,13,S,35650000,22500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3,5,13,NE,39629508.2,22500000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,3,6,13,E,41179677.42,25000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,5,6,13,W,36390395.48,39500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.1,5,13,N,38826844.25,32500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,4,6,13,N,38826844.25,45500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.1,4,13,N,38826844.25,32500000
"'Dhaneshwor, K'",K,42844536.71,Dhaneshwor,27500000,4,8,10,S,35650000,29000000
"'Dhalmal, K'",K,42844536.71,Dhalmal,28000000,3.1,5,13,S,35650000,30000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3,3,12,NE,39629508.2,27000000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,3,6,13,NW,33140350.88,23500000
"'Suntol, L'",L,35415524.19,Suntol,34000000,4,6,13,E,41179677.42,34000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3,6,13,E,41179677.42,26500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3,5,13,N,38826844.25,35000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.5,5,13,W,36390395.48,34500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3,5,13,NE,39629508.2,35000000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,3.1,5,13,E,41179677.42,32500000
"'Hattiban, L'",L,35415524.19,Hattiban,29954545.45,3,6,14,W,36390395.48,28000000
"'Hattiban, L'",L,35415524.19,Hattiban,29954545.45,3,5,13,S,35650000,33000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3,6,13,SE,41607843.14,23500000
"'Manmaiju, K'",K,42844536.71,Manmaiju,27666666.67,4,7,12,S,35650000,32500000
"'Dapasi, K'",K,42844536.71,Dapasi,50000000,4,4,20,NW,33140350.88,50000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3,9,13,S,35650000,29000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,4,4,13,S,35650000,46500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,5,8,13,S,35650000,51000000
"'Sanagaun, L'",L,35415524.19,Sanagaun,26283333.33,3,6,13,NE,39629508.2,27000000
"'Sanagaun, L'",L,35415524.19,Sanagaun,26283333.33,4,5,20,NE,39629508.2,33000000
"'Balkot, B'",B,30804807.69,Balkot,39574074.07,9,7,22,NW,33140350.88,42500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3,5,14,E,41179677.42,31500000
"'Ektabasti, K'",K,42844536.71,Ektabasti,26000000,3.5,5,16,NW,33140350.88,24000000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,3.5,6,13,E,41179677.42,29000000
"'Pepsicola, K'",K,42844536.71,Pepsicola,37333333.33,2,6,16,SW,40332835.82,25000000
"'Sitapaila, K'",K,42844536.71,Sitapaila,33166666.67,6,10,8,W,36390395.48,30000000
"'Pepsicola, K'",K,42844536.71,Pepsicola,37333333.33,4.3,9,16,NE,39629508.2,45000000
"'Siddhipur, L'",L,35415524.19,Siddhipur,20250000,3,2,12,S,35650000,25000000
"'Badegaun, L'",L,35415524.19,Badegaun,16500000,3,3,13,E,41179677.42,16500000
"'Kandaghari, K'",K,42844536.71,Kandaghari,52000000,7,12,20,S,35650000,52000000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,13,5,13,S,35650000,54000000
"'Chasidol, L'",L,35415524.19,Chasidol,22000000,3.5,7,13,W,36390395.48,22000000
"'Bhandarigauu, K'",K,42844536.71,Bhandarigauu,27500000,3.2,6,13,S,35650000,27500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,5,14,13,NW,33140350.88,42500000
"'Budhanilkantha, K'",K,42844536.71,Budhanilkantha,53966666.67,3.3,3,26,E,41179677.42,29500000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,3.1,6,13,W,36390395.48,26500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.5,6,12,NW,33140350.88,31000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,4,6,13,E,41179677.42,32500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,2.3,5,13,W,36390395.48,25500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3,5,13,E,41179677.42,27000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3,5,13,W,36390395.48,28000000
"'Lubhu, L'",L,35415524.19,Lubhu,21756521.74,2.3,5,13,N,38826844.25,23000000
"'Thimi, B'",B,30804807.69,Thimi,33700000,3.1,5,20,W,36390395.48,22500000
"'Chobar, K'",K,42844536.71,Chobar,33750000,6.5,5,20,E,41179677.42,32500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3,5,13,N,38826844.25,32500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,5.1,5,13,SE,41607843.14,57500000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,5,6,13,NW,33140350.88,32000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,4,6,13,NE,39629508.2,37500000
"'Bhaisepati, L'",L,35415524.19,Bhaisepati,48360000,3,4,22,SE,41607843.14,30000000
"'Gatthaghar, B'",B,30804807.69,Gatthaghar,28750000,3,10,13,NE,39629508.2,25000000
"'Thaiba, L'",L,35415524.19,Thaiba,30500000,7.2,5,20,W,36390395.48,40000000
"'Budhanilkantha, K'",K,42844536.71,Budhanilkantha,53966666.67,6,7,13,E,41179677.42,52500000
"'Chunikhel, K'",K,42844536.71,Chunikhel,34472727.27,3,6,13,S,35650000,28000000
"'Mahankal, K'",K,42844536.71,Mahankal,40250000,6,4,16,NE,39629508.2,47500000
"'Gatthaghar, B'",B,30804807.69,Gatthaghar,28750000,3,6,13,E,41179677.42,33000000
"'Chunikhel, K'",K,42844536.71,Chunikhel,34472727.27,4.5,7,13,NE,39629508.2,44500000
"'Bhaisepati, L'",L,35415524.19,Bhaisepati,48360000,5.5,6,20,W,36390395.48,52500000
"'Naikap, K'",K,42844536.71,Naikap,23666666.67,3.5,5,13,NW,33140350.88,22500000
"'Goldhunga, K'",K,42844536.71,Goldhunga,22375000,6.1,9,13,SE,41607843.14,30000000
"'Baniyatar, K'",K,42844536.71,Baniyatar,33571428.57,2.2,6,13,S,35650000,26000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,4.2,6,13,W,36390395.48,39500000
"'Gothatar, K'",K,42844536.71,Gothatar,24946666.67,3.2,7,20,NE,39629508.2,32000000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,3,8,13,S,35650000,25000000
"'Setipakha, L'",L,35415524.19,Setipakha,28225000,3.2,6,13,E,41179677.42,35500000
"'Hattigauda, K'",K,42844536.71,Hattigauda,44666666.67,4,4,13,W,36390395.48,37000000
"'Chapali, K'",K,42844536.71,Chapali,42900000,4.5,5,14,NW,33140350.88,39000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,5,5,20,W,36390395.48,55000000
"'Thimi, B'",B,30804807.69,Thimi,33700000,6,5,20,NE,39629508.2,60000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,4,11,20,W,36390395.48,44500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.1,6,13,W,36390395.48,30000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3,8,16,N,38826844.25,24500000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,3.2,7,13,S,35650000,31000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.2,5,13,N,38826844.25,27000000
"'Ganesh chowk, K'",K,42844536.71,Ganesh Chowk,40687500,4.5,5,16,E,41179677.42,40000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,4,6,13,S,35650000,42000000
"'Balkot, B'",B,30804807.69,Balkot,39574074.07,3.1,6,13,E,41179677.42,33000000
"'Balkot, B'",B,30804807.69,Balkot,39574074.07,14,6,24,N,38826844.25,85000000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,4,6,20,W,36390395.48,25000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,4.2,8,13,N,38826844.25,38500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,2.5,5,13,NE,39629508.2,18000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3,8,20,W,36390395.48,31000000
"'Sital Height, L'",L,35415524.19,Sital Height,33545454.55,5,5,16,SE,41607843.14,39000000
"'Swayambhu, K'",K,42844536.71,Swayambhu,48000000,5,6,13,NE,39629508.2,50000000
"'Sanagaun, L'",L,35415524.19,Sanagaun,26283333.33,4.1,7,13,S,35650000,32500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.5,7,13,E,41179677.42,32000000
"'Gongabu, K'",K,42844536.71,Gongabu,37571428.57,3,15,13,S,35650000,27500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.5,4,13,W,36390395.48,31000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.5,5,13,E,41179677.42,42500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.75,7,13,S,35650000,42500000
"'Sital Height, L'",L,35415524.19,Sital Height,33545454.55,3.5,5,20,S,35650000,26000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,4.2,5,13,NW,33140350.88,45000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3,6,13,W,36390395.48,25000000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,3,7,13,S,35650000,24500000
"'Bansbari, K'",K,42844536.71,Bansbari,50666666.67,4,6,13,E,41179677.42,40000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.25,6,13,N,38826844.25,32499999
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.2,6,13,S,35650000,31999999
"'Dhapakhel, L'",L,35415524.19,Dhapakhel,37142857.14,5.3,5,20,E,41179677.42,55000000
"'Magargau, L'",L,35415524.19,Magargau,29999999,3.5,4,16,E,41179677.42,29999999
"'Sanobharyang, K'",K,42844536.71,Sanobharyang,35750000,3.5,5,22,S,35650000,32500000
"'Panipokhari, K'",K,42844536.71,Panipokhari,60000000,3,6,20,E,41179677.42,60000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3,8,20,S,35650000,31500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.5,8,13,W,36390395.48,26500000
"'Baluwatar, K'",K,42844536.71,Baluwatar,67000000,4.5,9,26,SE,41607843.14,90000000
"'Gongabu, K'",K,42844536.71,Gongabu,37571428.57,3,4,13,NW,33140350.88,26000000
"'Balkot, B'",B,30804807.69,Balkot,39574074.07,3.5,7,13,W,36390395.48,26500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3,7,24,E,41179677.42,31500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3,5,13,W,36390395.48,25000000
"'Balkot, B'",B,30804807.69,Balkot,39574074.07,4,7,20,E,41179677.42,32500000
"'Bode, B'",B,30804807.69,Bode,17750000,3,5,26,E,41179677.42,19000000
"'Karyabinayak, L'",L,35415524.19,Karyabinayak,39500000,6,8,13,E,41179677.42,45000000
"'Bhaisepati, L'",L,35415524.19,Bhaisepati,48360000,5.5,6,16,E,41179677.42,65000000
"'Bhaisepati, L'",L,35415524.19,Bhaisepati,48360000,5,7,13,E,41179677.42,42500000
"'Bhaisepati, L'",L,35415524.19,Bhaisepati,48360000,5,7,13,E,41179677.42,37500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.5,6,13,S,35650000,35000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.3,7,14,N,38826844.25,38000000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,4.1,7,20,W,36390395.48,36500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,6,7,20,E,41179677.42,67500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,6,7,13,E,41179677.42,67500000
"'Sukedhara, K'",K,42844536.71,Sukedhara,46750000,3,5,13,W,36390395.48,32500000
"'Baniyatar, K'",K,42844536.71,Baniyatar,33571428.57,3.3,5,13,E,41179677.42,28000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,5,7,16,W,36390395.48,39000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.5,8,16,E,41179677.42,31500000
"'Sitapakha, L'",L,35415524.19,Sitapakha,27500000,4,6,13,W,36390395.48,29000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.2,6,13,N,38826844.25,25000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,4.3,6,13,W,36390395.48,42500000
"'Dhapakhel, L'",L,35415524.19,Dhapakhel,37142857.14,11.1,6,16,W,36390395.48,41500000
"'Hattiban, L'",L,35415524.19,Hattiban,29954545.45,4,7,12,W,36390395.48,26500000
"'Narayanthan, K'",K,42844536.71,Narayanthan,76666666.67,3.21,2,13,E,41179677.42,25000000
"'Sangla, K'",K,42844536.71,Sangla,18500000,2.04,3,12,SE,41607843.14,18500000
"'Kalanki, K'",K,42844536.71,Kalanki,43250000,4,1,10,E,41179677.42,33500000
"'Deuba chowk, K'",K,42844536.71,Deuba Chowk,42500000,5.5,5,13,S,35650000,34000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3,6,16,E,41179677.42,22500000
"'Kuleshwor, K'",K,42844536.71,Kuleshwor,73333333.33,6.2,1,16,S,35650000,60000000
"'Kist Hospital, L'",L,35415524.19,Kist Hospital,28500000,3.79,7,13,E,41179677.42,28500000
"'Nayabasti, L'",L,35415524.19,Nayabasti,27500000,2.92,7,20,E,41179677.42,27500000
"'Kapan, K'",K,42844536.71,Kapan,31736111.11,2,1,8,E,41179677.42,15000000
