Location,District,District_PriceCode,Area,Area_PriceCode,Land Area,Bedrooms,Road Access,Facing,Facing_PriceCode,Price
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,4,2,20,E,41179677.42,18000000
"'Lokanthali, B'",B,30804807.69,Lokanthali,35000000,4,2,13,W,36390395.48,25000000
"'Lubhu, L'",L,35415524.19,Lubhu,21756521.74,3,2,12,E,41179677.42,15000000
"'Dhapasi, K'",K,42844536.71,Dhapasi,53750000,2.5,6,6,E,41179677.42,13500000
"'Ansaritole, L'",L,35415524.19,Ansaritole,13000000,2.63,2,13,S,35650000,13000000
"'Gothatar, K'",K,42844536.71,Gothatar,24946666.67,4,3,20,SW,40332835.82,21000000
"'Bhaisepati, L'",L,35415524.19,Bhaisepati,48360000,5,5,13,E,41179677.42,42500000
"'Bhaisepati, L'",L,35415524.19,Bhaisepati,48360000,4.5,4,13,E,41179677.42,45000000
"'Siddhipur, L'",L,35415524.19,Siddhipur,20250000,3,2,13,N,38826844.25,15500000
"'Dhumbarahi, K'",K,42844536.71,Dhumbarahi,37685714.29,3,3,13,E,41179677.42,24500000
"'Tej Binayak, K'",K,42844536.71,Tej Binayak,20000000,3,4,13,E,41179677.42,14500000
"'Tokha, K'",K,42844536.71,Tokha,32214285.71,4,2,13,W,36390395.48,19500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,22,6,20,N,38826844.25,165000000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,5,5,20,W,36390395.48,45000000
"'Golfutar, K'",K,42844536.71,Golfutar,45250000,4.5,4,16,S,35650000,9500000
"'Bhaisepati, L'",L,35415524.19,Bhaisepati,48360000,5.1,4,13,N,38826844.25,45000000
"'Kusunti, L'",L,35415524.19,Kusunti,39500000,3.5,4,13,N,38826844.25,32500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.3,7,13,E,41179677.42,29500000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,3,6,13,S,35650000,25500000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,3,6,13,N,38826844.25,24500000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,3,4,13,N,38826844.25,23500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,5,6,12,W,36390395.48,39500000
"'Badikhel, L'",L,35415524.19,Badikhel,13000000,6,4,13,S,35650000,13000000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,3.1,5,13,E,41179677.42,28500000
"'Setipakha, L'",L,35415524.19,Setipakha,28225000,3.5,5,13,W,36390395.48,27500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.3,5,13,E,41179677.42,28500000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,4.1,6,13,W,36390395.48,37500000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,4,6,20,E,41179677.42,35000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,4.5,6,13,S,35650000,47000000
"'Khumaltar, L'",L,35415524.19,Khumaltar,44285714.29,4,5,13,S,35650000,38500000
"'Dillibazar, K'",K,42844536.71,Dillibazar,66250000,4.3,4,20,W,36390395.48,60000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.5,5,13,N,38826844.25,29900000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,3,6,13,S,35650000,29000000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,3.1,5,13,E,41179677.42,29000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,4.5,5,20,SE,41607843.14,45000000
"'Gongabu, K'",K,42844536.71,Gongabu,37571428.57,5,6,13,N,38826844.25,42000000
"'Balkot, B'",B,30804807.69,Balkot,39574074.07,14,6,13,N,38826844.25,90000000
"'Gongabu, K'",K,42844536.71,Gongabu,37571428.57,4,6,13,N,38826844.25,32500000
"'Chunikhel, K'",K,42844536.71,Chunikhel,34472727.27,4.1,6,13,S,35650000,33500000
"'Gongabu, K'",K,42844536.71,Gongabu,37571428.57,4.5,4,20,SE,41607843.14,45000000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,3,5,13,N,38826844.25,25500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3,6,13,S,35650000,23000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.3,6,13,S,35650000,37000000
"'Bhaisepati, L'",L,35415524.19,Bhaisepati,48360000,4.5,4,13,NW,33140350.88,32500000
"'Chunikhel, K'",K,42844536.71,Chunikhel,34472727.27,3.1,5,13,SW,40332835.82,31500000
"'Dhaneshwor, K'",K,42844536.71,Dhaneshwor,27500000,5,3,12,E,41179677.42,28000000
"'Wasik, K'",K,42844536.71,Wasik,43500000,4.2,5,20,NE,39629508.2,43500000
"'Gongabu, K'",K,42844536.71,Gongabu,37571428.57,5,4,10,W,36390395.48,37500000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,3.3,5,20,N,38826844.25,29500000
"'Bhaisepati, L'",L,35415524.19,Bhaisepati,48360000,6,4,13,E,41179677.42,57500000
"'Budhgar, K'",K,42844536.71,Budhgar,70000000,3.51,7,16,E,41179677.42,70000000
"'Bhangal, K'",K,42844536.71,Bhangal,36653846.15,3.5,3,10,S,35650000,30000000
"'Hattiban, L'",L,35415524.19,Hattiban,29954545.45,3,3,13,SE,41607843.14,20000000
"'Maharajgunj, K'",K,42844536.71,Maharajgunj,85428571.43,4,5,13,E,41179677.42,90000000
"'Baneshwor, K'",K,42844536.71,Baneshwor,99314285.71,12,2,20,NE,39629508.2,120000000
"'Dhapakhel, L'",L,35415524.19,Dhapakhel,37142857.14,6.5,4,16,E,41179677.42,32000000
"'Budhanilkantha, K'",K,42844536.71,Budhanilkantha,53966666.67,4.2,3,13,W,36390395.48,38500000
"'Godawari, L'",L,35415524.19,Godawari,32611111.11,3,2,20,E,41179677.42,17000000
"'Gochaur, L'",L,35415524.19,Gochaur,12000000,4.3,4,26,NW,33140350.88,12000000
"'Lubhu, L'",L,35415524.19,Lubhu,21756521.74,2.5,5,13,NE,39629508.2,17500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,5.1,7,13,W,36390395.48,40000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,2.5,5,13,E,41179677.42,20000000
"'Hattiban, L'",L,35415524.19,Hattiban,29954545.45,4.5,3,13,S,35650000,39500000
"'Bhaisepati, L'",L,35415524.19,Bhaisepati,48360000,7,6,13,W,36390395.48,32500000
"'Sinamangal, K'",K,42844536.71,Sinamangal,115000000,10,4,20,W,36390395.48,115000000
"'Setipakha, L'",L,35415524.19,Setipakha,28225000,2.5,4,13,NE,39629508.2,18900000
"'Bhaisepati, L'",L,35415524.19,Bhaisepati,48360000,3.5,4,16,E,41179677.42,26000000
"'Bhaisepati, L'",L,35415524.19,Bhaisepati,48360000,3.3,6,13,NE,39629508.2,30000000
"'Bhaisepati, L'",L,35415524.19,Bhaisepati,48360000,4,5,13,S,35650000,34500000
"'Karyabinayak, L'",L,35415524.19,Karyabinayak,39500000,4,5,13,SW,40332835.82,34000000
"'Bhaisepati, L'",L,35415524.19,Bhaisepati,48360000,3.5,5,16,E,41179677.42,26000000
"'Sital Height, L'",L,35415524.19,Sital Height,33545454.55,3,5,13,NE,39629508.2,23000000
"'Lubhu, L'",L,35415524.19,Lubhu,21756521.74,3.5,3,20,W,36390395.48,14500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,4.5,6,13,N,38826844.25,49500000
"'Sonakothi, L'",L,35415524.19,Sonakothi,50000000,6.1,7,20,E,41179677.42,50000000
"'Nakhipot, L'",L,35415524.19,Nakhipot,40888888.89,5.3,6,13,NW,33140350.88,47500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.1,5,20,E,41179677.42,29000000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,3,6,20,E,41179677.42,23000000
"'Khumaltar, L'",L,35415524.19,Khumaltar,44285714.29,4.5,6,20,W,36390395.48,41500000
"'Syuchatar, K'",K,42844536.71,Syuchatar,29785714.29,4.2,6,20,SW,40332835.82,35000000
"'Balkot, B'",B,30804807.69,Balkot,39574074.07,4,4,20,E,41179677.42,40000000
"'Dadhikot, B'",B,30804807.69,Dadhikot,44083333.33,6,5,13,NE,39629508.2,26000000
"'Nayabazar, K'",K,42844536.71,Nayabazar,75500000,12,3,20,S,35650000,102000000
"'Chyasundol, K'",K,42844536.71,Chyasundol,70833333.33,3.3,3,22,S,35650000,27500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,4,4,13,N,38826844.25,46000000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,2.2,5,13,N,38826844.25,22500000
"'Harisiddhi, L'",L,35415524.19,Harisiddhi,34035714.29,3.1,5,13,E,41179677.42,24000000
"'Harisiddhi, L'",L,35415524.19,Harisiddhi,34035714.29,3,6,20,W,36390395.48,31500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.3,5,13,S,35650000,37500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3,6,11,NE,39629508.2,20700000
"'Thali, K'",K,42844536.71,Thali,16250000,3,4,20,N,38826844.25,18500000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,3,5,13,E,41179677.42,29000000
"'Satdobato, L'",L,35415524.19,Satdobato,62916666.67,19,5,13,SE,41607843.14,150000000
"'Dhapakhel, L'",L,35415524.19,Dhapakhel,37142857.14,6,9,13,NW,33140350.88,55000000
"'Karuna Hospital, K'",K,42844536.71,Karuna Hospital,35000000,4.5,9,14,SE,41607843.14,35000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,2.5,3,13,S,35650000,21500000
"'Balkot, B'",B,30804807.69,Balkot,39574074.07,5,3,10,NE,39629508.2,25000000
"'Harisiddhi, L'",L,35415524.19,Harisiddhi,34035714.29,3.3,7,20,E,41179677.42,32500000
"'Gothatar, K'",K,42844536.71,Gothatar,24946666.67,3.5,6,20,n,34000000,34000000
"'Hattiban, L'",L,35415524.19,Hattiban,29954545.45,5.2,6,15,SW,40332835.82,45000000
"'Balkot, B'",B,30804807.69,Balkot,39574074.07,3.2,5,36,N,38826844.25,26000000
"'Balkot, B'",B,30804807.69,Balkot,39574074.07,3.2,7,13,N,38826844.25,23500000
"'Balkot, B'",B,30804807.69,Balkot,39574074.07,3.2,6,13,W,36390395.48,27500000
"'Tokha, K'",K,42844536.71,Tokha,32214285.71,4,2,12,E,41179677.42,26000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.2,7,20,NE,39629508.2,27500000
"'Phutung, K'",K,42844536.71,Phutung,16500000,3,6,20,W,36390395.48,16500000
"'Sitapaila, K'",K,42844536.71,Sitapaila,33166666.67,6,9,13,S,35650000,35000000
"'Balkot, B'",B,30804807.69,Balkot,39574074.07,3.2,5,13,NW,33140350.88,24000000
"'Dadhikot, B'",B,30804807.69,Dadhikot,44083333.33,4,5,13,S,35650000,27000000
"'Balkot, B'",B,30804807.69,Balkot,39574074.07,3,5,13,E,41179677.42,21000000
"'Chardobato, B'",B,30804807.69,Chardobato,31000000,4.3,7,12,S,35650000,31000000
"'Dhunchepakha, B'",B,30804807.69,Dhunchepakha,33000000,4.3,6,13,NW,33140350.88,33000000
"'Sitapakha, L'",L,35415524.19,Sitapakha,27500000,3,5,12,NW,33140350.88,23500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,2.3,4,10,N,38826844.25,24000000
"'Mandikatar, K'",K,42844536.71,Mandikatar,33409090.91,4,1,13,NW,33140350.88,38000000
"'Lubhu, L'",L,35415524.19,Lubhu,21756521.74,2.5,4,10,N,38826844.25,25500000
"'Gothatar, K'",K,42844536.71,Gothatar,24946666.67,3.1,5,13,E,41179677.42,30000000
"'Hiledol, K'",K,42844536.71,Hiledol,16000000,2.3,5,12,N,38826844.25,16000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.5,5,13,E,41179677.42,36500000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,3,4,14,W,36390395.48,23500000
"'Dhalmal, K'",K,42844536.71,Dhalmal,28000000,3.3,4,11,N,38826844.25,26000000
"'Shirj, K'",K,42844536.71,Shirj,39500000,4,6,16,S,35650000,39500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,4,6,13,NE,39629508.2,44500000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,3,4,13,W,36390395.48,24000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,4.5,5,13,E,41179677.42,40000000
"'Lubhu, L'",L,35415524.19,Lubhu,21756521.74,6.2,5,13,NW,33140350.88,28000000
"'Sitapakha, L'",L,35415524.19,Sitapakha,27500000,3.5,4,20,W,36390395.48,27500000
"'Gongabu, K'",K,42844536.71,Gongabu,37571428.57,5.2,6,13,S,35650000,52500000
"'Sallaghari, B'",B,30804807.69,Sallaghari,23000000,3,2,13,S,35650000,16500000
"'Tokha, K'",K,42844536.71,Tokha,32214285.71,3.5,6,13,S,35650000,27500000
"'Bhangal, K'",K,42844536.71,Bhangal,36653846.15,5.5,5,20,SE,41607843.14,50000000
"'Budhanilkantha, K'",K,42844536.71,Budhanilkantha,53966666.67,7,3,13,S,35650000,48000000
"'Budhanilkantha, K'",K,42844536.71,Budhanilkantha,53966666.67,4.5,4,13,SE,41607843.14,42500000
"'Budhanilkantha, K'",K,42844536.71,Budhanilkantha,53966666.67,4.2,3,13,E,41179677.42,39500000
"'Balambu, K'",K,42844536.71,Balambu,24500000,4.5,5,13,NE,39629508.2,21000000
"'Pasikot, K'",K,42844536.71,Pasikot,51625000,5,6,15,W,36390395.48,45000000
"'Thankot, K'",K,42844536.71,Thankot,21000000,3.5,6,12,NE,39629508.2,22000000
"'Sanagaun, L'",L,35415524.19,Sanagaun,26283333.33,2.3,5,13,E,41179677.42,16000000
"'Khumaltar, L'",L,35415524.19,Khumaltar,44285714.29,3.1,5,13,E,41179677.42,30000000
"'Harisiddhi, L'",L,35415524.19,Harisiddhi,34035714.29,4.5,3,26,W,36390395.48,29000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,4,5,13,SE,41607843.14,40000000
"'Lubhu, L'",L,35415524.19,Lubhu,21756521.74,2.5,5,13,N,38826844.25,15500000
"'Pepsicola, K'",K,42844536.71,Pepsicola,37333333.33,3.1,6,20,E,41179677.42,25000000
"'Hattiban, L'",L,35415524.19,Hattiban,29954545.45,4.5,4,20,W,36390395.48,36000000
"'Sallaghari, B'",B,30804807.69,Sallaghari,23000000,4,6,20,NE,39629508.2,28500000
"'Lubhu, L'",L,35415524.19,Lubhu,21756521.74,2.5,4,13,E,41179677.42,17000000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,3,5,13,E,41179677.42,31500000
"'Budhani, K'",K,42844536.71,Budhani,50000000,7,5,14,S,35650000,50000000
"'Boudha, K'",K,42844536.71,Boudha,37375000,1,2,8,E,41179677.42,7500000
"'Thulobharyang, K'",K,42844536.71,Thulobharyang,41375000,4,6,13,NE,39629508.2,36500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.3,7,13,E,41179677.42,42500000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,3,7,20,S,35650000,26500000
"'Hattigauda, K'",K,42844536.71,Hattigauda,44666666.67,4.5,6,13,N,38826844.25,31000000
"'Budhanilkantha, K'",K,42844536.71,Budhanilkantha,53966666.67,4.2,5,20,NE,39629508.2,43000000
"'Budhanilkantha, K'",K,42844536.71,Budhanilkantha,53966666.67,6,6,16,N,38826844.25,50000000
"'Pasikot, K'",K,42844536.71,Pasikot,51625000,4.1,6,13,E,41179677.42,45000000
"'Kalanki, K'",K,42844536.71,Kalanki,43250000,8,7,13,NE,39629508.2,60000000
"'Lasuntar, K'",K,42844536.71,Lasuntar,34000000,5,6,13,SE,41607843.14,43500000
"'Kapan, K'",K,42844536.71,Kapan,31736111.11,3,6,13,W,36390395.48,22000000
"'Dhalahiti, L'",L,35415524.19,Dhalahiti,42500000,4.25,6,14,S,35650000,42500000
"'Gothatar, K'",K,42844536.71,Gothatar,24946666.67,3.1,6,20,W,36390395.48,27500000
"'Dholahiti, L'",L,35415524.19,Dholahiti,57666666.67,5,5,13,E,41179677.42,48500000
"'Kapan, K'",K,42844536.71,Kapan,31736111.11,3.2,6,13,W,36390395.48,32500000
"'Kalanki, K'",K,42844536.71,Kalanki,43250000,5,5,13,E,41179677.42,65000000
"'Ganesh chowk, K'",K,42844536.71,Ganesh Chowk,40687500,4,6,13,W,36390395.48,38000000
"'Chapali, K'",K,42844536.71,Chapali,42900000,4.1,7,13,NE,39629508.2,41500000
"'Chunikhel, K'",K,42844536.71,Chunikhel,34472727.27,4.2,6,13,NW,33140350.88,38500000
"'Kapan, K'",K,42844536.71,Kapan,31736111.11,3.1,6,13,SE,41607843.14,30000000
"'Budhanilkantha, K'",K,42844536.71,Budhanilkantha,53966666.67,3.1,6,13,W,36390395.48,32500000
"'Goldhunga, K'",K,42844536.71,Goldhunga,22375000,3.2,5,13,E,41179677.42,22000000
"'Bhaisepati, L'",L,35415524.19,Bhaisepati,48360000,4,4,13,N,38826844.25,36500000
"'Thulobharyang, K'",K,42844536.71,Thulobharyang,41375000,3,6,13,NE,39629508.2,36500000
"'Narayanthan, K'",K,42844536.71,Narayanthan,76666666.67,10.3,4,20,E,41179677.42,80000000
"'Pepsicola, K'",K,42844536.71,Pepsicola,37333333.33,3,5,4,E,41179677.42,18000000
"'Duwakot, B'",B,30804807.69,Duwakot,25200000,3.2,9,8,SW,40332835.82,24000000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,3.3,5,13,W,36390395.48,26500000
"'Budhanilkantha, K'",K,42844536.71,Budhanilkantha,53966666.67,7,5,13,W,36390395.48,62500000
"'Dhapakhel, L'",L,35415524.19,Dhapakhel,37142857.14,4.1,6,16,S,35650000,32000000
"'Chyasundol, K'",K,42844536.71,Chyasundol,70833333.33,4,5,13,W,36390395.48,30000000
"'Balkhu, K'",K,42844536.71,Balkhu,62191666.67,4.2,5,13,NE,39629508.2,42500000
"'Nakhipot, L'",L,35415524.19,Nakhipot,40888888.89,4.1,7,13,S,35650000,42000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.1,5,13,SW,40332835.82,27500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.1,7,13,SE,41607843.14,42000000
"'Dhapasi, K'",K,42844536.71,Dhapasi,53750000,4,6,13,NE,39629508.2,35000000
"'Nepaltar, K'",K,42844536.71,Nepaltar,35000000,7,8,13,SW,40332835.82,35000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3,7,13,E,41179677.42,23500000
"'Dhapakhel, L'",L,35415524.19,Dhapakhel,37142857.14,5.5,5,20,S,35650000,46000000
"'Gothatar, K'",K,42844536.71,Gothatar,24946666.67,3,6,18,N,38826844.25,23500000
"'Kapan, K'",K,42844536.71,Kapan,31736111.11,4.2,6,13,S,35650000,22500000
"'Sital Height, L'",L,35415524.19,Sital Height,33545454.55,4,5,14,W,36390395.48,39500000
"'Gothatar, K'",K,42844536.71,Gothatar,24946666.67,3.1,7,20,W,36390395.48,27500000
"'Nakhipot, L'",L,35415524.19,Nakhipot,40888888.89,5,4,20,E,41179677.42,50000000
"'Dhumbarahi, K'",K,42844536.71,Dhumbarahi,37685714.29,3.5,6,8,N,38826844.25,20000000
"'Nakhipot, L'",L,35415524.19,Nakhipot,40888888.89,5,4,20,E,41179677.42,49000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3,5,13,S,35650000,25000000
"'Budhanilkantha, K'",K,42844536.71,Budhanilkantha,53966666.67,4.5,6,13,S,35650000,43500000
"'Satdobato, L'",L,35415524.19,Satdobato,62916666.67,4,4,13,S,35650000,31500000
"'Budhanilkantha, K'",K,42844536.71,Budhanilkantha,53966666.67,3,2,15,NE,39629508.2,12500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,2.3,4,13,S,35650000,22000000
"'Ganesh chowk, K'",K,42844536.71,Ganesh Chowk,40687500,3.3,4,20,W,36390395.48,47500000
"'Bhangal, K'",K,42844536.71,Bhangal,36653846.15,3.3,5,13,NE,39629508.2,35000000
"'Ganesh chowk, K'",K,42844536.71,Ganesh Chowk,40687500,3.1,10,20,NE,39629508.2,26000000
"'Bhaisepati, L'",L,35415524.19,Bhaisepati,48360000,5,5,13,S,35650000,55000000
"'Pasikot, K'",K,42844536.71,Pasikot,51625000,6,8,20,SW,40332835.82,55000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3,5,13,S,35650000,29000000
"'Lasuntar, K'",K,42844536.71,Lasuntar,34000000,3.3,6,13,N,38826844.25,28500000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,3.2,6,13,E,41179677.42,26900000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.3,6,13,W,36390395.48,38500000
"'Pasikot, K'",K,42844536.71,Pasikot,51625000,5,4,20,E,41179677.42,47500000
"'Dhapakhel, L'",L,35415524.19,Dhapakhel,37142857.14,8.2,6,20,S,35650000,49000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.1,6,16,E,41179677.42,29000000
"'Lubhu, L'",L,35415524.19,Lubhu,21756521.74,3.1,5,16,E,41179677.42,22000000
"'Harisiddhi, L'",L,35415524.19,Harisiddhi,34035714.29,7,6,13,W,36390395.48,43500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.1,6,13,NE,39629508.2,33500000
"'Sital height, L'",L,35415524.19,Sital Height,33545454.55,3,4,13,E,41179677.42,24500000
"'Bhaisepati, L'",L,35415524.19,Bhaisepati,48360000,7,5,13,SE,41607843.14,75000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3,6,15,NW,33140350.88,21000000
"'Bhaisepati, L'",L,35415524.19,Bhaisepati,48360000,5.1,4,13,E,41179677.42,50000000
"'Bhaisepati, L'",L,35415524.19,Bhaisepati,48360000,4.5,4,13,W,36390395.48,45000000
"'Bhaisepati, L'",L,35415524.19,Bhaisepati,48360000,4,4,16,N,38826844.25,41000000
"'Kalanki, K'",K,42844536.71,Kalanki,43250000,6,4,10,E,41179677.42,60000000
"'Gothatar, K'",K,42844536.71,Gothatar,24946666.67,3,6,13,N,38826844.25,26500000
"'Sanagaun, L'",L,35415524.19,Sanagaun,26283333.33,4.1,5,20,S,35650000,33500000
"'Sanagaun, L'",L,35415524.19,Sanagaun,26283333.33,3,6,13,N,38826844.25,26000000
"'Chobar, K'",K,42844536.71,Chobar,33750000,5.2,5,20,S,35650000,35000000
"'Nilopul, K'",K,42844536.71,Nilopul,40000000,4,2,13,SE,41607843.14,40000000
"'Nakhipot, L'",L,35415524.19,Nakhipot,40888888.89,4.2,6,13,N,38826844.25,39000000
"'Nakhipot, L'",L,35415524.19,Nakhipot,40888888.89,5,5,20,E,41179677.42,47500000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.5,5,20,NE,39629508.2,21000000
"'Jorpati, K'",K,42844536.71,Jorpati,27136363.64,3,10,10,W,36390395.48,28500000
"'Baneshwor, K'",K,42844536.71,Baneshwor,99314285.71,5,5,14,E,41179677.42,45000000
"'Gokarna, K'",K,42844536.71,Gokarna,19750000,3.5,6,13,E,41179677.42,20000000
"'Sital Height, L'",L,35415524.19,Sital Height,33545454.55,4.1,5,13,E,41179677.42,30000000
"'Bhaisepati, L'",L,35415524.19,Bhaisepati,48360000,3.1,4,20,E,41179677.42,32500000
"'Mandikatar, K'",K,42844536.71,Mandikatar,33409090.91,3.5,6,13,N,38826844.25,27000000
"'Pasikot, K'",K,42844536.71,Pasikot,51625000,3.75,3,16,W,36390395.48,28000000
"'Pasikot, K'",K,42844536.71,Pasikot,51625000,17,2,13,NE,39629508.2,110000000
"'Bhaisepati, L'",L,35415524.19,Bhaisepati,48360000,4.3,7,13,S,35650000,37000000
"'Kalanki, K'",K,42844536.71,Kalanki,43250000,3,4,15,NW,33140350.88,33000000
"'Kadaghari, K'",K,42844536.71,Kadaghari,22940000,3,5,20,W,36390395.48,25500000
"'Budhanilkantha, K'",K,42844536.71,Budhanilkantha,53966666.67,6,6,13,S,35650000,44500000
"'Balkot, B'",B,30804807.69,Balkot,39574074.07,5.1,4,10,S,35650000,30000000
"'Galfutar, K'",K,42844536.71,Galfutar,40000000,4.5,4,16,SW,40332835.82,40000000
"'Hattigauda, K'",K,42844536.71,Hattigauda,44666666.67,5,5,13,SW,40332835.82,49000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3,4,13,SE,41607843.14,19000000
"'Sanagaun, L'",L,35415524.19,Sanagaun,26283333.33,2.3,5,13,S,35650000,19900000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3.1,5,13,E,41179677.42,33000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,16,7,13,E,41179677.42,79500000
"'Baluwakhani, K'",K,42844536.71,Baluwakhani,37500000,4,6,20,W,36390395.48,27500000
"'Balaju, K'",K,42844536.71,Balaju,20666666.67,3.21,4,16,S,35650000,13500000
"'Budhanilkantha, K'",K,42844536.71,Budhanilkantha,53966666.67,29,5,13,E,41179677.42,159500000
"'Khusibu, K'",K,42844536.71,Khusibu,34000000,3.2,5,13,E,41179677.42,34000000
"'Rudreshwor, K'",K,42844536.71,Rudreshwor,81250000,6,5,13,E,41179677.42,35000000
"'Dadhikot, B'",B,30804807.69,Dadhikot,44083333.33,10,5,14,E,41179677.42,59500000
"'Sitapaila, K'",K,42844536.71,Sitapaila,33166666.67,9.85,5,12,SE,41607843.14,60000000
"'Thankot, K'",K,42844536.71,Thankot,21000000,4,1,13,S,35650000,25000000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,4.25,6,13,NW,33140350.88,31500000
"'Maitidevi, K'",K,42844536.71,Maitidevi,45000000,4.1,5,13,SE,41607843.14,24000000
"'Kapan, K'",K,42844536.71,Kapan,31736111.11,3,5,14,NE,39629508.2,25000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3,4,6,E,41179677.42,19000000
"'Bhangal, K'",K,42844536.71,Bhangal,36653846.15,4.5,7,13,W,36390395.48,32000000
"'Hattiban, L'",L,35415524.19,Hattiban,29954545.45,3,3,20,NW,33140350.88,24000000
"'Kadaghari, K'",K,42844536.71,Kadaghari,22940000,3.5,6,6,E,41179677.42,21000000
"'Muhanpokhari, K'",K,42844536.71,Muhanpokhari,52500000,11.2,4,13,E,41179677.42,52500000
"'Baneshwor, K'",K,42844536.71,Baneshwor,99314285.71,28,4,13,E,41179677.42,252000000
"'Chamati, K'",K,42844536.71,Chamati,28000000,3.2,4,26,E,41179677.42,28000000
"'Kapan, K'",K,42844536.71,Kapan,31736111.11,6,5,13,W,36390395.48,32500000
"'Tikathali, L'",L,35415524.19,Tikathali,28933333.33,3,5,13,S,35650000,22000000
"'Imadol, L'",L,35415524.19,Imadol,35386263.73,3,5,13,E,41179677.42,24500000
"'Bhangal, K'",K,42844536.71,Bhangal,36653846.15,3,6,13,E,41179677.42,27000000
"'Gothatar, K'",K,42844536.71,Gothatar,24946666.67,4,5,13,E,41179677.42,26200000
"'Kadaghari, K'",K,42844536.71,Kadaghari,22940000,3,6,13,E,41179677.42,21700000
"'Gothatar, K'",K,42844536.71,Gothatar,24946666.67,4,5,20,E,41179677.42,30000000
"'Gokarna, K'",K,42844536.71,Gokarna,19750000,3,4,13,E,41179677.42,19500000
"'Setipakha, L'",L,35415524.19,Setipakha,28225000,5.5,4,10,E,41179677.42,31000000
"'Naxal, K'",K,42844536.71,Naxal,73500000,5.2,3,12,E,41179677.42,56000000
"'Balkhu, K'",K,42844536.71,Balkhu,62191666.67,16,5,10,S,35650000,5000000
"'Mandikatar, K'",K,42844536.71,Mandikatar,33409090.91,4.1,2,14,SE,41607843.14,45000000
